LCD (Å),Sacc (m2/gr),Porosity,Qst-H2 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NH2 - 1 bar (mol/kg)
10.76339,5449.23,0.789922,2.4309145901,61.19402985,0,32.8358209,2.985074627,2.985074627,0,0,0.0545435263
14.91653,1651.49,0.539059,3.8253112327,61.19402985,0,32.8358209,2.985074627,2.985074627,0,0,0.0262344056
15.71969,4595.06,0.785725,2.42727301,60.56338028,0,28.16901408,5.633802817,5.633802817,0,0,0.0511406552
13.48622,4813.78,0.778135,2.3916187871,60.56338028,0,28.16901408,5.633802817,5.633802817,0,0,0.0490038458
10.92311,4659.52,0.767272,2.6428405234,60.56338028,0,28.16901408,5.633802817,5.633802817,0,0,0.0479949291
14.08347,4355.21,0.737835,2.7558251497,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0472903341
13.55709,4007.57,0.706262,2.7072456368,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0428554952
10.19578,3388.03,0.676077,3.8746442254,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0377564169
16.48137,5428.72,0.786493,2.2669518771,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0557215702
8.83757,4038.33,0.686831,3.0852333629,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0406289415
9.20904,4432.54,0.710801,3.0952196673,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.0435219267
15.40344,4664.85,0.796644,2.1454340487,56.62650602,0,33.73493976,4.819277108,4.819277108,0,0,0.057931317
12.91474,4160.37,0.689767,3.1163609997,53.68421053,0,37.89473684,4.210526316,4.210526316,0,0,0.0427473915
16.5637,4911.99,0.741565,2.5204471686,53.68421053,0,37.89473684,4.210526316,4.210526316,0,0,0.050289694
10.08986,5087.9,0.748768,2.3956737809,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0490723941
10.64828,5381.21,0.764348,2.5553458721,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0515849992
9.80554,4867.76,0.72945,2.5931529568,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0472639964
13.93644,4790.29,0.734019,2.3968338953,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0480055641
12.13508,3664.49,0.666372,2.9394782154,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0387465978
7.90453,4408.11,0.68079,3.1528666856,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0421306401
10.72518,4871.28,0.734469,2.6542063794,58.44155844,0,36.36363636,5.194805195,0,0,0,0.047860502
16.35644,3631.98,0.69529,2.8672273108,56.62650602,0,38.55421687,4.819277108,0,0,0,0.0436315314
16.52383,5485.58,0.786812,2.0582031365,56.62650602,0,38.55421687,4.819277108,0,0,0,0.0590897261
10.11636,4860.81,0.741855,2.4656380349,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.04688038
8.67194,4313.33,0.702584,3.0503893087,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.0428235581
10.75003,4944.2,0.750848,2.5859896194,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.0485716775
12.75862,4828.51,0.702846,2.6303223908,57.33333333,0,42.66666667,0,0,0,0,0.0466458501
10.62848,5414.91,0.735469,2.2916088424,57.33333333,0,42.66666667,0,0,0,0,0.0517771499
16.44762,5529.62,0.78761,2.028343446,55.55555556,0,37.03703704,7.407407407,0,0,0,0.0599741227
14.36419,4232.64,0.689836,2.7923641997,56.04395604,0,39.56043956,4.395604396,0,0,0,0.0416904473
16.55954,5093.72,0.772596,2.3015332343,56.04395604,0,39.56043956,4.395604396,0,0,0,0.0563128798
9.89458,4799.98,0.713731,2.6354997094,56.96202532,0,35.44303797,5.063291139,2.53164557,0,0,0.0438083615
16.42595,5344.25,0.794164,2.0022189381,56.96202532,0,35.44303797,5.063291139,2.53164557,0,0,0.0594056577
7.95357,3792.6,0.661783,3.3022359327,56.96202532,0,35.44303797,5.063291139,2.53164557,0,0,0.0385495182
10.7627,4635.86,0.721393,2.6728686552,56.96202532,0,35.44303797,5.063291139,2.53164557,0,0,0.045402431
15.82263,5069.39,0.745526,2.2798711181,53.68421053,0,42.10526316,4.210526316,0,0,0,0.0533682043
9.2574,4649.98,0.719718,2.8340865633,56.96202532,0,30.37974684,5.063291139,7.594936709,0,0,0.0419426326
10.67409,4150.87,0.714592,2.7309155737,56.96202532,0,30.37974684,5.063291139,7.594936709,0,0,0.0421246743
10.06821,5003.01,0.76618,2.5194080969,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.0497609293
8.81917,4495.6,0.720635,3.0203638854,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.0429089814
13.70102,5230.3,0.79315,2.3924829777,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0568472014
9.52037,5514.72,0.778557,2.4679601765,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0534826272
9.5122,5627.44,0.782046,2.5393810139,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0532215726
15.5981,1906.93,0.543699,3.5743213467,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0321932756
11.80771,5701.07,0.772574,2.1325178511,56.92307692,0,36.92307692,6.153846154,0,0,0,0.054764903
13.01269,5126.25,0.750005,2.4585993574,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0505817729
9.08977,5197.26,0.735651,2.564800061,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0486176988
10.9744,5824.77,0.787402,2.2011929148,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0569584775
12.28821,3701.69,0.691234,2.7185926203,54.92957746,0,28.16901408,5.633802817,11.26760563,0,0,0.0382517716
15.37658,5508.54,0.774837,2.1531950011,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0578217998
12.86065,4846.61,0.714532,2.588767061,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0463151146
11.02737,5480.96,0.74212,2.3197044914,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0511496187
11.9774,5768.93,0.787022,2.1345646057,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0559465616
13.11072,5146.88,0.766821,2.4507916751,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0522494301
16.27168,3749.86,0.736267,2.5030687776,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0468135191
9.33874,5200.56,0.760785,2.5815080514,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0502604168
15.43996,1771.39,0.512197,3.5492173752,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0271380139
11.30104,5667.54,0.787646,2.2567703486,60.6557377,0,29.50819672,9.836065574,0,0,0,0.0546280013
13.74247,4665.58,0.759507,2.5104257327,60.6557377,0,29.50819672,9.836065574,0,0,0,0.0484260887
18.31156,4061.02,0.769417,2.1870199565,60.6557377,0,29.50819672,9.836065574,0,0,0,0.0527069663
8.99762,5014.61,0.747619,2.6089359562,60.6557377,0,29.50819672,9.836065574,0,0,0,0.0480766941
16.33818,5382.18,0.797622,2.0870620017,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0578273867
10.94309,5516.46,0.761975,2.2746639841,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0523351885
16.08301,3517,0.695033,2.5968325053,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0416020326
10.90109,5609.5,0.784501,2.3011069326,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.053907473
9.30882,5599.15,0.737284,3.1233545415,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0471621465
13.80171,4664.88,0.754878,2.5140448269,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0481235429
18.06033,4123.69,0.768211,2.2024102792,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0517089858
8.62666,5038.23,0.743272,2.6562342344,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0482281654
15.36248,5168.57,0.792653,2.2186750489,61.9047619,0,25.3968254,12.6984127,0,0,0,0.055935079
12.47917,4463.33,0.737728,2.7093981092,61.9047619,0,25.3968254,12.6984127,0,0,0,0.0447117463
9.63944,5312.21,0.776832,2.5069579334,61.9047619,0,25.3968254,12.6984127,0,0,0,0.0512199872
10.21021,5644.14,0.760809,2.3210301934,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0522425524
12.98548,4639.81,0.728463,2.5430201722,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0460710228
14.66057,3823.55,0.706763,2.7220748943,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0422757497
11.39665,5275.73,0.778539,2.3070471038,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.050764236
9.72557,4701.29,0.716648,3.165319462,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.0425305001
12.8741,4444.93,0.739043,2.5958739004,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.0450242757
11.10341,5282.66,0.775288,2.2825321735,55.55555556,0,28.57142857,9.523809524,6.349206349,0,0,0.0506518209
8.41046,5321.75,0.720636,3.1477795786,55.55555556,0,28.57142857,9.523809524,6.349206349,0,0,0.0433142395
13.1147,4446,0.747576,2.5217972463,55.55555556,0,28.57142857,9.523809524,6.349206349,0,0,0.0458155969
17.63306,3996.38,0.756339,2.215863025,55.55555556,0,28.57142857,9.523809524,6.349206349,0,0,0.0483316055
10.40517,5363.76,0.74937,2.3973823172,56.52173913,0,34.7826087,5.797101449,2.898550725,0,0,0.0496802616
12.59678,4341.7,0.709441,2.5795003535,56.52173913,0,34.7826087,5.797101449,2.898550725,0,0,0.0431047548
8.77658,4792.09,0.715649,2.8102959167,56.52173913,0,34.7826087,5.797101449,2.898550725,0,0,0.0444054143
15.93239,5555.87,0.765852,2.0814338386,57.33333333,0,42.66666667,0,0,0,0,0.0586824784
13.73181,5579.39,0.760488,2.0290731133,57.33333333,0,42.66666667,0,0,0,0,0.0550276375
12.97525,4845.5,0.704014,2.6163063835,57.33333333,0,42.66666667,0,0,0,0,0.0477706355
11.08748,5389.6,0.735744,2.2892440165,57.33333333,0,42.66666667,0,0,0,0,0.0513243881
10.88544,5132.32,0.762005,2.3358725756,55.2238806,0,32.8358209,8.955223881,2.985074627,0,0,0.0499542723
13.55284,3725.99,0.697616,2.7916936494,55.2238806,0,32.8358209,8.955223881,2.985074627,0,0,0.0410275928
12.177,3702.85,0.699912,2.8107387651,54.92957746,0,28.16901408,5.633802817,11.26760563,0,0,0.0390090944
10.17808,5125.71,0.735867,2.3794394103,54.92957746,0,33.8028169,5.633802817,5.633802817,0,0,0.0463750803
18.55798,3154.43,0.679357,2.8397841114,54.92957746,0,33.8028169,5.633802817,5.633802817,0,0,0.0391062589
17.45207,2118.94,0.556149,2.5121527923,53.24675325,0,36.36363636,5.194805195,5.194805195,0,0,0.0264348422
13.63604,5283.19,0.793789,2.4139846607,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0556986777
18.72869,3839.99,0.763176,2.5047627978,59.3220339,0,33.89830508,6.779661017,0,0,0,0.050991304
9.4266,5539.85,0.778074,2.4789469744,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0526509819
9.6541,5539.89,0.778699,2.4988735542,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0541054289
10.63182,4613.3,0.746482,2.7898217558,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0486344705
14.45813,2185.51,0.594199,3.4529584255,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0305821958
11.51218,5815.17,0.782493,2.2066412271,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0561453807
12.88461,5173.53,0.745683,2.4954839756,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0503881784
9.41616,5287.44,0.740338,2.6189589034,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0493236844
11.31143,5570.92,0.766291,2.2725119784,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0523969459
13.78792,4378.23,0.717045,2.5283249879,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0458773292
15.31143,1576.48,0.509632,3.2203032712,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0229428753
14.5038,3576.55,0.673263,2.7915716452,56.16438356,0,38.35616438,5.479452055,0,0,0,0.0398855354
12.30953,3741.05,0.702397,2.743945855,54.92957746,0,28.16901408,5.633802817,11.26760563,0,0,0.0384980176
15.23226,4299.9,0.716582,2.1752427926,50.58823529,0,42.35294118,4.705882353,2.352941176,0,0,0.0467891808
16.18007,4456.87,0.768674,1.6001392893,50.58823529,0,42.35294118,4.705882353,2.352941176,0,0,0.0572623688
15.6301,3449.06,0.665838,2.4122730005,50.58823529,0,42.35294118,4.705882353,2.352941176,0,0,0.0399456413
13.77519,5209.81,0.777575,2.3466380714,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0542040236
18.21303,3871.58,0.767118,2.5908383918,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0525331577
9.84726,5586.45,0.782816,2.5008774485,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0537213057
15.01117,2061.86,0.573232,3.6623673113,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0319195179
11.57232,5754.27,0.785066,2.1839060071,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0568959316
11.04483,5779.1,0.792906,2.242233632,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0570954829
10.18806,5112.45,0.75529,2.47132403,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0496511182
17.3973,3990.44,0.747872,2.6217141553,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0487620828
10.6804,5152.77,0.765681,2.604352111,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0509774699
11.78403,5718.8,0.794992,2.1531453461,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0569657949
13.29811,5344.33,0.763844,2.4840597562,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0517924812
16.30204,3749.91,0.736402,2.5971704393,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0471072719
8.94176,5278.84,0.756793,2.5688692091,55.55555556,0,34.92063492,9.523809524,0,0,0,0.0497082977
15.06594,1684.44,0.48889,3.6943072751,55.55555556,0,34.92063492,9.523809524,0,0,0,0.028028174
11.3076,5343.34,0.762179,2.3408190741,56.52173913,0,34.7826087,5.797101449,2.898550725,0,0,0.0507041946
16.12327,4169.87,0.750582,2.4390816274,56.52173913,0,34.7826087,5.797101449,2.898550725,0,0,0.0490465264
12.50129,6148.63,0.794744,2.0798244841,61.9047619,0,38.0952381,0,0,0,0,0.0597884471
11.717,6170.91,0.797444,2.1028716169,61.9047619,0,38.0952381,0,0,0,0,0.0595013915
13.70281,5296.07,0.765263,2.4002635694,61.9047619,0,38.0952381,0,0,0,0,0.0535699665
9.16671,5717.03,0.762067,2.5124413095,61.9047619,0,38.0952381,0,0,0,0,0.0534493173
9.51286,5642.49,0.766696,2.501876125,61.9047619,0,38.0952381,0,0,0,0,0.0537124663
14.36059,2320.94,0.571203,3.5219457564,61.9047619,0,38.0952381,0,0,0,0,0.0302597833
15.68864,5361.61,0.795481,2.0332670541,58.20895522,0,35.82089552,0,5.970149254,0,0,0.0586664786
12.86036,4897.57,0.741689,2.5043570791,58.20895522,0,35.82089552,0,5.970149254,0,0,0.0479916798
10.9456,5567.47,0.775188,2.2551301965,58.20895522,0,35.82089552,0,5.970149254,0,0,0.0536313197
15.39459,6015.28,0.798153,2.0751489499,60.43956044,0,39.56043956,0,0,0,0,0.0623959935
11.13399,5508.59,0.739005,2.2257119327,57.33333333,0,42.66666667,0,0,0,0,0.0516874518
13.41624,5315.45,0.767459,2.0505071848,57.33333333,0,42.66666667,0,0,0,0,0.0553138171
13.55828,4452.01,0.691189,2.5763773369,57.33333333,0,42.66666667,0,0,0,0,0.0457232412
8.22999,5034.06,0.69594,2.7404185338,57.33333333,0,42.66666667,0,0,0,0,0.0461312858
6.80316,3904.06,0.763103,3.8692250789,58.20895522,0,23.88059701,17.91044776,0,0,0,0.0443855731
6.4779,3344.79,0.751085,4.0927004115,58.20895522,0,23.88059701,17.91044776,0,0,0,0.040841399
6.7926,4146.84,0.723505,3.8392952227,64.55696203,0,35.44303797,0,0,0,0,0.0456616252
5.78084,3306.39,0.68253,4.2548008062,64.55696203,0,35.44303797,0,0,0,0,0.0391781321
10.52327,5197.14,0.744371,2.8721135215,60.81081081,0,37.83783784,1.351351351,0,0,0,0.0511079948
12.11692,5484.87,0.792309,2.1441584872,59.28143713,0,38.32335329,2.395209581,0,0,0,0.0609061007
11.64553,5620.1,0.757229,2.7802511814,59.28143713,0,38.32335329,2.395209581,0,0,0,0.054210343
13.84218,4360.53,0.783357,2.350156755,61.98347107,0,38.01652893,0,0,0,0,0.0581138791
11.56685,4865.95,0.73065,2.9904004472,60.63829787,0,39.36170213,0,0,0,0,0.0510346223
9.66709,3853.75,0.674658,3.2824465926,60.50955414,0,36.94267516,2.547770701,0,0,0,0.0427427937
10.74934,5213.71,0.788748,2.4115049489,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0530332616
10.60497,5577.58,0.787931,2.4512240916,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0523167582
14.25726,4953.57,0.775219,2.2839083472,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0507276417
11.32987,4424.34,0.753349,2.6126781094,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0471904898
10.28492,5862.66,0.796352,2.8417588762,53.39805825,0,34.95145631,11.65048544,0,0,0,0.0554009698
10.79869,4710.07,0.774748,2.2191403534,59.18367347,0,36.73469388,4.081632653,0,0,0,0.0527372102
11.53879,4652.93,0.780069,2.3831994224,60.90225564,0,33.08270677,6.015037594,0,0,0,0.052774568
7.37794,2083.1,0.479056,4.2592724567,60.86956522,0,34.7826087,4.347826087,0,0,0,0.0336923902
11.82824,4129.03,0.758345,3.0906329665,55.55555556,0,32.32323232,8.080808081,4.04040404,0,0,0.0477258019
11.60481,4309.38,0.751406,3.3392459684,53.39805825,0,34.95145631,11.65048544,0,0,0,0.0481852111
11.25276,5587.5,0.764252,2.2614475851,47.25274725,0,39.56043956,13.18681319,0,0,0,0.0540480916
12.61096,4979.42,0.752823,2.5826823889,47.25274725,0,39.56043956,13.18681319,0,0,0,0.0516217729
10.544,5556.6,0.780439,2.3009484851,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0527604727
13.85607,5430.47,0.784738,2.2719104687,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0553421036
9.90837,5200.6,0.749924,2.6011744889,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0486936179
11.68684,6711.7,0.788926,2.0702981602,51.51515152,0,44.44444444,4.04040404,0,0,0,0.0644090632
11.07549,4671.95,0.697358,2.7098247302,51.51515152,0,44.44444444,4.04040404,0,0,0,0.0475156013
12.74455,5437.09,0.781944,2.3131684115,51.51515152,0,44.44444444,4.04040404,0,0,0,0.0610689443
12.27298,5463.29,0.785424,2.3605313951,55.84415584,0,36.36363636,5.194805195,2.597402597,0,0,0.057760832
14.10812,5474.36,0.769855,2.4145379672,49.54954955,0,32.43243243,10.81081081,7.207207207,0,0,0.0528569095
11.85267,5559.64,0.773268,2.4407133341,55.55555556,0,39.50617284,4.938271605,0,0,0,0.057129275
11.1996,5592.41,0.775197,2.4049376562,55.55555556,0,39.50617284,4.938271605,0,0,0,0.057934426
15.07473,6535.47,0.798634,2.1461975804,53.39805825,0,38.83495146,7.766990291,0,0,0,0.0639271328
14.62427,5698.41,0.799284,2.2254170381,54.43037975,0,32.91139241,7.594936709,5.063291139,0,0,0.0579570083
11.74245,5832.2,0.798901,2.2451088972,54.43037975,0,32.91139241,7.594936709,5.063291139,0,0,0.058207356
11.5055,5061.28,0.77173,2.4944393766,54.43037975,0,32.91139241,7.594936709,5.063291139,0,0,0.0526333486
11.12258,5280.23,0.7748,2.501651518,54.43037975,0,32.91139241,7.594936709,5.063291139,0,0,0.0537614216
11.26952,5712.72,0.795885,2.1685610818,56.96202532,0,32.91139241,7.594936709,2.53164557,0,0,0.0577782662
11.13169,5090.59,0.779642,2.3819083648,56.62650602,0,28.91566265,9.638554217,4.819277108,0,0,0.0515693823
11.18619,5274.26,0.773224,2.6829470238,56.62650602,0,33.73493976,9.638554217,0,0,0,0.0538022081
10.82529,5317.64,0.75858,2.6210532608,55.05617978,0,35.95505618,8.988764045,0,0,0,0.0531114635
12.11635,4269.88,0.71432,3.0162626661,53.68421053,0,37.89473684,8.421052632,0,0,0,0.0473679607
14.65856,4264.18,0.798449,2.3172334401,53.68421053,0,37.89473684,8.421052632,0,0,0,0.0582653298
12.43325,4844.09,0.76092,2.7695275473,55.29411765,0,32.94117647,9.411764706,2.352941176,0,0,0.050919812
10.01107,6792.12,0.791688,2.3422167853,54.02298851,0,41.37931034,4.597701149,0,0,0,0.062862328
10.80747,6065.79,0.775504,2.3072918353,54.02298851,0,41.37931034,4.597701149,0,0,0,0.0598387512
10.97379,4857.79,0.738585,2.4570455233,54.02298851,0,41.37931034,4.597701149,0,0,0,0.0526782741
10.33897,5636.65,0.759415,2.5252093696,54.02298851,0,41.37931034,4.597701149,0,0,0,0.0554853714
13.50051,4737.79,0.795595,2.3303343122,52.68817204,0,36.55913978,10.75268817,0,0,0,0.0579997049
12.09901,3891.4,0.705639,3.2055203679,53.39805825,0,38.83495146,7.766990291,0,0,0,0.0452178932
12.81753,4486.86,0.769718,2.5025214715,53.39805825,0,38.83495146,7.766990291,0,0,0,0.0550148898
11.01864,5243.6,0.753448,2.4153870691,53.84615385,0,35.16483516,8.791208791,2.197802198,0,0,0.0510875681
12.09438,3740.14,0.668969,3.2710916735,51.40186916,0,41.12149533,7.476635514,0,0,0,0.0428374485
13.2391,4290.49,0.75787,2.5226348079,51.40186916,0,41.12149533,7.476635514,0,0,0,0.0534275981
10.75077,5751.32,0.794308,2.5125831672,55.29411765,0,32.94117647,9.411764706,2.352941176,0,0,0.0561947403
11.18636,4728.79,0.748982,2.6252954743,55.29411765,0,32.94117647,9.411764706,2.352941176,0,0,0.0490535816
11.4896,5672.54,0.799738,2.2454720174,54.92957746,0,33.8028169,11.26760563,0,0,0,0.0590962884
12.24242,5348.65,0.773073,2.3279752568,53.24675325,0,36.36363636,10.38961039,0,0,0,0.055995358
10.93285,5659,0.766131,2.3987130337,53.24675325,0,36.36363636,10.38961039,0,0,0,0.0551162117
10.13275,5430.76,0.781831,2.4924268271,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0523808032
11.56136,5078.5,0.7759,2.4233103593,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0513080495
9.68018,4657.25,0.748558,2.6992275678,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0458028482
11.02247,6161.43,0.777213,2.2438861657,51.80722892,0,38.55421687,9.638554217,0,0,0,0.0581282616
11.32509,6000.64,0.771489,2.1935830154,51.80722892,0,38.55421687,9.638554217,0,0,0,0.0574756133
10.90364,5164.87,0.751571,2.5606214779,51.80722892,0,38.55421687,9.638554217,0,0,0,0.0532586226
10.08302,5816.7,0.752319,2.5071459028,51.80722892,0,38.55421687,9.638554217,0,0,0,0.0534950893
12.26845,5177.07,0.783689,2.3598050719,56.16438356,0,30.1369863,13.69863014,0,0,0,0.054310727
11.15952,5548.79,0.784199,2.4091751395,56.16438356,0,30.1369863,13.69863014,0,0,0,0.0556663472
11.01984,6401.13,0.79945,2.2707728813,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0595509024
11.62538,5745.36,0.783389,2.1730479983,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0572754909
12.83469,4584.99,0.758269,2.3098255573,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.05092095
11.21327,5243.54,0.772357,2.4085210653,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.053901551
11.43257,5949.95,0.798082,2.0814546894,54.66666667,0,32,10.66666667,2.666666667,0,0,0.0582328086
12.14768,5171.48,0.782005,2.421603746,54.66666667,0,32,10.66666667,2.666666667,0,0,0.0551796244
11.18937,5553.39,0.786526,2.4134038247,54.66666667,0,32,10.66666667,2.666666667,0,0,0.0558292045
13.9898,5534.89,0.796167,2.2610530714,57.33333333,0,26.66666667,16,0,0,0,0.0559102453
11.4388,5002.51,0.772118,2.5777267343,57.33333333,0,26.66666667,16,0,0,0,0.0518866706
9.72538,5453.85,0.761073,2.5621454808,57.33333333,0,26.66666667,16,0,0,0,0.0513279229
11.14375,6410.04,0.7945,2.2846529068,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0594427733
11.20547,5417.24,0.762141,2.4444299077,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0535912676
12.66569,4485.65,0.771917,2.4367007816,53.24675325,0,31.16883117,10.38961039,5.194805195,0,0,0.0510846491
11.12061,5170.22,0.770754,2.4872446471,53.24675325,0,31.16883117,10.38961039,5.194805195,0,0,0.051331275
11.65535,5700.61,0.792676,2.1018005333,52,0,29.33333333,13.33333333,5.333333333,0,0,0.055915551
11.10393,5636.76,0.792844,2.1965203667,52,0,29.33333333,13.33333333,5.333333333,0,0,0.0545772126
12.04209,5521.01,0.799191,2.1849817094,52,0,29.33333333,13.33333333,5.333333333,0,0,0.0557168621
12.73855,4502.99,0.77324,2.3476502531,52,0,29.33333333,13.33333333,5.333333333,0,0,0.0507353943
11.21363,5322.27,0.77719,2.4466519075,52,0,29.33333333,13.33333333,5.333333333,0,0,0.052813755
11.74882,6117.69,0.77143,2.248295573,54.02298851,0,41.37931034,4.597701149,0,0,0,0.058216344
10.04587,5852.36,0.754809,2.538175702,54.02298851,0,41.37931034,4.597701149,0,0,0,0.0559801818
13.88314,4694.66,0.793656,2.1405093213,49.42528736,0,36.7816092,9.195402299,4.597701149,0,0,0.0580588894
11.61094,5982.55,0.791754,2.3531037586,51.89873418,0,32.91139241,12.65822785,2.53164557,0,0,0.0559386163
10.74223,4323.7,0.734838,2.6500705368,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0439375376
9.31677,4955.41,0.750688,2.7522288151,51.80722892,0,28.91566265,9.638554217,9.638554217,0,0,0.0469823435
10.41022,5137.68,0.725537,2.5534618926,48.38709677,0,38.70967742,12.90322581,0,0,0,0.0497667702
11.8894,4068.24,0.695421,2.8063834293,48.38709677,0,38.70967742,12.90322581,0,0,0,0.0453727054
14.18177,4730.04,0.779115,2.1953018827,48.38709677,0,38.70967742,12.90322581,0,0,0,0.0556152678
10.48525,6085.34,0.781906,2.4330053456,51.80722892,0,33.73493976,9.638554217,4.819277108,0,0,0.0544431032
10.79402,5673.59,0.772295,2.3443179016,51.80722892,0,33.73493976,9.638554217,4.819277108,0,0,0.0535043916
12.31877,4469.21,0.737873,2.5754565456,51.80722892,0,33.73493976,9.638554217,4.819277108,0,0,0.0476018542
14.2593,4814.48,0.799677,2.0792503555,51.80722892,0,33.73493976,9.638554217,4.819277108,0,0,0.0592508384
11.31152,4736.95,0.744436,2.4625512272,51.80722892,0,33.73493976,9.638554217,4.819277108,0,0,0.0476191976
10.63658,5287.05,0.750023,2.4300709044,50.56179775,0,35.95505618,8.988764045,4.494382022,0,0,0.050819593
11.6112,5264.4,0.744268,2.3993833543,50.56179775,0,35.95505618,8.988764045,4.494382022,0,0,0.0507820323
13.97332,4653.08,0.782566,2.1606696799,50.56179775,0,35.95505618,8.988764045,4.494382022,0,0,0.0557066541
13.34211,5657.13,0.795305,2.3364314238,54.92957746,0,33.8028169,11.26760563,0,0,0,0.0583848038
10.99116,5434.74,0.79055,2.3880205583,54.92957746,0,33.8028169,11.26760563,0,0,0,0.0565363221
