PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-H2 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NH2 - 1 bar (mol/kg)
6.20906,8.70914,3884.2,0.71048,0.542474116,3.0008537091,52.23880597,0,29.85074627,17.91044776,0,0,0,0.0435363482
13.4441,14.99463,3968.6,0.711067,0.454801496,3.0862118254,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0500188596
7.99949,11.17859,5400.85,0.790038,0.416192114,2.4975087261,56.16438356,0,35.61643836,8.219178082,0,0,0,0.056559223
8.82387,13.23367,5000.15,0.783634,0.399649513,2.3165045219,56.16438356,0,35.61643836,8.219178082,0,0,0,0.0568979838
6.463,8.88706,3994.91,0.712978,0.523404322,3.2625285128,56.16438356,0,35.61643836,8.219178082,0,0,0,0.0468163939
7.19303,14.47279,5268.05,0.791528,0.406869746,2.3512372818,54.63917526,0,32.98969072,12.37113402,0,0,0,0.059243685
10.68348,12.65699,6278.68,0.7828,0.37842027,2.2640515592,54.59459459,0,36.75675676,8.648648649,0,0,0,0.0599687741
9.45487,10.66849,5488.98,0.744172,0.396244182,2.2973030348,54.59459459,0,36.75675676,8.648648649,0,0,0,0.0568051678
11.64085,14.65691,4846.82,0.789077,0.367100318,1.9787599458,55.12195122,0,33.17073171,11.70731707,0,0,0,0.0591065311
11.64085,12.31314,3870.98,0.703965,0.458875398,2.4446070599,55.12195122,0,33.17073171,11.70731707,0,0,0,0.0449936829
12.87722,13.90675,4737.71,0.779659,0.339384743,1.9456243316,58.08383234,0,37.1257485,4.790419162,0,0,0,0.0626623323
7.98508,11.33074,5479.59,0.76855,0.444313246,2.7825355653,57.48031496,0,36.22047244,6.299212598,0,0,0,0.0554420447
7.70801,8.52157,4353.33,0.708201,0.534763272,3.4798374453,57.74647887,0,36.61971831,5.633802817,0,0,0,0.0471436218
5.10978,6.81561,4277.48,0.656403,0.556050792,3.6221019711,53.84615385,0,42.30769231,3.846153846,0,0,0,0.0423120382
4.9815,8.34629,3260.32,0.638604,0.597727645,3.7870308737,54.21686747,0,40.96385542,4.819277108,0,0,0,0.0391231941
10.8379,12.198,6006.37,0.789383,0.338427836,1.7096116024,42.26804124,0,45.36082474,12.37113402,0,0,0,0.0625174379
8.6696,11.11922,5472.1,0.769447,0.393747764,2.0166327484,48.51485149,0,39.6039604,7.920792079,3.96039604,0,0,0.0543924511
9.90383,11.14071,5042.77,0.739373,0.414693755,2.0982433523,46.90265487,0,42.47787611,7.079646018,3.539823009,0,0,0.0508637382
10.29577,12.0245,5988.36,0.799927,0.338517109,1.7482588436,50.56179775,0,40.4494382,8.988764045,0,0,0,0.0631860189
8.76398,11.63167,5841.22,0.783328,0.353198471,1.828598647,49.47368421,0,42.10526316,8.421052632,0,0,0,0.0614835081
9.98834,11.17072,5367.71,0.781186,0.385260661,2.0083310203,52.47524752,0,39.6039604,7.920792079,0,0,0,0.0568906617
10.03961,11.56053,6659,0.787782,0.3127075,1.6857281993,48.38709677,0,47.31182796,4.301075269,0,0,0,0.0666439163
10.17987,11.30872,5673.78,0.76807,0.365383888,1.8785586991,47.47474747,0,42.42424242,10.1010101,0,0,0,0.0578163565
10.27741,11.59911,5455.98,0.774857,0.366082601,1.8287044192,48.45360825,0,41.2371134,8.24742268,2.06185567,0,0,0.0571482488
9.66243,10.71109,5035.56,0.759861,0.4176581,2.0967900486,47.57281553,0,38.83495146,11.65048544,0,1.941747573,0,0.0513832644
9.09771,11.07342,5807.12,0.78574,0.371465323,1.7273905506,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0564745721
7.96454,11.11647,6465.3,0.792622,0.35582951,1.8301777687,50.61728395,0,34.56790123,14.81481481,0,0,0,0.0609292382
9.72599,11.66515,6258.82,0.791701,0.338455733,1.7235957793,47.12643678,0,41.37931034,9.195402299,2.298850575,0,0,0.0621536309
9.44804,11.81818,6322.09,0.766757,0.356398046,1.8383216962,44.08602151,0,43.01075269,8.602150538,4.301075269,0,0,0.0587252662
8.43864,11.20662,6056.86,0.786519,0.383390065,1.9060472531,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0565399535
7.80795,10.8842,6226.64,0.768005,0.36256625,1.904664605,43.43434343,0,44.44444444,12.12121212,0,0,0,0.0582905706
9.5804,11.71223,5588.78,0.771304,0.367657569,1.8275503084,45.26315789,0,42.10526316,8.421052632,4.210526316,0,0,0.0579402953
8.89146,11.45096,6829.65,0.785277,0.334225917,1.8364833436,47.25274725,0,43.95604396,8.791208791,0,0,0,0.0621955612
9.7117,11.8593,6199.5,0.786782,0.333914081,1.7187423513,47.25274725,0,43.95604396,8.791208791,0,0,0,0.0629953063
9.26367,11.07572,5787.36,0.765162,0.361759827,1.8120356955,43.68932039,0,46.60194175,7.766990291,1.941747573,0,0,0.0578908439
9.25172,11.13043,4202.95,0.733749,0.467011389,2.623845373,56.58914729,0,40.31007752,3.100775194,0,0,0,0.0476848254
7.19928,11.39771,5131.29,0.761849,0.456234924,2.3827212814,40.59405941,0,35.64356436,23.76237624,0,0,0,0.0499758254
6.7587,12.09382,5478.87,0.750841,0.424233475,2.4247314563,46.90265487,0,42.47787611,10.61946903,0,0,0,0.0535059207
10.95535,11.56534,5577.2,0.752833,0.359417124,1.9757194466,50.24875622,0,41.79104478,7.960199005,0,0,0,0.0585167154
16.35651,18.05414,4571.43,0.727479,0.416840415,2.4776421057,50.61728395,0,37.03703704,7.407407407,4.938271605,0,0,0.0526717202
9.69928,11.35939,4387.17,0.729213,0.470436558,2.5615566007,50.61728395,0,37.03703704,7.407407407,4.938271605,0,0,0.0466603189
9.01348,10.78066,4806.42,0.786977,0.424767572,1.9044631321,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0511747066
4.99507,7.13517,3578.93,0.690238,0.627804915,3.888636905,56.96202532,0,32.91139241,5.063291139,5.063291139,0,0,0.0401276946
15.82449,17.19727,3650.03,0.680603,0.46598639,2.6296429014,44.08602151,0,38.70967742,12.90322581,4.301075269,0,0,0.0440926034
10.72397,12.11335,2977.95,0.642513,0.521937879,2.4461725563,44.08602151,0,38.70967742,12.90322581,4.301075269,0,0,0.0362609772
10.62246,11.77155,2956.44,0.645844,0.535608998,2.4201369785,48.23529412,0,32.94117647,4.705882353,14.11764706,0,0,0.0357321494
12.88269,14.72669,5406.36,0.761209,0.365260973,2.0405529485,50.47619048,0,38.0952381,7.619047619,3.80952381,0,0,0.0588895955
11.82873,13.57753,4437.37,0.718537,0.438727753,2.2000171942,46.90265487,0,31.85840708,10.61946903,10.61946903,0,0,0.0471515525
15.01699,16.22852,5622.2,0.789122,0.336591495,1.9379978535,54.63917526,0,37.11340206,4.12371134,4.12371134,0,0,0.0642069142
16.28172,17.78057,4681.91,0.729612,0.417664191,2.4856411852,51.89873418,0,35.44303797,5.063291139,7.594936709,0,0,0.0534300992
10.5843,11.83812,4200.55,0.734191,0.471561336,2.481584904,51.89873418,0,35.44303797,5.063291139,7.594936709,0,0,0.0463688527
11.34443,13.70277,5059.69,0.722254,0.385947948,2.1707229283,50.41322314,0,42.97520661,3.305785124,3.305785124,0,0,0.0536271308
17.39867,18.14432,4065.27,0.77982,0.379835796,1.6865283276,46.90265487,0,24.77876106,10.61946903,17.69911504,0,0,0.053504623
17.31697,17.75687,3293.9,0.692811,0.506447728,2.4481829826,46.90265487,0,24.77876106,10.61946903,17.69911504,0,0,0.0391707042
10.45218,12.69091,4031.34,0.71146,0.493200782,2.4353345155,46.90265487,0,24.77876106,10.61946903,17.69911504,0,0,0.0429114016
19.20275,19.61409,3979.55,0.750895,0.410758383,2.1991575097,52.29357798,0,34.86238532,5.504587156,7.339449541,0,0,0.0518566525
9.68986,11.1842,4281.43,0.714016,0.468921978,2.5842672627,51.80722892,0,38.55421687,4.819277108,4.819277108,0,0,0.0459072161
14.70853,16.25693,5421.14,0.793893,0.342469972,1.8585500726,52.68817204,0,34.40860215,8.602150538,4.301075269,0,0,0.0635538034
14.14112,15.5968,5187.92,0.771478,0.365848981,2.0073330878,48.51485149,0,35.64356436,11.88118812,3.96039604,0,0,0.0584283485
15.69628,16.11354,3957.25,0.75279,0.389206912,1.9918545036,52.29357798,0,36.69724771,7.339449541,3.669724771,0,0,0.0523226084
12.17939,13.46925,4823.97,0.775979,0.423349339,2.1357050814,48.51485149,0,27.72277228,11.88118812,11.88118812,0,0,0.0508537025
13.16596,15.42397,5103.68,0.799184,0.369636301,1.9897773019,52.68817204,0,30.10752688,12.90322581,4.301075269,0,0,0.0592239236
16.14681,17.40747,4117.01,0.711268,0.453497043,2.5628193866,50.61728395,0,32.09876543,7.407407407,9.87654321,0,0,0.0477445822
12.38249,14.43683,4884.36,0.79233,0.389825424,2.0675012619,54.63917526,0,28.86597938,8.24742268,8.24742268,0,0,0.0572200478
10.92555,12.37397,3455.36,0.722294,0.504563075,2.5213821616,53.08641975,0,32.09876543,7.407407407,7.407407407,0,0,0.0430616144
9.3801,10.99403,5269,0.799393,0.41748161,2.0949992484,52.94117647,0,28.23529412,9.411764706,9.411764706,0,0,0.0545516686
10.41475,11.5351,2932.26,0.701398,0.559992814,2.7454200038,52.94117647,0,28.23529412,9.411764706,9.411764706,0,0,0.0393510364
9.16875,10.63462,4455.42,0.727674,0.473528322,2.3461841605,48.62385321,0,36.69724771,7.339449541,7.339449541,0,0,0.0452628621
10.68275,11.83233,3207.13,0.693389,0.520938063,2.6621852183,52.94117647,0,32.94117647,9.411764706,4.705882353,0,0,0.0399179579
10.53534,11.74591,2870.21,0.648843,0.539065045,2.6177258794,51.64835165,0,35.16483516,8.791208791,4.395604396,0,0,0.0370185889
10.12265,10.69159,2514.42,0.620093,0.589839396,3.0479184902,54.63917526,0,32.98969072,8.24742268,4.12371134,0,0,0.0339794116
10.98033,12.2147,2790.24,0.657989,0.541647059,2.5244467473,51.72413793,0,32.18390805,9.195402299,6.896551724,0,0,0.0350389103
10.37581,12.01449,3449.11,0.650828,0.483711765,2.4350826139,50.56179775,0,40.4494382,4.494382022,4.494382022,0,0,0.0391974141
9.18058,10.82562,4960.03,0.768661,0.418783738,2.0555446305,49.47368421,0,35.78947368,10.52631579,4.210526316,0,0,0.0517395518
9.38294,10.42236,2499.56,0.584885,0.594502582,2.9004853702,50.47619048,0,38.0952381,7.619047619,3.80952381,0,0,0.0308199468
9.61103,11.41483,4940.55,0.764267,0.421047557,2.031934612,50.53763441,0,34.40860215,8.602150538,6.451612903,0,0,0.0511456917
15.85992,16.68219,5562.26,0.788601,0.354168806,1.9829039486,48.62385321,0,40.36697248,7.339449541,3.669724771,0,0,0.0611772936
9.51476,10.69683,2397.57,0.56651,0.598292621,2.8657950721,48.62385321,0,40.36697248,7.339449541,3.669724771,0,0,0.029692806
10.7605,11.43385,2432.92,0.622165,0.601472681,2.6950849487,50.53763441,0,30.10752688,8.602150538,10.75268817,0,0,0.0313617366
9.66248,11.16246,5045.01,0.789332,0.403088549,1.9205085657,51.72413793,0,32.18390805,9.195402299,6.896551724,0,0,0.0539785355
11.11553,12.47054,4493.65,0.75337,0.456635237,2.316363514,50.68493151,0,32.87671233,10.95890411,5.479452055,0,0,0.0478820924
16.03092,16.87332,4217.88,0.744957,0.424509916,2.1235880099,49.36708861,0,35.44303797,10.12658228,5.063291139,0,0,0.0491866797
10.98239,11.58912,3998.73,0.718267,0.476583498,2.4364545075,49.36708861,0,35.44303797,10.12658228,5.063291139,0,0,0.0446464661
9.03192,10.86209,5131.16,0.776527,0.422900417,1.9089570924,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0506022627
10.22025,10.70964,2979.73,0.644057,0.567891571,2.4999939174,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0324833347
10.31859,11.55755,3764.77,0.687768,0.496792189,2.6197025082,48.23529412,0,37.64705882,9.411764706,4.705882353,0,0,0.042651004
11.00276,11.90401,4115.26,0.732295,0.4775776,2.4465532534,48.05194805,0,33.76623377,12.98701299,5.194805195,0,0,0.045343267
15.95387,16.8347,4126.1,0.75343,0.438402066,2.119258372,52,0,29.33333333,13.33333333,5.333333333,0,0,0.0493908079
10.78547,11.35845,3863.2,0.726875,0.492532586,2.4629362545,52,0,29.33333333,13.33333333,5.333333333,0,0,0.0440984358
9.10326,10.80972,4121.47,0.726109,0.49348327,2.4780556385,50.64935065,0,31.16883117,10.38961039,7.792207792,0,0,0.0435720545
14.82805,16.21886,3843.32,0.697301,0.483177507,2.5678505485,53.24675325,0,25.97402597,15.58441558,5.194805195,0,0,0.0433931583
9.0884,10.77722,5827.44,0.793785,0.410650531,2.1066537086,53.24675325,0,25.97402597,15.58441558,5.194805195,0,0,0.0544377485
10.11823,11.11701,3407.86,0.693351,0.539782696,2.6348998033,53.24675325,0,25.97402597,15.58441558,5.194805195,0,0,0.0389486514
15.985,17.27607,3979.32,0.724531,0.462941526,2.4730270403,49.36708861,0,30.37974684,10.12658228,10.12658228,0,0,0.0469883386
16.05678,16.93543,3859.33,0.744531,0.461865046,2.1452866849,48.05194805,0,28.57142857,12.98701299,10.38961039,0,0,0.0455763489
10.30835,11.20915,3635.15,0.711904,0.520787701,2.502034574,48.05194805,0,28.57142857,12.98701299,10.38961039,0,0,0.0410635209
16.06447,16.91739,3802.52,0.725209,0.4602644,2.1858276733,49.39759036,0,33.73493976,9.638554217,7.228915663,0,0,0.0445458368
14.94635,16.98118,4091.55,0.662455,0.429263322,2.604417807,50.56179775,0,40.4494382,4.494382022,4.494382022,0,0,0.0480654179
10.94734,11.62668,3422.01,0.650766,0.481510055,2.4169810921,50.56179775,0,40.4494382,4.494382022,4.494382022,0,0,0.0397834318
13.63805,16.32899,4985.32,0.794131,0.321334605,1.5649520926,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0641419069
13.63805,15.55532,3921.76,0.665994,0.482001907,2.5455092012,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0416915584
9.47631,10.82562,5675.26,0.770121,0.405429631,2.0270909973,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0536495495
10.72543,11.39653,2897.96,0.633318,0.539296668,2.5088689688,46.06741573,0,35.95505618,8.988764045,8.988764045,0,0,0.0348210598
8.67386,10.47483,3882.79,0.703155,0.515918486,2.5693409317,48.14814815,0,32.09876543,12.34567901,7.407407407,0,0,0.0412396368
8.42959,10.39285,5272.81,0.779973,0.438256562,2.1142851999,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0503280989
10.70298,12.50629,4492.63,0.754616,0.455938413,2.3062130713,50.68493151,0,32.87671233,10.95890411,5.479452055,0,0,0.049123097
15.97514,17.00347,4216.75,0.746135,0.421599722,2.0575064994,49.36708861,0,35.44303797,10.12658228,5.063291139,0,0,0.049046282
10.81223,11.56848,3614.94,0.699945,0.499121006,2.4767686259,48.14814815,0,34.56790123,9.87654321,7.407407407,0,0,0.0413419915
10.43514,11.94956,3337.39,0.664025,0.511444935,2.5029647392,49.42528736,0,36.7816092,9.195402299,4.597701149,0,0,0.0383341593
15.26338,16.19706,3355.31,0.675247,0.510253969,2.698745973,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0405085496
8.68889,10.39197,5428.84,0.780198,0.428861621,2.0271231244,48.23529412,0,28.23529412,9.411764706,14.11764706,0,0,0.0509792379
8.95766,10.45063,4937.47,0.749289,0.416656154,1.9604018078,45.45454545,0,40.4040404,8.080808081,6.060606061,0,0,0.0505231259
16.75676,18.47575,4868.59,0.760272,0.405941511,2.3746121196,50.68493151,0,32.87671233,10.95890411,5.479452055,0,0,0.0556512981
10.77441,11.89009,4580.41,0.758797,0.456366732,2.3780147737,50.68493151,0,32.87671233,10.95890411,5.479452055,0,0,0.0488128459
10.12086,11.48819,4038.1,0.723949,0.473101603,2.3943516943,49.36708861,0,35.44303797,10.12658228,5.063291139,0,0,0.0451357933
10.31791,12.01213,4214.16,0.735174,0.474499903,2.4153188988,48.05194805,0,33.76623377,12.98701299,5.194805195,0,0,0.0462511205
16.33354,18.12292,5055.67,0.744047,0.398363955,2.438803633,53.24675325,0,36.36363636,5.194805195,5.194805195,0,0,0.0568703817
10.6785,12.01972,4585.62,0.749392,0.44910781,2.4145121005,53.24675325,0,36.36363636,5.194805195,5.194805195,0,0,0.0499789071
16.50405,18.49849,4005.54,0.700365,0.437321502,2.5183910262,50.61728395,0,34.56790123,4.938271605,9.87654321,0,0,0.0498627354
10.49763,11.88881,3785.45,0.697743,0.492046694,2.4211607082,50.61728395,0,34.56790123,4.938271605,9.87654321,0,0,0.0416380152
10.83231,11.74921,3396.61,0.651969,0.48370714,2.3702227574,50.56179775,0,40.4494382,4.494382022,4.494382022,0,0,0.0378699044
7.9178,10.67456,3740.65,0.712232,0.526466088,2.8613142962,58.4,0,35.2,3.2,3.2,0,0,0.042587815
6.79187,13.30506,4614.55,0.765439,0.482912208,2.5465252329,42.26804124,0,28.86597938,24.74226804,4.12371134,0,0,0.0488100424
10.88302,11.41815,5405.52,0.753651,0.377952997,2.0014939575,51.26903553,0,38.5786802,8.121827411,2.030456853,0,0,0.0564792196
10.09022,11.35547,4716.78,0.739041,0.396699232,2.2070581203,53.24675325,0,38.96103896,7.792207792,0,0,0,0.0536904576
7.24865,11.76424,4777.41,0.741159,0.492507937,2.7903411898,50.61728395,0,29.62962963,9.87654321,9.87654321,0,0,0.0464694691
7.50853,11.23052,5730.61,0.758736,0.458027946,2.7624866878,50.61728395,0,34.56790123,4.938271605,9.87654321,0,0,0.0517784862
11.97589,14.32984,5864.71,0.777704,0.333638693,2.0316572448,50.51546392,0,45.36082474,4.12371134,0,0,0,0.0634856625
9.8282,12.36948,6576.25,0.796828,0.315529365,1.7432740661,50.51546392,0,45.36082474,4.12371134,0,0,0,0.067713403
10.20215,11.96096,4271.98,0.737204,0.397153089,1.9427806733,54.66666667,0,37.33333333,5.333333333,2.666666667,0,0,0.0508521905
9.97473,11.19724,3564.21,0.660491,0.496441361,2.5800750719,54.66666667,0,37.33333333,5.333333333,2.666666667,0,0,0.0405770189
17.93004,19.73984,5658.87,0.799795,0.304239532,1.8734284587,54.28571429,0,41.9047619,3.80952381,0,0,0,0.0685997615
13.36578,15.45473,5152.18,0.793128,0.296808018,1.6820555732,54.43037975,0,40.50632911,5.063291139,0,0,0,0.0701193689
9.50519,11.54411,4761.69,0.715594,0.395744024,2.2958326755,54.43037975,0,40.50632911,5.063291139,0,0,0,0.0533801523
12.75431,15.21198,4815.79,0.791694,0.327152976,1.7138966795,53.24675325,0,33.76623377,7.792207792,5.194805195,0,0,0.0636545501
8.70934,11.4924,4439.36,0.712441,0.436203967,2.3218122729,53.24675325,0,33.76623377,7.792207792,5.194805195,0,0,0.0475581049
10.06769,12.28855,4286.15,0.741606,0.427763505,2.3409142411,55.84415584,0,33.76623377,7.792207792,2.597402597,0,0,0.0496142343
7.76784,10.00862,3767.9,0.667621,0.534704381,3.1520541959,55.84415584,0,33.76623377,7.792207792,2.597402597,0,0,0.0408015166
13.02229,16.44223,4128.49,0.795345,0.3599576,1.8445877901,55.55555556,0,29.62962963,9.87654321,4.938271605,0,0,0.0572918472
10.04821,11.31227,3698.94,0.716675,0.479943467,2.4768109711,55.55555556,0,29.62962963,9.87654321,4.938271605,0,0,0.043268423
6.82437,8.33889,3075.1,0.63243,0.599929334,3.3577283411,55.55555556,0,29.62962963,9.87654321,4.938271605,0,0,0.0342384179
7.85407,10.24514,6074.09,0.761617,0.413778708,2.4451718059,50.47619048,0,38.0952381,7.619047619,3.80952381,0,0,0.05549691
9.48687,10.8569,5743.71,0.782892,0.390837655,2.1779702592,50.47619048,0,38.0952381,7.619047619,3.80952381,0,0,0.0577562578
9.62278,12.28456,5561.72,0.798511,0.36417779,1.944870441,52.47524752,0,39.6039604,7.920792079,0,0,0,0.0613019061
9.27663,12.08795,5565.72,0.780548,0.367513424,1.9618914509,50.47619048,0,41.9047619,7.619047619,0,0,0,0.0583472141
10.03157,12.68283,4965.62,0.76363,0.386333394,2.2003060166,53.62318841,0,34.7826087,11.5942029,0,0,0,0.0557411566
8.33051,9.88719,4553.61,0.697333,0.482916743,2.9346995042,53.62318841,0,34.7826087,11.5942029,0,0,0,0.0454195973
9.88269,12.13401,4533.97,0.728073,0.406002973,2.2002129218,52,0,37.33333333,10.66666667,0,0,0,0.0513932752
7.98486,9.84737,3903.46,0.650382,0.507503716,2.9980250384,52,0,37.33333333,10.66666667,0,0,0,0.0405149763
9.88633,11.98252,4397.33,0.737534,0.407538141,2.0968482486,50.68493151,0,35.61643836,13.69863014,0,0,0,0.0502418881
9.20892,10.56983,3754.37,0.660621,0.509422676,2.8443301913,50.68493151,0,35.61643836,13.69863014,0,0,0,0.0399274097
10.03217,12.02246,4786.88,0.749268,0.419080438,2.3153752441,54.92957746,0,30.98591549,14.08450704,0,0,0,0.0507132064
7.54365,10.04009,4149.69,0.67656,0.523850548,3.093807733,54.92957746,0,30.98591549,14.08450704,0,0,0,0.0415378051
9.99234,10.73593,4397.3,0.727881,0.450569092,2.409128586,56.16438356,0,27.39726027,16.43835616,0,0,0,0.0471748319
6.60047,8.61585,3590.48,0.647751,0.563211364,3.2076735355,56.16438356,0,27.39726027,16.43835616,0,0,0,0.0379602336
14.1024,17.13164,4547.39,0.797114,0.334004812,1.6117860704,52,0,32,10.66666667,5.333333333,0,0,0.0613913915
9.4424,11.71008,4138.68,0.720798,0.445339749,2.1727825046,52,0,32,10.66666667,5.333333333,0,0,0.0452186669
8.87146,10.22178,3410.73,0.638042,0.556674686,2.9482363264,52,0,32,10.66666667,5.333333333,0,0,0.0356963648
9.89764,11.72636,4452.31,0.735924,0.446013096,2.3150292273,50.68493151,0,30.1369863,13.69863014,5.479452055,0,0,0.047105431
7.38935,9.92227,3812.53,0.658339,0.55751637,3.105927038,50.68493151,0,30.1369863,13.69863014,5.479452055,0,0,0.037699256
11.21774,13.10396,6297.1,0.796116,0.346808435,2.0679939385,48.23529412,0,37.64705882,9.411764706,4.705882353,0,0,0.0633283867
5.89345,10.17049,5338.31,0.718086,0.462411246,2.8673318606,48.23529412,0,37.64705882,9.411764706,4.705882353,0,0,0.0488832058
11.27055,12.29665,6280.12,0.79838,0.359418877,1.9790888121,49.42528736,0,36.7816092,9.195402299,4.597701149,0,0,0.0611345905
9.63181,11.48083,5877.52,0.787072,0.401622951,2.4943983627,53.62318841,0,34.7826087,11.5942029,0,0,0,0.0578024546
13.07556,15.23002,5186.85,0.795253,0.304148825,1.6887820122,52,0,37.33333333,10.66666667,0,0,0,0.0677611216
9.90449,11.74307,4829.86,0.718219,0.405531767,2.2942063348,52,0,37.33333333,10.66666667,0,0,0,0.0519246376
14.49433,18.32613,4675.19,0.791133,0.317069824,1.5847978002,50.64935065,0,36.36363636,10.38961039,2.597402597,0,0,0.0638143171
9.38538,12.24657,4279.26,0.712707,0.422759766,2.1745900319,50.64935065,0,36.36363636,10.38961039,2.597402597,0,0,0.0467681717
8.06166,10.35056,3705.33,0.627907,0.528449707,2.9773130918,50.64935065,0,36.36363636,10.38961039,2.597402597,0,0,0.0372662605
10.84203,12.36814,6682.12,0.786859,0.357341963,2.0595197936,47.36842105,0,42.10526316,8.421052632,2.105263158,0,0,0.0619981874
10.0758,12.65611,4924.42,0.767565,0.384995436,2.1973264837,53.62318841,0,34.7826087,11.5942029,0,0,0,0.0550414993
8.80543,10.73978,4517.39,0.70106,0.481244295,2.9270957112,53.62318841,0,34.7826087,11.5942029,0,0,0,0.046041754
8.7721,11.10968,4998.61,0.732913,0.402799329,2.3745398688,52,0,37.33333333,10.66666667,0,0,0,0.0529668268
9.63982,11.62046,4792.63,0.737245,0.408037757,2.24765488,50.68493151,0,35.61643836,13.69863014,0,0,0,0.0527903155
13.28317,16.76688,4953.06,0.781932,0.329974152,1.787571281,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0631724422
8.36245,11.27378,4580.2,0.700055,0.439965536,2.4453405722,51.89873418,0,35.44303797,10.12658228,2.53164557,0,0,0.0475203696
9.46485,11.16633,4906.59,0.799415,0.436481011,1.9880392755,51.89873418,7.594936709,25.3164557,12.65822785,0,2.53164557,0,0.0514685784
10.21692,11.97639,4732.37,0.762417,0.376125229,2.1635739264,56.16438356,0,38.35616438,5.479452055,0,0,0,0.0574724527
9.01816,10.34002,4258.1,0.69546,0.470156537,2.8740473258,56.16438356,0,38.35616438,5.479452055,0,0,0,0.0463616176
7.55143,12.24243,5606.18,0.772337,0.416913098,2.5142518033,53.24675325,0,36.36363636,5.194805195,5.194805195,0,0,0.0549044471
7.17973,12.33595,5682.07,0.742403,0.411472167,2.6470888179,52.94117647,0,42.35294118,4.705882353,0,0,0,0.0545372421
13.3294,14.3053,3904.64,0.714849,0.467671569,3.0238568942,54.09836066,0,32.78688525,13.1147541,0,0,0,0.0487422693
7.47939,9.34014,5623.14,0.789605,0.451857906,2.6993332249,54.38596491,0,33.33333333,12.28070175,0,0,0,0.0545101256
9.45872,18.55169,4254.19,0.756641,0.440528836,2.5151747093,54.71698113,0,33.96226415,11.32075472,0,0,0,0.0506480478
7.11948,14.27252,5385.67,0.790367,0.415498631,2.3431646739,52.68817204,0,30.10752688,17.20430108,0,0,0,0.0567520863
7.27806,10.77249,5267.79,0.767885,0.452597808,2.7347880201,56.92307692,0,36.92307692,6.153846154,0,0,0,0.053644537
8.59225,11.31784,4427.51,0.735997,0.454111658,2.4760227952,56.66666667,0,36.66666667,6.666666667,0,0,0,0.048355412
7.16074,10.42332,5201.21,0.772445,0.443152382,2.7033882341,56.66666667,0,36.66666667,6.666666667,0,0,0,0.0553656301
7.05968,13.9464,5475.91,0.775307,0.399030499,2.4408888437,58.0952381,0,38.0952381,3.80952381,0,0,0,0.0585815459
7.50893,15.75573,6165.6,0.798654,0.334432542,1.9806708755,56.47668394,0,39.37823834,4.14507772,0,0,0,0.0648717408
12.74373,14.90657,5170.12,0.789808,0.358536114,2.0680900297,56.80751174,0,35.68075117,7.511737089,0,0,0,0.061803033
5.32508,7.03922,3898.18,0.675646,0.598518226,3.7997134717,56,0,36,4,4,0,0,0.0409610973
15.13485,16.16105,4879.35,0.783821,0.334300567,1.7052190762,50.51546392,0,37.11340206,4.12371134,8.24742268,0,0,0.0618019289
15.13485,15.99816,3337.9,0.642263,0.501450851,2.8253487914,50.51546392,0,37.11340206,4.12371134,8.24742268,0,0,0.039743426
14.9903,16.01709,4269.85,0.685899,0.436121695,2.6357972181,50.56179775,0,40.4494382,4.494382022,4.494382022,0,0,0.0479936606
15.11788,16.13006,4295.26,0.728184,0.431300514,2.1222691565,49.36708861,0,35.44303797,10.12658228,5.063291139,0,0,0.0473738977
15.22811,16.15363,4135.15,0.733442,0.449181443,2.1259671688,50.64935065,0,31.16883117,10.38961039,7.792207792,0,0,0.0459686067
14.30691,16.10342,3930.15,0.707115,0.474598099,2.4737632774,53.24675325,0,25.97402597,15.58441558,5.194805195,0,0,0.0452284058
15.73503,17.1555,5069.51,0.759021,0.401464752,2.4324690569,53.24675325,0,36.36363636,5.194805195,5.194805195,0,0,0.0567034601
6.31965,13.1406,5184.92,0.723148,0.442097715,2.4255363538,44.95412844,0,40.36697248,14.67889908,0,0,0,0.0488341245
7.82707,17.41569,4185.79,0.728486,0.476251326,2.6026052407,50.87719298,0,35.0877193,10.52631579,3.50877193,0,0,0.0458582637
6.20857,13.07748,5238.03,0.720368,0.421861466,2.4103275477,50.41322314,0,46.28099174,3.305785124,0,0,0,0.0499370577
7.88214,17.34627,4127.35,0.722064,0.470039866,2.5993533545,52.54237288,0,37.28813559,6.779661017,3.389830508,0,0,0.0467757172
10.9085,13.76663,4811.97,0.777776,0.41485651,2.3046505603,47.82608696,0,47.82608696,4.347826087,0,0,0,0.0551901536
