PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-H2 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NH2 - 1 bar (mol/kg)
7.01505,10.16031,5318.17,0.775522,0.468353579,2.7666211183,63.07692308,0,30.76923077,6.153846154,0,0,0,0.05249498
6.89111,9.8314,4909.76,0.764415,0.466766683,2.623338353,63.07692308,0,30.76923077,6.153846154,0,0,0,0.050535761
6.34248,9.07368,4337.44,0.72016,0.536676041,3.1628054801,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0451120084
9.07609,9.41081,3035.08,0.715596,0.581787258,3.4205710031,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0426137013
11.65997,18.72873,3919.69,0.77382,0.406484975,2.5388952358,60.56338028,0,33.8028169,5.633802817,0,0,0,0.053022644
5.50013,8.6902,3788.6,0.686636,0.563324995,3.3795533891,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0425348104
7.56596,8.34964,2638,0.66367,0.627761915,3.7540944179,63.63636364,0,31.16883117,5.194805195,0,0,0,0.0387127364
6.45957,8.54699,3037.68,0.635073,0.589901674,3.5299093685,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0376842909
5.38762,8.34904,4118.97,0.715153,0.568191937,3.2446506111,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0423478905
7.4582,9.45859,5451.55,0.745072,0.428939773,2.5012492136,59.42028986,0,40.57971014,0,0,0,0,0.0529493661
9.97617,19.10474,4735.23,0.757565,0.377347151,2.1384479157,59.42028986,0,40.57971014,0,0,0,0,0.0568356407
6.15146,8.21353,3317.29,0.650294,0.591671057,3.4003113636,57.33333333,0,34.66666667,8,0,0,0,0.0386942364
10.05406,16.08433,5394.48,0.797728,0.348002199,1.9546499691,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0620791843
6.30171,8.0566,2654.31,0.598289,0.637671487,3.8708906035,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0344154145
6.60828,8.90152,3073.01,0.650844,0.592974653,3.4085768247,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.038343256
9.2478,17.12558,5199.39,0.772467,0.350981168,1.846454264,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0579340565
9.58698,14.80958,5994.01,0.792935,0.337425228,1.8239660629,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0631665731
18.45117,18.87778,5203.22,0.792738,0.336508804,1.7965722875,55.05617978,0,40.4494382,4.494382022,0,0,0,0.06273512
12.1462,13.30275,5784.55,0.793788,0.331554879,1.7628579626,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0632491918
17.84226,18.01902,5530.11,0.785107,0.337474457,1.855272331,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0624168851
6.55077,8.05848,2712.39,0.658258,0.650065243,3.6027416553,58.90410959,0,27.39726027,5.479452055,8.219178082,0,0,0.0355798678
7.05756,9.992,4630.81,0.767014,0.491961094,2.6636862917,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0481998232
6.02083,7.94653,4370.65,0.727069,0.565701455,3.222252213,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0440344064
9.12952,10.44129,4215.01,0.756617,0.493910832,3.1600656327,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0480631314
4.5463,4.98246,1918,0.590672,0.740866249,5.435605713,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0307625385
7.81973,10.11953,5275.43,0.797997,0.451846593,2.6042101061,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0547442946
7.92879,9.63173,4936.33,0.78973,0.492103951,2.8831009221,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0521491284
8.30408,11.08847,4363.08,0.756639,0.480119012,2.8751600696,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0489719336
7.35921,10.83341,5906.22,0.789475,0.416449439,2.3727681848,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0567512288
7.72802,10.12783,5674.01,0.790699,0.417559939,2.388905751,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0570108266
6.2685,7.93842,4981.76,0.72343,0.513525497,3.083528058,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0455460432
6.45659,9.81647,4951.14,0.745958,0.478221075,2.7372946976,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0500665414
9.47536,17.20315,3922.46,0.757735,0.466315432,2.3094189908,56.92307692,0,24.61538462,6.153846154,12.30769231,0,0,0.0467649663
6.62247,10.19907,5580.99,0.754232,0.439800727,2.5099076803,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0518297127
5.99382,7.79214,4375,0.67191,0.53757773,3.2448097862,56.92307692,0,36.92307692,6.153846154,0,0,0,0.0411298941
9.8753,18.8255,4784.58,0.76889,0.385862348,2.1720926223,56.92307692,0,36.92307692,6.153846154,0,0,0,0.056076878
6.29745,7.94298,5065.51,0.744722,0.513762252,3.0254843342,57.89473684,0,31.57894737,10.52631579,0,0,0,0.0462775551
6.68703,9.92873,5009.21,0.766275,0.479963955,2.7191061257,57.89473684,0,31.57894737,10.52631579,0,0,0,0.0513427766
6.23713,7.90196,4740.86,0.736738,0.537212396,3.1288525357,63.63636364,0,25.45454545,10.90909091,0,0,0,0.0448385396
6.5044,9.72977,4732.59,0.758747,0.498545556,2.7747070575,63.63636364,0,25.45454545,10.90909091,0,0,0,0.048402766
6.72781,8.65618,4422.56,0.748963,0.544681577,3.1448537471,63.63636364,0,25.45454545,10.90909091,0,0,0,0.0463974423
9.26532,13.23183,3707.36,0.719717,0.525276939,2.5699785906,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0417299128
7.79147,10.11667,5314.64,0.776351,0.44475498,2.4426986117,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0535416785
5.8536,8.81654,4613.02,0.716208,0.545333397,3.2208168191,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0436903289
6.16535,8.8405,4709.97,0.719466,0.510151621,2.8402561174,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0459494251
8.7794,11.2013,4842.95,0.765945,0.45487608,2.5430046783,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0516290534
6.06527,9.01121,4182.6,0.729698,0.557176033,3.3070780844,61.40350877,0,28.07017544,7.01754386,3.50877193,0,0,0.0449957735
6.97337,9.25485,4849.56,0.75958,0.50435165,2.8199582089,61.40350877,0,28.07017544,7.01754386,3.50877193,0,0,0.0487986824
6.86714,8.97652,5360.69,0.774588,0.47605736,2.6262296883,64.9122807,0,21.05263158,14.03508772,0,0,0,0.049914869
6.67233,9.02068,5428.16,0.780896,0.477104698,2.6699372071,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0510375242
7.72103,9.92741,2697.85,0.619115,0.584218787,2.8481210899,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0331657337
9.85215,18.72841,4324.64,0.785984,0.41742814,2.2203455693,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0527304386
13.00465,18.09475,3835.65,0.775273,0.391134254,2.0687555342,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0539973763
7.06662,8.1858,4300.98,0.739166,0.549598871,3.1695051564,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0452323298
6.33914,7.34655,4065.04,0.724563,0.597415955,3.4596958641,64.9122807,0,21.05263158,14.03508772,0,0,0,0.0426324969
7.49654,9.84227,5483.7,0.767688,0.444211145,2.4727578523,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0522616682
6.23415,7.9507,4471.86,0.695282,0.548177963,3.2105067729,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0415042605
6.21388,8.90507,4611.21,0.729128,0.510224161,2.9706769548,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.046912909
6.27236,7.8878,4289.38,0.711688,0.574844647,3.2428133624,59.3220339,0,27.11864407,6.779661017,6.779661017,0,0,0.0412224318
6.65432,10.28899,5431.18,0.790924,0.468677166,2.5115809635,57.89473684,0,24.56140351,10.52631579,7.01754386,0,0,0.0509383186
5.98701,8.76487,3969.82,0.718928,0.588918099,3.2337920561,57.89473684,0,24.56140351,10.52631579,7.01754386,0,0,0.0412402447
6.67266,10.07953,5236.44,0.760768,0.462382512,2.5633300043,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.050688209
13.86728,18.07319,3999.16,0.713672,0.426263396,2.3993438058,59.42028986,0,40.57971014,0,0,0,0,0.0490750954
6.98179,9.38044,5699.28,0.737844,0.429891971,2.4904470466,59.42028986,0,40.57971014,0,0,0,0,0.0509822209
7.55982,10.04674,5597.27,0.73941,0.429214941,2.4730284652,59.42028986,0,40.57971014,0,0,0,0,0.0523536707
9.52377,18.22519,5062.49,0.763888,0.377054357,2.207687141,59.42028986,0,40.57971014,0,0,0,0,0.0571867558
16.03744,18.88921,4336.34,0.776797,0.352913596,2.1137676406,59.42028986,0,40.57971014,0,0,0,0,0.0596675695
6.50959,9.05029,2556.47,0.621547,0.603533542,3.4850475271,53.62318841,0,34.7826087,5.797101449,5.797101449,0,0,0.0352179009
7.03186,9.53865,5339.58,0.768732,0.465468062,2.5558640073,57.37704918,0,29.50819672,9.836065574,3.278688525,0,0,0.0506963685
5.72294,7.95312,4005.62,0.69571,0.585782626,3.4026510771,57.37704918,0,29.50819672,9.836065574,3.278688525,0,0,0.0402798469
6.45064,9.1585,4273.85,0.726626,0.534137199,2.9124394829,57.37704918,0,29.50819672,9.836065574,3.278688525,0,0,0.0436450578
5.54515,7.77531,3198.86,0.636414,0.660116101,3.5977906869,56.92307692,0,24.61538462,6.153846154,12.30769231,0,0,0.0343446509
12.36175,13.62528,4755.01,0.777139,0.387095318,1.9310215898,52,0,37.33333333,10.66666667,0,0,0,0.0558948822
9.36408,18.56803,3838.93,0.747304,0.490142156,2.637050495,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.0454439142
6.21135,9.6159,4976.6,0.752588,0.488924663,2.604374482,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.0472093363
5.72664,7.55393,3614.49,0.654024,0.614538638,3.521122548,56.92307692,0,30.76923077,6.153846154,6.153846154,0,0,0.0372542805
11.86476,12.47613,4788.98,0.78146,0.385143604,1.7768288985,54.92957746,0,33.8028169,5.633802817,5.633802817,0,0,0.053882795
6.75623,7.91369,5405.72,0.770803,0.490898749,2.9226042299,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0506778138
7.76176,9.94523,5248.4,0.796399,0.452896301,2.6089944186,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0545585197
7.95254,9.68276,4902.88,0.790601,0.491945425,2.8672848877,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0525048675
8.4265,11.05736,4260.35,0.754232,0.480779441,2.8766145011,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0488752171
7.29892,10.82834,5829.76,0.788077,0.417138365,2.35735983,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0562288866
8.11357,10.40724,5617.4,0.795026,0.41738858,2.3618477623,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0566867227
6.11924,8.74239,5342.25,0.748027,0.480160419,2.8234721953,59.3220339,0,33.89830508,6.779661017,0,0,0,0.04990245
9.38935,10.63583,5477.59,0.776327,0.428010509,2.4505952722,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0540498382
7.92733,10.43974,5617.32,0.778193,0.443137598,2.5013041298,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0528972392
7.49892,10.10332,5679.01,0.779337,0.444508639,2.5422895275,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0532785817
5.9076,7.94675,4365.94,0.690878,0.551051949,3.1951662854,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0413328042
6.99568,9.35625,4601.62,0.725229,0.51102596,2.9425993615,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.046240222
6.62198,10.23702,5289.57,0.73702,0.460058626,2.6031540722,58.20895522,0,35.82089552,5.970149254,0,0,0,0.0497839674
6.96116,8.76176,5530.88,0.742147,0.461303741,2.6475192034,58.20895522,0,35.82089552,5.970149254,0,0,0,0.0504404248
5.56771,8.61963,3916.36,0.657746,0.566693332,3.4041856757,58.20895522,0,35.82089552,5.970149254,0,0,0,0.0391069219
5.18231,7.46285,3088.56,0.612526,0.652984389,3.4551201903,56.92307692,0,24.61538462,6.153846154,12.30769231,0,0,0.03216652
9.42946,17.28243,3909.32,0.756242,0.466643468,2.3071106778,56.92307692,0,24.61538462,6.153846154,12.30769231,0,0,0.0465273961
5.17769,8.81123,3598.99,0.630665,0.588466281,3.2564373104,51.89873418,0,40.50632911,5.063291139,2.53164557,0,0,0.0366791973
6.51571,9.03135,5425.83,0.779652,0.490207722,2.9560749002,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0516799975
7.69675,10.08834,4896.87,0.797962,0.487525539,2.8527291139,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0530851669
8.45462,11.24288,4164.78,0.748323,0.48020816,2.8387356407,62.26415094,0,30.18867925,7.547169811,0,0,0,0.0484866833
7.42969,10.96302,5810.19,0.789527,0.419442722,2.3636695678,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0561045943
7.35401,9.50379,5820.26,0.7884,0.421377265,2.4073074786,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0561407806
6.54384,8.23611,4938.38,0.725842,0.513127539,3.0474355261,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0457678813
7.39909,9.48956,4911.27,0.762987,0.478432747,2.7606415072,59.3220339,0,33.89830508,6.779661017,0,0,0,0.0510883837
7.02058,10.04092,5000.57,0.773099,0.472631879,2.6615097762,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0502087665
6.33851,8.20825,4505.47,0.726233,0.548063685,3.2268882911,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0462811689
6.64011,8.17651,5012.23,0.747129,0.513654816,3.0082233269,57.89473684,0,31.57894737,10.52631579,0,0,0,0.0468260345
7.1141,9.62517,4951.68,0.771545,0.481041341,2.717680853,57.89473684,0,31.57894737,10.52631579,0,0,0,0.0508524535
7.58682,10.66312,5141.89,0.769273,0.460194626,2.4899307282,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0508507981
6.10195,9.06732,3994.38,0.680356,0.569491551,3.2578232856,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0395812535
6.4896,8.52118,4192.06,0.707478,0.53201866,2.9403682949,58.73015873,0,31.74603175,6.349206349,3.174603175,0,0,0.0435129247
8.77211,9.88969,4858.22,0.75819,0.480392774,3.2971571352,64.9122807,0,35.0877193,0,0,0,0,0.0515764601
7.36516,9.89772,5399.65,0.784518,0.441423404,2.663716008,64.9122807,0,35.0877193,0,0,0,0,0.0566171773
7.53109,9.28914,5086.08,0.769463,0.48425305,2.9779926452,64.9122807,0,35.0877193,0,0,0,0,0.0526622863
6.93593,10.01738,5641.03,0.790636,0.435775446,2.4176015795,60.6557377,0,32.78688525,0,6.557377049,0,0,0.054031588
5.93403,7.60501,4603.66,0.694692,0.539551427,3.1403914762,60.6557377,0,32.78688525,0,6.557377049,0,0,0.0426606399
14.92951,18.72679,4125.32,0.783426,0.358257011,2.1350824736,60.6557377,0,32.78688525,0,6.557377049,0,0,0.0610786295
6.16335,9.19492,4761.75,0.745596,0.499815165,2.7857103082,60.6557377,0,32.78688525,0,6.557377049,0,0,0.0475546514
7.67718,10.71532,5604.68,0.739173,0.43141537,2.477859377,59.42028986,0,40.57971014,0,0,0,0,0.0521706107
7.26951,9.81169,5591.17,0.742707,0.431192172,2.4834044353,59.42028986,0,40.57971014,0,0,0,0,0.0524437002
8.96247,16.52124,4283.3,0.768728,0.438520668,2.5551946939,65.71428571,0,34.28571429,0,0,0,0,0.0532498049
7.18635,15.07968,4837.17,0.761907,0.421284095,2.3761323818,65.71428571,0,34.28571429,0,0,0,0,0.0521756568
12.5132,13.35692,4546.85,0.776142,0.42193788,2.4823493018,65.71428571,0,34.28571429,0,0,0,0,0.0548297177
5.44953,8.33202,2329.02,0.580534,0.719329355,4.1772410452,64.44444444,0,26.66666667,8.888888889,0,0,0,0.0331535573
11.55001,11.61755,2595.54,0.795652,0.630644748,3.3594395423,60.6557377,0,19.67213115,19.67213115,0,0,0,0.0448231263
6.8901,11.04094,4273.26,0.780733,0.523447079,3.0895094724,65.11627907,0,27.90697674,6.976744186,0,0,0,0.0498239907
7.23529,11.44538,4042.82,0.792608,0.522353444,2.984405967,65.11627907,0,27.90697674,6.976744186,0,0,0,0.0496132112
5.73989,6.92755,3972.44,0.793284,0.625854784,3.860109983,60.6557377,0,19.67213115,19.67213115,0,0,0,0.0476162848
5.1239,7.6676,2601.31,0.590739,0.6960613,4.1677077538,67.34693878,0,32.65306122,0,0,0,0,0.0346631845
5.6,6.93727,4198.85,0.764201,0.575284979,3.8590345626,67.12328767,0,32.87671233,0,0,0,0,0.0490961554
6.17815,9.90432,5087.34,0.788308,0.482296112,2.6778859128,67.12328767,0,32.87671233,0,0,0,0,0.0524763374
11.70997,13.33932,4565.76,0.749949,0.483691442,3.1413566753,62.35294118,0,32.94117647,4.705882353,0,0,0,0.0504707158
9.00088,10.8801,4580.73,0.754425,0.478662444,2.91622393,62.16216216,0,34.23423423,3.603603604,0,0,0,0.0512082333
7.59393,9.48548,5263.36,0.782341,0.463800831,2.7669308207,62.04379562,0,35.03649635,2.919708029,0,0,0,0.0546585015
4.29686,6.69538,1702.91,0.431981,0.670322931,4.4498303386,60.86956522,0,34.7826087,4.347826087,0,0,0,0.0318729559
7.10258,10.3643,3926.09,0.707258,0.518756825,2.9506806963,62.04379562,0,35.03649635,2.919708029,0,0,0,0.0446983762
15.76714,16.09629,3804.59,0.745717,0.530862485,2.8811027599,54.63917526,0,28.86597938,8.24742268,8.24742268,0,0,0.0438360088
7.25348,8.33019,5335.93,0.785034,0.484328954,2.7686765079,57.74647887,0,30.98591549,5.633802817,5.633802817,0,0,0.0518946352
10.34409,15.77936,4310.11,0.759978,0.418081866,2.5983737855,48.23529412,0,37.64705882,14.11764706,0,0,0,0.0528701215
8.23146,9.28157,3755.79,0.668736,0.557442489,3.6276206127,48.23529412,0,37.64705882,14.11764706,0,0,0,0.040329218
11.1921,12.1452,5712.41,0.772488,0.386439447,2.4276588503,52.68817204,0,43.01075269,4.301075269,0,0,0,0.0598531643
9.48148,11.21727,5504.63,0.766397,0.423223432,2.8391574734,56.98924731,0,36.55913978,6.451612903,0,0,0,0.0552340025
9.46031,10.93441,5393.99,0.747074,0.441031187,2.84037277,54.63917526,0,37.11340206,8.24742268,0,0,0,0.0516525178
9.67624,11.39098,5433.56,0.774929,0.404659183,2.682390478,59.5505618,0,35.95505618,4.494382022,0,0,0,0.057154935
9.25786,12.11827,5342.16,0.790895,0.406357592,2.3184999263,54.63917526,0,28.86597938,8.24742268,8.24742268,0,0,0.0551461319
9.98465,11.48152,4591.11,0.760868,0.415541236,2.4875215214,57.64705882,0,32.94117647,9.411764706,0,0,0,0.0537268677
9.06374,11.33429,3756.27,0.696193,0.498649483,3.1023563751,57.64705882,0,32.94117647,9.411764706,0,0,0,0.0440977667
11.15907,14.16703,5123.58,0.795284,0.369861289,2.3912992544,57.89473684,0,33.68421053,8.421052632,0,0,0,0.0616382292
8.06149,10.25283,4839.2,0.740385,0.462326612,3.0200163762,57.89473684,0,33.68421053,8.421052632,0,0,0,0.0502082124
8.96052,12.28746,5393.69,0.792897,0.413741186,2.2950612355,52.68817204,0,25.80645161,12.90322581,8.602150538,0,0,0.0540380615
9.08196,11.16287,5465.05,0.798438,0.447446594,3.0127520823,56.98924731,0,30.10752688,8.602150538,4.301075269,0,0,0.0561371422
11.20482,12.17553,4548.93,0.767152,0.438960707,2.6334003231,54.63917526,0,37.11340206,8.24742268,0,0,0,0.0538969407
7.43085,8.60696,5538.57,0.77398,0.487476392,3.3013140953,56.92307692,0,30.76923077,12.30769231,0,0,0,0.0538248648
16.70239,18.77306,5133.7,0.794694,0.391000645,2.4944047358,56.92307692,0,30.76923077,12.30769231,0,0,0,0.0603311076
8.60723,10.35071,4485.5,0.740777,0.520147286,3.3449343957,56.52173913,0,28.98550725,11.5942029,2.898550725,0,0,0.047519881
11.14702,16.60598,4357.37,0.766567,0.414607723,2.1825654648,59.42028986,0,23.1884058,17.39130435,0,0,0,0.0516978805
9.63849,11.8013,3616.76,0.672773,0.552810298,3.0406127683,59.42028986,0,23.1884058,17.39130435,0,0,0,0.0379744347
9.88978,16.06924,5330.85,0.796504,0.392031523,2.6178233073,53.42465753,0,32.87671233,10.95890411,2.739726027,0,0,0.0606156548
10.67669,16.91335,4433.31,0.774231,0.409506014,2.078814618,53.62318841,0,26.08695652,14.49275362,5.797101449,0,0,0.0520735814
9.31111,12.59629,3809.62,0.685587,0.546008019,2.8991778257,53.62318841,0,26.08695652,14.49275362,5.797101449,0,0,0.0390129946
9.9104,15.41792,4615.67,0.728845,0.383449109,2.6418008572,55.55555556,0,39.50617284,4.938271605,0,0,0,0.0578184578
6.90164,8.69628,4025.05,0.621299,0.511265478,3.6267013261,55.55555556,0,39.50617284,4.938271605,0,0,0,0.0452052535
9.76296,16.34066,4974.93,0.790668,0.409070642,2.6111641128,53.42465753,0,30.1369863,13.69863014,2.739726027,0,0,0.0573132682
7.15752,8.68504,4386.42,0.71256,0.545427522,3.5498796103,53.42465753,0,30.1369863,13.69863014,2.739726027,0,0,0.0451495252
9.07975,13.25629,4953.52,0.769786,0.426966186,2.4937407286,53.24675325,0,31.16883117,10.38961039,5.194805195,0,0,0.0531208167
6.61637,8.85093,3954.87,0.675373,0.569288248,3.4505691227,53.24675325,0,31.16883117,10.38961039,5.194805195,0,0,0.0404789827
12.54465,13.70141,4632.66,0.796867,0.401319381,2.1298478554,53.24675325,0,31.16883117,10.38961039,5.194805195,0,0,0.0564171827
16.06516,18.35421,4704.47,0.785306,0.415457311,2.6244536324,56.92307692,0,30.76923077,12.30769231,0,0,0,0.0551547771
11.06965,12.40808,4904.62,0.789805,0.431263556,2.5064183792,56.92307692,0,30.76923077,12.30769231,0,0,0,0.0550235021
16.90598,18.92843,4708.04,0.769002,0.400948792,2.5460387004,54.92957746,0,33.8028169,11.26760563,0,0,0,0.0563904649
8.44937,16.0959,3966,0.731758,0.457253,2.8960346593,53.24675325,0,25.97402597,10.38961039,10.38961039,0,0,0.0522737824
11.23847,12.48784,4842.24,0.77797,0.406591531,2.3675515165,49.45054945,0,39.56043956,8.791208791,2.197802198,0,0,0.0552841508
12.5499,15.75439,4604.26,0.791346,0.351146618,2.1865830446,58.7628866,0,37.11340206,4.12371134,0,0,0,0.0624075179
9.35632,11.35215,4377.39,0.735131,0.438933272,2.7456449429,58.7628866,0,37.11340206,4.12371134,0,0,0,0.050157697
9.1878,10.66249,3522.87,0.661309,0.526719927,3.4433845721,58.7628866,0,37.11340206,4.12371134,0,0,0,0.0406316228
11.7069,13.87371,3618.63,0.745532,0.492713901,2.5538708951,55.55555556,0,25.3968254,19.04761905,0,0,0,0.0456047619
6.19976,7.61531,4096.26,0.747656,0.5910199,3.7317773214,55.55555556,0,25.3968254,19.04761905,0,0,0,0.0451886694
11.16027,14.017,5892.23,0.789217,0.426474405,2.7297255207,58.67158672,0,35.42435424,5.904059041,0,0,0,0.0564105831
9.37174,11.56124,5171.26,0.779056,0.406895886,2.5050718342,57.52212389,0,35.39823009,7.079646018,0,0,0,0.0563195165
10.26581,11.5845,5260.12,0.775444,0.366392934,2.0163603996,55.80110497,0,35.35911602,8.839779006,0,0,0,0.0600375216
9.01453,12.69696,5516.63,0.791209,0.400739684,2.4548058593,59.49367089,0,35.44303797,5.063291139,0,0,0,0.058530491
8.69022,14.12382,4671.38,0.755151,0.424116535,2.448050493,59.68992248,0,35.65891473,4.651162791,0,0,0,0.0534025455
6.18478,10.37757,4661.42,0.730489,0.494670037,3.139850932,60.91954023,0,35.63218391,3.448275862,0,0,0,0.0486116303
9.06257,9.75921,4874.71,0.729569,0.483522123,2.9826359719,59.68992248,0,35.65891473,4.651162791,0,0,0,0.0489969194
10.89917,14.18285,5693.52,0.799295,0.374007683,2.3060578065,63.44086022,0,33.33333333,3.225806452,0,0,0,0.0620044368
10.78965,15.40618,4206.46,0.758565,0.423738564,2.1625159077,57.72357724,0,32.5203252,9.756097561,0,0,0,0.0505951669
6.26579,9.16529,4688.94,0.739371,0.505643112,3.2376833498,59.52380952,0,33.33333333,7.142857143,0,0,0,0.0494178337
9.08019,12.93002,5484.3,0.77385,0.368192853,2.1636492158,50.61728395,0,41.97530864,7.407407407,0,0,0,0.0587596854
6.05841,8.6383,5511.59,0.751886,0.483401923,2.9044570317,51.89873418,0,40.50632911,7.594936709,0,0,0,0.0509509897
4.40355,6.81642,1548.65,0.540107,0.667538203,4.3632305267,56,0,40,4,0,0,0,0.029555486
5.8537,8.60154,4726.62,0.728358,0.52345724,3.0349489092,51.89873418,0,37.97468354,5.063291139,5.063291139,0,0,0.046115468
10.91868,12.08957,5971.34,0.764997,0.413921716,2.3901750376,44.08602151,0,43.01075269,12.90322581,0,0,0,0.0553711937
8.89285,11.18764,5735.37,0.768783,0.425815105,2.3543892687,48.23529412,0,37.64705882,4.705882353,9.411764706,0,0,0.0536357051
16.72131,18.10239,5429.26,0.784402,0.350026731,2.0624086511,50.47619048,0,41.9047619,7.619047619,0,0,0,0.061843642
13.08841,17.3372,5186.6,0.76347,0.428585001,2.3465907108,46.90265487,0,35.39823009,10.61946903,7.079646018,0,0,0.0515407654
11.49265,13.16927,6093.79,0.788571,0.368113213,2.131109972,51.89873418,0,40.50632911,5.063291139,2.53164557,0,0,0.0601484736
16.21234,17.72934,5483.41,0.770372,0.348329671,2.0859401166,52.29357798,0,44.03669725,3.669724771,0,0,0,0.0603156864
16.96065,19.12743,5951.97,0.794829,0.362889597,2.0950142507,52.47524752,0,37.62376238,5.940594059,3.96039604,0,0,0.0617997627
11.3756,15.17691,5734.41,0.783966,0.404753609,2.2261176629,50.47619048,0,34.28571429,7.619047619,7.619047619,0,0,0.0557059466
13.81225,15.84668,4850.04,0.768803,0.402008823,2.1710834817,50.47619048,0,34.28571429,7.619047619,7.619047619,0,0,0.0529035335
12.36055,14.57075,4036.77,0.721589,0.483525464,2.3588559985,46.90265487,0,28.31858407,10.61946903,14.15929204,0,0,0.042592063
12.95732,14.51108,5678.3,0.782142,0.385956149,2.3426083067,52.29357798,0,38.53211009,5.504587156,3.669724771,0,0,0.0581931744
10.55621,12.15101,7240.34,0.789652,0.366741591,2.2568215982,51.80722892,0,43.37349398,4.819277108,0,0,0,0.0636661762
15.75962,18.64003,6100.59,0.779562,0.351166231,2.1535475647,50.47619048,0,41.9047619,7.619047619,0,0,0,0.0625267262
12.4454,16.68976,5664.33,0.771399,0.413553745,2.2974722613,50.47619048,0,34.28571429,7.619047619,7.619047619,0,0,0.0538680991
17.64214,19.38258,4904.78,0.772834,0.411445983,2.1777991472,48.51485149,0,31.68316832,11.88118812,7.920792079,0,0,0.0524846232
8.93784,12.89071,5040.51,0.76137,0.403992514,2.2723804535,50.61728395,0,37.03703704,7.407407407,4.938271605,0,0,0.0535652509
8.93784,12.8765,2816.01,0.589246,0.605988771,3.7736986036,50.61728395,0,37.03703704,7.407407407,4.938271605,0,0,0.0324797897
9.21775,10.88784,6117.67,0.785032,0.444855158,2.5842296731,52.94117647,0,32.94117647,9.411764706,4.705882353,0,0,0.0539913459
7.79484,9.00797,6573.93,0.783858,0.41133732,2.402084522,52.94117647,0,37.64705882,9.411764706,0,0,0,0.0573289401
