PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NCH4 - 10 bar (mol/kg)
9.59715,9.85042,4272.89,0.774552,0.44332467,3.3764372875
7.88482,11.53706,4281.75,0.750151,0.499607408,4.3270006086
8.85405,11.59914,4342.99,0.770313,0.453775725,3.5475770505
6.33043,7.40895,3704.78,0.676616,0.620303314,5.360885454
10.92209,11.7843,4687.86,0.788999,0.442545813,3.8834122494
8.11228,10.53482,4754.07,0.788055,0.446514282,3.996561196
8.03508,10.11992,4513.08,0.778887,0.453707837,3.751503361
7.51244,9.28105,3156.24,0.669124,0.602916114,4.7773746804
9.71365,12.60451,4740.44,0.763113,0.434928857,3.7594512213
13.35241,18.30874,4212.93,0.765189,0.415635267,3.4186119394
9.49415,11.66465,4739.21,0.753691,0.457790271,4.0229442039
5.87756,9.60242,4866.78,0.742438,0.50541325,5.2706761286
5.78601,8.85618,4303.55,0.693272,0.552886425,5.1629778226
10.68338,13.49501,4862.32,0.796283,0.381319904,3.9481588578
7.93624,16.7642,4852.48,0.793414,0.396349318,4.1436839055
13.56631,13.9081,4468.1,0.77231,0.417014666,3.4863415983
7.7194,9.20979,4121.25,0.692281,0.54629672,4.5442045479
3.89234,11.73179,2598.54,0.601944,0.652706342,4.3693325605
13.47447,15.43222,4133.5,0.760195,0.441730992,4.629864171
9.38295,11.36037,4603.64,0.762194,0.435749062,3.3681451541
5.68005,16.79189,4102.19,0.700362,0.53356218,5.1117398295
10.32434,14.17616,4766.64,0.783648,0.407658315,3.8730327646
12.97183,13.55698,4722.41,0.776354,0.421771204,4.3289597907
11.71977,15.33444,4596.19,0.752561,0.451623622,4.1284597531
12.30443,13.10951,4084.26,0.740838,0.455709488,3.5112260133
11.36022,11.51579,3714.46,0.703716,0.520465577,4.2776452529
17.05049,17.1274,3675.83,0.733811,0.439599709,4.1041907131
11.5228,11.84467,4644.58,0.763391,0.440243937,3.9232995462
16.32244,16.75045,4371.49,0.764883,0.433216193,4.0040813005
8.84436,9.46421,4645.1,0.737627,0.483496345,4.2436236304
8.57321,10.02063,4362.18,0.728256,0.486125541,4.077405714
7.24721,10.07894,4265.64,0.729154,0.491305205,3.8850922489
18.42811,19.09481,3459.52,0.74179,0.499133838,4.4470196245
7.15519,9.64687,4018.38,0.721681,0.5655703,4.9324695987
8.62721,12.34086,4657.34,0.793952,0.448327928,5.3018966081
17.10805,19.04369,3553.55,0.799471,0.421054891,4.5530781506
4.73055,7.00846,3495.19,0.642171,0.673094374,6.2524041154
5.20668,9.19024,3561.63,0.706888,0.616777803,7.808215749
6.64303,8.03128,3898.66,0.713679,0.586333085,5.6580210515
14.35554,18.24464,4233.25,0.790962,0.448378648,5.5336985217
4.59233,9.05917,2959.98,0.669255,0.669879717,5.8677227462
8.58061,11.28439,4651.69,0.78792,0.465756197,5.280740611
8.47661,14.59031,3530.98,0.728607,0.491708413,4.766097526
4.69267,12.14698,1464.15,0.446014,0.799430595,4.2772380298
6.02692,12.17071,3578.11,0.706644,0.645246221,7.6112518303
18.65871,19.76509,3422.05,0.759114,0.452623466,4.3149237732
9.61816,12.38889,4215.5,0.763895,0.500128587,5.5789829541
10.75686,11.27752,3898.15,0.745727,0.518605732,5.2506371324
8.20399,13.91178,3412.46,0.715853,0.547554564,4.9027371721
6.98396,11.34635,1892.94,0.554808,0.780632264,5.0375440158
11.16323,11.38346,3064.87,0.693301,0.604373434,5.2236237426
10.57108,10.86022,3617.43,0.739827,0.539085652,5.8305722963
8.72718,9.91551,3030.44,0.662623,0.595696051,3.9119499093
7.89155,9.10299,3296.23,0.715318,0.588710331,5.7309463438
7.16946,8.56342,3632.94,0.677042,0.599823433,4.8162046289
19.2617,19.48768,4124.59,0.770893,0.444997155,4.9809000963
9.90532,12.67275,4708.7,0.787926,0.434599762,4.0193907926
8.61571,10.96885,4649.41,0.776603,0.461665044,3.9273409092
6.38917,9.4716,4709.87,0.756392,0.510438494,4.6522043973
5.52806,8.3621,4694.77,0.734551,0.558690847,5.8321429371
6.72244,9.60523,4107.8,0.727359,0.536148225,4.6291340563
4.03316,13.03658,1850.52,0.457491,0.663673114,5.0360987973
9.00496,10.56102,4189.37,0.77697,0.44271117,2.8506516539
7.13836,16.48909,4138.6,0.732719,0.534589192,5.4300998143
11.9418,14.57469,4258.79,0.787384,0.427645389,3.4623571848
13.26883,13.83079,4708.35,0.797483,0.420942005,4.052509676
13.02577,15.80465,4517.94,0.777705,0.453915832,4.1374597346
11.69108,14.03172,4110.29,0.766609,0.46144442,3.7380602333
12.60184,14.11974,4071.58,0.759152,0.464114836,3.7452524867
10.9067,11.17163,4317.1,0.741645,0.521669766,4.3788382382
7.51235,9.87447,4440.06,0.755862,0.511078606,4.7368043723
6.66693,10.5957,3248.18,0.644119,0.644112957,5.8872663698
19.10794,19.18381,3625.44,0.753457,0.445078354,3.8088106422
11.652,11.80194,4547.75,0.763117,0.493934878,4.8759110442
12.53122,12.7542,4290.84,0.779217,0.442710613,3.4894559403
6.47579,12.26111,3148.61,0.656812,0.641865174,4.7920120541
16.83268,17.24364,4376.95,0.78529,0.436543439,4.0578541755
9.0404,9.45254,4559.96,0.761156,0.486876778,4.2296879317
7.21632,9.95849,4652.79,0.763283,0.489051736,4.4534391569
7.71125,10.42241,4313.5,0.748923,0.494730781,3.7973012372
9.28831,13.72288,4453.5,0.75661,0.42995128,3.4170410243
18.16738,19.18535,3903.25,0.775227,0.403780621,3.2279081623
4.86501,9.24924,3769.72,0.665754,0.595314824,5.0083658429
13.33153,18.31752,4245.1,0.752308,0.434240357,3.1204677632
14.96875,16.27847,4088.82,0.762351,0.424783884,3.3761248674
6.2687,15.40727,4039.59,0.717812,0.466580687,3.7965556163
7.98865,10.40697,3899.17,0.720613,0.51792962,2.7970053833
5.93112,14.49402,2929.49,0.621709,0.624310617,4.1940955816
6.71743,7.76087,3863.41,0.652015,0.57684832,3.5004774272
16.408,18.61295,2771.67,0.737108,0.651365488,4.2152867155
4.63806,7.54577,2508.17,0.635164,0.805418177,4.5105283295
7.26444,9.70255,3662.16,0.735437,0.627665129,3.9405291106
4.62269,8.54613,2080.68,0.637151,0.860021148,6.060550793
13.47759,17.49716,3106.05,0.735185,0.624917571,3.9475887599
12.34977,13.71849,2814.28,0.702516,0.613332313,3.2795403069
7.12354,9.43093,3763.59,0.735913,0.646971912,4.1808168824
6.04932,11.94082,2880.05,0.657877,0.672705099,3.5151424408
6.99391,11.41305,2840.09,0.695498,0.690535195,3.7045270363
7.84879,9.03021,2555.51,0.683116,0.717470597,4.0659053486
5.29991,11.46402,2195.91,0.64487,0.764796982,3.6444416734
7.60298,7.95858,1625.01,0.544896,0.879507553,3.2195787466
7.07492,7.86497,1867.2,0.615798,0.862944443,4.3710037767
15.54233,15.61889,1799.43,0.625506,0.734404321,1.8774056804
11.69343,11.7898,1482.76,0.583304,0.832725374,2.3684557614
5.04692,8.54541,2150.84,0.612794,0.833227902,3.8416026192
16.71088,17.00785,2915.48,0.734432,0.613947218,4.0609416384
4.36031,6.29146,1481.34,0.411659,0.792612501,4.3993690909
12.42628,15.56053,4700.11,0.798609,0.359275619,3.3925086014
8.90878,9.59884,4814.12,0.778772,0.439634915,4.2789737141
5.3104,6.03963,588.795,0.248978,0.964994587,3.7881776539
5.43491,7.6295,2250.13,0.556864,0.71249477,5.3242701445
13.05357,14.72466,4065.3,0.764002,0.341709356,3.4563997113
7.53526,9.50367,4696.73,0.750064,0.474643254,5.1830886842
7.24323,8.67011,4476.88,0.724422,0.493716384,4.9798557282
4.40789,13.57463,2986.46,0.648261,0.577582908,5.3035829551
10.01856,12.63894,4760.55,0.796027,0.385158258,3.2678250648
11.50539,13.05263,4164.54,0.789327,0.383540079,3.1656289572
11.08822,13.11734,4733.61,0.798645,0.397050055,4.5433479735
14.44279,14.90539,4750.47,0.797357,0.395835687,4.5977205222
10.72625,10.90029,4803.18,0.757591,0.459520403,4.8388546581
6.62043,10.19257,4663.39,0.695885,0.557822089,7.6297563131
19.2918,19.38932,4144.79,0.77218,0.392056397,4.3996416602
11.21858,11.35321,4861.57,0.778939,0.440559756,4.8513290553
6.39585,8.51659,3159.3,0.662107,0.587665832,5.1857066319
6.30336,10.44462,4291.28,0.706442,0.562759387,6.1003986967
9.61165,11.75853,4193.49,0.736037,0.483971634,4.5026173222
6.62274,7.54242,3572.2,0.647833,0.604103932,5.6331421893
10.42788,12.178,4909.57,0.775798,0.429962034,4.6753620384
7.76128,10.97563,4769.19,0.777453,0.427064777,4.3232494456
8.01408,10.50517,4636.01,0.770602,0.434619529,4.0697082155
10.54738,10.9188,4632.91,0.759466,0.458570347,4.8418544471
6.41869,8.88927,3266.15,0.651959,0.58209509,5.6228407162
10.85997,13.38589,4140.17,0.758805,0.458702821,3.4365442389
13.00548,18.55662,3980.46,0.769317,0.443892167,3.3671780556
18.63506,19.70805,4157.75,0.795671,0.416753295,3.7844395678
10.22043,11.38697,4334.28,0.775449,0.466824404,3.9167757445
12.36054,16.66779,3903.01,0.785559,0.398166275,2.6263741268
6.13695,7.13284,4182.3,0.714754,0.573275554,5.1050722837
7.038,9.76362,4201.09,0.735923,0.530632845,4.2991246885
12.04971,14.33564,4293.01,0.790876,0.420613799,3.8970198369
12.11564,14.11695,3453.94,0.734829,0.413662654,2.9500301605
12.20124,14.09118,4326.73,0.782241,0.435101848,3.5115240003
6.15961,7.9391,4219.58,0.707635,0.57210402,5.0565066118
7.67037,10.23215,4230.36,0.745033,0.504001945,3.981342356
5.48104,10.18327,2582.08,0.59997,0.699468037,4.1650296903
7.67295,19.51663,3386.49,0.706213,0.570766249,5.3955110348
10.80312,14.03153,4208.91,0.775591,0.448877962,3.8092383521
9.74326,13.93558,3881.74,0.737808,0.492265271,3.7066702095
13.24981,13.56173,4061.72,0.747909,0.482158592,3.8780599959
10.11314,10.42656,3778.53,0.701597,0.557841081,4.3818827311
4.96948,8.74469,2770.09,0.599396,0.687831799,5.2968182045
18.13538,18.21608,2918.69,0.716809,0.475942025,3.5843181288
9.69504,9.97438,4289.13,0.726411,0.53527685,4.5339890175
11.65804,12.33817,4031.32,0.755924,0.471741321,3.4055267913
6.36865,8.94667,3254.38,0.637453,0.688644246,5.1647907372
17.91446,18.35141,4051.13,0.763531,0.467711456,4.2405192333
6.47615,10.04393,4219.64,0.733062,0.524704086,4.4544324335
8.19202,11.33635,5472.41,0.770011,0.444258153,5.5733172825
10.59859,11.0888,3660.9,0.690321,0.521701558,4.7132968259
11.44161,12.0669,3319.18,0.6812,0.52332324,5.2619100206
6.87307,12.9548,5324.81,0.760198,0.465032665,5.4407918411
8.55264,12.48196,4853.96,0.725641,0.44855964,4.1100776505
14.37043,17.95224,3954.32,0.722735,0.439134848,3.8240794396
8.42648,10.90187,4411.3,0.709961,0.481800464,4.6064113126
6.75101,8.89991,4512.67,0.68954,0.500893666,4.8055385708
9.47006,14.84433,4778.02,0.759391,0.393842796,4.4684323763
6.07732,9.21085,4564.86,0.704343,0.520799942,6.2930099504
6.29086,10.15765,4429.48,0.693232,0.49541121,4.7055917752
13.02539,18.57129,4296.75,0.752038,0.393351111,3.6894251034
5.72164,7.75804,3658.79,0.630947,0.578221749,5.9830814252
15.01239,16.43275,4601.35,0.757215,0.384259087,3.7530093239
10.54414,13.38259,4030.05,0.721299,0.405262932,3.5339971788
9.03489,16.55885,3968.76,0.708932,0.423451482,3.49420752
6.79324,7.56403,3751.04,0.617352,0.566760699,4.6948998244
12.13545,14.79221,3506.29,0.686523,0.468174548,4.3393993447
8.22836,10.89981,4107.04,0.702868,0.465985805,3.1750963834
5.74052,15.54424,3466.56,0.62646,0.563784405,5.1042394004
10.20738,13.28132,4565.02,0.743353,0.426458445,4.4549527173
13.08681,13.47766,4344.43,0.721486,0.441441577,3.7829521397
11.59813,11.81509,2961.04,0.656613,0.524281679,4.2088351769
4.80646,5.20781,1102.38,0.452619,0.976153624,5.5751829401
11.4262,12.32145,1796.45,0.593249,0.733600958,5.0543581909
3.97567,11.05654,600.345,0.234849,0.913532169,5.8455195558
5.37011,7.76499,3034.02,0.74094,0.735602586,7.1787488217
6.0573,6.79042,1337.85,0.56748,0.90278465,6.175513931
4.81288,5.17042,1245.24,0.494685,0.914110816,7.6488026876
4.23814,11.28256,710.102,0.260776,0.858842316,6.5428808613
5.2586,8.11495,3189.27,0.707735,0.665684429,7.7995961569
8.89154,12.52266,5258.3,0.795577,0.390490259,3.911384116
6.37442,9.81023,5327.17,0.783038,0.429351841,4.6619668025
7.31632,9.38679,4374.57,0.731761,0.477583691,5.56072792
7.00253,8.04701,2924.04,0.624657,0.629518208,6.2193952893
10.69624,11.51053,2454.26,0.642491,0.584550046,4.9426555654
10.55196,15.08058,4139.49,0.753436,0.467299906,5.0455914154
6.2878,10.9301,4971.48,0.734203,0.469172789,4.8471645049
10.95138,12.09779,2555.36,0.627302,0.548456073,4.1754761165
8.78217,10.20662,5179.29,0.763971,0.436904388,5.4279350851
9.24439,11.61502,5175.46,0.793097,0.475090757,8.7534373872
9.03361,11.10293,5358.8,0.770598,0.419408937,4.8099989996
14.35476,14.58247,4476.84,0.790004,0.433362612,5.3909657748
6.51353,9.60455,4967.05,0.785699,0.461748786,7.2593063309
7.92686,15.67143,5984.52,0.785276,0.381241137,4.6800557239
7.13317,8.73446,4804.5,0.727296,0.467800117,4.9554990722
15.01667,15.48194,5376.66,0.789817,0.364886587,4.5358329607
14.05944,17.59056,5588.02,0.762992,0.373150497,3.5365900442
10.75457,12.25165,2339.39,0.633537,0.579929774,3.4912376755
8.48432,9.44511,3685.36,0.753799,0.470007557,3.3195701094
8.89639,11.33354,4920.95,0.784082,0.499127185,8.2360985755
13.89049,14.06932,4279.63,0.778872,0.458009124,5.0974489926
10.23031,13.89434,3291.11,0.651722,0.515439921,4.0646088396
5.7191,7.54014,3137.05,0.654315,0.647502726,6.9621563665
7.17348,7.99356,4547.89,0.737921,0.503562502,4.5530258691
6.35783,11.95836,4053.44,0.702988,0.551808721,5.6879477955
6.67694,8.52681,4729.97,0.695432,0.513364946,4.2864112626
11.4958,18.7719,4515.82,0.798137,0.364217655,2.9545661518
11.06954,12.00966,4215.05,0.734273,0.48361532,4.2961519565
7.0643,8.75637,3070.08,0.607658,0.643909686,5.1817690833
11.06591,18.13184,4458.42,0.785892,0.376877244,2.9969576396
10.95153,11.96463,4190.25,0.737702,0.484466366,4.7427464954
9.44092,10.45636,4375.73,0.779101,0.449196274,3.496690236
11.13586,18.56709,4172.76,0.795097,0.381835841,2.9079767
9.8601,10.48034,4266.54,0.798245,0.444648784,3.8742161407
7.07115,11.24694,3088.52,0.610762,0.60913369,4.9186080928
17.57698,18.93726,3213.1,0.699325,0.50167291,4.284720262
11.84579,15.35909,3175.15,0.718231,0.49297489,3.0233496243
9.4373,15.04735,3330.2,0.689285,0.506749847,3.4977784259
9.66062,18.55661,3471.04,0.71647,0.474056336,3.2985638086
6.59569,9.92021,2615.86,0.536977,0.682490616,5.1893211618
9.70186,19.83492,2789.57,0.633088,0.495090797,3.2774526177
5.01636,13.49081,3217.43,0.626608,0.605582127,4.7875773925
7.61819,9.68932,4733.89,0.769018,0.49349077,4.6874520251
5.13324,7.77666,2644.1,0.586464,0.702919784,5.3430761608
5.69229,8.53366,2626.86,0.629571,0.693798837,3.9435354203
7.63319,9.77111,4795.27,0.751804,0.480376639,5.0193157489
12.56047,13.3913,5432.78,0.782271,0.389523615,3.8165740522
10.91521,11.57348,4940.91,0.749577,0.403329025,3.4037825086
6.50405,9.00965,3115.55,0.639615,0.54926091,3.4527103579
7.90653,10.46053,4822.86,0.758917,0.444481908,4.2348218763
17.93487,18.80213,4000.24,0.769367,0.382760901,3.9508571484
11.35946,18.23022,4616.15,0.798008,0.356971013,2.8193496348
11.06214,12.01385,4506.22,0.751561,0.457039067,4.5077788501
5.51193,5.74962,780.689,0.34525,0.794902136,2.5638810488
5.8333,8.31779,4164.11,0.669583,0.555811929,4.872988382
7.7789,16.20639,4071.13,0.709587,0.451698419,2.9831760637
12.71003,16.74102,4078.01,0.787253,0.366254467,2.8002886833
6.63924,7.57516,2827.6,0.517816,0.593520768,4.014792365
7.99341,11.48405,4590.31,0.680418,0.43741478,3.7116083313
10.48487,12.96618,5642.88,0.744283,0.355327833,2.5204451852
12.50341,13.46578,4920.84,0.746875,0.416143568,2.5755561176
11.53795,12.92573,5828.7,0.769313,0.410978186,3.0844215557
12.47127,12.95541,4816.08,0.75137,0.344422346,2.269724776
12.46474,12.88079,3732.73,0.645057,0.459229794,2.5362875757
7.61675,11.06399,5351.37,0.710792,0.442172897,3.6500234892
13.89612,14.67582,5484.7,0.775108,0.384177865,2.6803150135
8.74024,11.21771,6066.79,0.751601,0.403506065,3.2144813224
11.80172,12.02945,5587.51,0.755839,0.416507622,2.7657966255
9.09183,9.57287,3663.92,0.628814,0.507402198,3.6270992308
12.01585,13.13614,6274.91,0.761329,0.349871939,2.947486474
10.53768,12.4735,4609.79,0.726718,0.39011197,2.1127777524
10.40606,12.30003,3468.4,0.606622,0.520149294,2.4044736966
14.09455,14.93896,5566.4,0.788728,0.324694054,2.4794974388
14.09445,14.86855,3836.61,0.644561,0.48704108,3.0529460622
8.91016,12.09566,5939.38,0.790684,0.402917568,3.6342675718
7.35998,11.46523,4596.51,0.702931,0.48689134,3.7982342621
6.03439,8.19522,2765.35,0.600157,0.661238,4.3001717701
8.61272,9.55009,6526.03,0.781584,0.389643632,3.2296657446
9.81784,13.50455,6256.28,0.784262,0.333483272,2.8448774032
7.52483,9.00413,6405.05,0.727019,0.426478233,3.493642182
8.77921,9.89127,6498.56,0.792838,0.337416939,2.7736318814
9.29663,10.39075,5635.45,0.778952,0.380341443,3.1174893395
9.38085,10.6544,5885.45,0.774926,0.351969049,2.8442180706
7.41578,11.79253,5658.99,0.74056,0.382068367,2.8164346592
8.0919,8.74176,2247.97,0.507126,0.663216196,3.0451690446
9.30931,10.07495,6052.84,0.787109,0.354349463,2.8082295298
8.99848,10.87335,5511.89,0.764824,0.383295099,2.8685769329
10.16509,14.13086,6181.28,0.785785,0.311545263,2.6872732327
5.14676,7.75471,2271.84,0.535315,0.722791466,4.319914794
8.20574,10.18765,4890.19,0.734031,0.455671009,3.0302077794
8.60469,9.42392,4456.54,0.668835,0.488515286,3.3369104279
6.17122,8.78597,3385.18,0.574695,0.550859585,3.102444558
9.70795,12.5328,6415.36,0.782105,0.318274848,2.4724675006
6.2767,10.32474,5239.26,0.714571,0.463614361,3.5656865617
6.55029,9.837,4028.03,0.661266,0.542628481,3.5784227795
9.19311,11.91578,5864.56,0.785091,0.363987651,2.4040474473
6.19358,9.63419,5113.18,0.691104,0.475529945,3.8619191285
5.80175,8.66281,3409.63,0.638211,0.597367075,3.6917933365
7.65373,10.15812,5710.89,0.741141,0.420171531,3.5081918481
8.95012,9.75258,4380.14,0.667747,0.487415449,3.3210837506
8.7359,9.41871,4523.44,0.670488,0.518118333,5.2531898791
8.44301,9.93881,3273.69,0.594394,0.558480346,3.0165995638
8.43216,10.26782,6136.91,0.765265,0.352606122,2.5087867248
7.85122,11.40252,5506.81,0.738621,0.403495465,3.1672622764
6.9111,10.45013,5611.28,0.724666,0.452608326,3.8528114437
8.79063,9.64254,4253.23,0.650211,0.474898566,3.3862900183
9.17864,11.27759,5370.56,0.756185,0.401364344,3.174087891
8.66775,11.30305,6174.22,0.765631,0.388605584,3.8983832955
6.14376,8.49857,4969.85,0.717237,0.493663777,5.169290852
7.88825,11.51939,5333,0.789306,0.403227636,2.5114162346
7.164,9.54815,5250.95,0.745567,0.438601171,4.1750354507
8.40895,12.30955,5594.59,0.795297,0.365662864,2.8804676367
8.39113,9.58636,4979.58,0.694324,0.406055836,2.9705538834
15.51411,17.5542,6515.03,0.773839,0.348391609,3.2100934495
11.25149,12.15327,4651.4,0.728284,0.403057819,3.3916242384
9.99684,11.56935,4375.29,0.712593,0.463110232,4.2873317411
3.9769,5.02923,166.019,0.143141,0.9765443,2.0847070002
8.86693,17.15143,3429.73,0.721484,0.520415758,2.8488637604
8.19058,11.43884,4322.04,0.692847,0.469320584,3.3625202129
7.78758,10.61889,6486.32,0.776977,0.40477352,3.5465174132
17.69887,18.63969,3375.89,0.675221,0.455709185,2.5610830288
16.94589,18.73963,4634.3,0.79159,0.323762642,2.3048767817
16.94589,18.59677,2478.99,0.606099,0.485643963,2.2665338203
14.22462,17.10628,4660.2,0.797114,0.366300592,2.3783841597
8.92498,10.99745,4711.77,0.7118,0.423862199,2.814303475
12.60982,14.37084,5676.52,0.789062,0.304052894,2.5479498569
7.77409,9.77059,5038.23,0.673246,0.456079341,3.0373254972
10.43801,11.64572,6225.19,0.767849,0.351395983,2.994718133
8.21365,10.14952,5578.2,0.759913,0.445734379,3.4553559063
16.61266,18.3374,2576.58,0.662274,0.505101887,2.5169148694
8.16915,10.2346,4224.38,0.70926,0.50765757,2.8337574762
7.35396,9.04167,5311.86,0.738797,0.501477445,3.5937751931
18.0488,18.60627,4617.55,0.788675,0.394141598,3.0761576046
10.01672,10.83678,4857.19,0.782239,0.388705325,2.8349706991
8.70889,9.90869,3870.75,0.693565,0.518273766,3.3961013699
8.55259,11.31081,5204.23,0.75832,0.427964436,3.2181735038
8.04106,10.54158,3955.48,0.714104,0.507473325,2.6732962012
8.28263,11.24445,5085.21,0.772537,0.431929878,3.3193185099
7.90026,12.68058,5227.45,0.762097,0.44962191,3.9103586128
8.29706,10.44942,3705.69,0.714048,0.509321214,2.550752325
7.56165,9.16992,2345.56,0.585722,0.679094952,3.0079689704
7.0053,9.3612,4330.81,0.70718,0.548027143,3.5742923801
8.61602,10.62889,4779.17,0.763232,0.464011224,3.3072547813
10.21643,12.0571,5255.16,0.765748,0.406584025,2.9245173793
6.97282,10.70463,4903.17,0.708926,0.480973735,3.3332784194
9.49314,18.21134,4868.6,0.789202,0.422510796,3.564545074
9.4371,17.4917,5212.08,0.780152,0.393650924,3.0032184509
8.26153,10.80867,5819.93,0.768956,0.407494066,3.0644106509
9.17553,13.61116,6011.46,0.795727,0.337712122,2.5936330965
8.49245,11.20075,5406.61,0.780588,0.410994347,2.9036912404
7.87182,9.91758,5376.39,0.722701,0.446372704,3.3507953413
9.00857,9.40946,4353.06,0.750042,0.455524896,2.5207305673
5.98654,6.76788,2537.07,0.57329,0.683287344,3.1932925562
7.64117,10.76887,2996.44,0.612508,0.551644274,2.1201212217
6.94968,10.20582,4421.71,0.679948,0.525159294,4.0556787228
7.89345,9.78061,4440.25,0.728903,0.498609769,3.1773851422
8.74816,11.639,3445.51,0.662256,0.55504685,2.781936649
6.31988,8.97705,4835.37,0.706446,0.529157254,3.6234989021
8.64041,12.08047,3488.29,0.69321,0.526025967,2.6663846591
4.11709,6.05797,1488.83,0.48155,0.78903895,3.6078209043
8.62552,11.32562,3200.8,0.656276,0.583682045,2.788670939
8.4277,10.90014,2660.72,0.588083,0.58929019,2.5475527741
7.20607,9.53992,4148.4,0.710316,0.560018296,3.5725308893
6.58446,9.06129,4247.02,0.722539,0.561202992,3.4882630431
5.74966,8.87087,3217.13,0.659364,0.65011031,3.8586175432
12.41862,13.45131,6026.82,0.798255,0.342411537,2.6162408797
7.81623,12.36831,5779.57,0.784037,0.387270737,2.6942905265
16.17518,19.36317,4505.07,0.789931,0.398634193,3.0489081683
12.33263,12.69572,3575.31,0.711994,0.520592856,3.8261613942
8.56545,10.18384,2745.65,0.56818,0.63438291,3.1007114459
8.62962,10.7273,6142.19,0.79456,0.364716659,2.7512450768
8.41056,9.77939,2599.63,0.629784,0.629715233,1.6478456821
12.39776,13.24028,5009.59,0.794481,0.342751417,2.1457687676
7.42271,9.49289,5240.19,0.767982,0.467738232,3.4420718201
8.44148,11.45956,3334.85,0.664653,0.552303739,2.58595975
8.41991,10.43345,4392.06,0.727418,0.45645231,2.6522759459
8.80358,11.75026,4933.18,0.744751,0.426169111,3.1590078749
7.63671,9.63457,4688.65,0.75927,0.484760531,3.700348681
8.39487,9.52988,4878.62,0.698814,0.421556646,3.1956446208
8.22602,10.84729,4813.02,0.705769,0.475069822,3.8910917181
15.65917,18.02692,6363.2,0.781852,0.356579735,3.2591642016
11.1735,18.78489,5286.52,0.793278,0.374792949,2.9152734418
11.1735,13.59716,4676.84,0.714147,0.499723932,3.852875656
18.14702,19.837,3801.11,0.770795,0.396667302,3.3335010347
8.7632,13.53904,4040.52,0.744339,0.496414876,4.2242697876
17.12831,19.19123,3793.8,0.755517,0.410437898,3.3890448299
5.77396,6.01436,1576.48,0.459712,0.751503341,4.0125476801
8.38798,9.67397,4020.85,0.678205,0.566902023,5.2013720762
14.11256,19.87406,4780.53,0.798589,0.314246505,3.0626986418
16.96934,19.59179,3616.65,0.758495,0.422566218,3.5038001561
14.40886,16.40313,4006.1,0.758884,0.431228303,3.5813195154
7.58413,11.1775,3508,0.648409,0.556100084,3.6317746368
6.03969,14.80961,3814.71,0.687085,0.550298365,4.2273320402
18.51009,19.89128,3751.97,0.776663,0.394018076,3.6254597952
10.41521,11.92235,4051.28,0.721033,0.513027594,4.5275692037
16.59384,17.59488,4117.3,0.785152,0.409582223,3.7921194719
5.85774,8.57582,3603.69,0.703561,0.602386847,5.9251207738
14.6683,16.1071,4074.27,0.796664,0.425063246,3.6610836162
9.10407,10.2127,4335.64,0.799573,0.44814322,4.1745937266
10.244,12.07748,5457.58,0.77116,0.407974409,3.7668975534
7.57868,10.66434,4755.52,0.725836,0.449310017,4.4494416749
12.31593,14.37761,4846.76,0.730628,0.432199029,4.0713198761
10.81121,17.61564,4449.62,0.751095,0.397094167,2.5818306837
10.42039,17.2295,4540.92,0.758818,0.390814272,2.7934117233
6.41005,8.81236,4332.06,0.672448,0.564960376,4.1451234443
7.75759,11.14858,5044.1,0.756175,0.455822947,2.5399542217
13.22767,14.73682,5417.45,0.766225,0.400835165,3.1019490671
15.71529,16.59346,6471.79,0.791434,0.316703966,3.1948574756
10.36355,12.07117,5923.33,0.79091,0.337309142,2.8636010684
13.97684,15.42191,5062.5,0.7828,0.433255936,3.9495199838
9.31537,11.54846,6239.03,0.753528,0.342048101,2.3888245849
5.93528,7.27968,4571.97,0.682809,0.542403957,4.9285858512
7.56755,13.15798,4156.25,0.689125,0.511761444,3.842478069
6.17576,7.27057,4633.7,0.682019,0.521215019,5.7073045257
7.04893,13.96542,4095.93,0.687405,0.496811679,4.0108514723
6.73496,13.40148,3878.06,0.718343,0.535326081,4.2441515026
8.37819,16.44641,6144.75,0.7929,0.328257301,3.5293920717
7.80752,10.38262,4731,0.661578,0.492385952,4.6647647697
16.77619,18.28147,7115.03,0.781542,0.338406143,3.7214212372
11.45861,17.91856,5666.58,0.7886,0.354915842,3.3715617885
11.45861,12.59294,4535.47,0.693188,0.473221123,4.0100642446
10.69018,12.80672,4115.66,0.721979,0.455241056,3.3644192581
10.90691,13.01705,4185.06,0.742111,0.46363273,3.8501033816
10.95982,17.33684,4596.57,0.757991,0.378130266,2.5828143141
7.02866,8.87545,5653.69,0.738412,0.477456719,5.0565854071
5.98603,8.04622,3932.29,0.654208,0.551941763,4.3825647125
6.80241,8.14037,3879.85,0.672172,0.55294058,4.4296694881
7.19849,8.47619,3376.11,0.668128,0.621888333,4.5000746819
9.66373,12.45988,4416.86,0.759778,0.460863672,3.0002550956
6.32124,7.99229,2644.12,0.599797,0.717245203,4.0676552727
12.04883,13.03473,2974.69,0.671948,0.55740214,2.8938038495
7.36676,8.12948,1893.93,0.525756,0.743104223,4.1043814898
8.27869,8.93919,4487.95,0.758435,0.475477361,3.5374856105
10.92915,11.79314,4450,0.798958,0.408771599,2.8359812867
4.23139,5.17948,666.142,0.304703,0.817543199,5.0941012077
7.15496,8.49673,4584.48,0.747956,0.494470579,3.8938608093
