PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NCH4 - 10 bar (mol/kg)
14.32053,14.90693,4456.43,0.759606,0.381262114,2.8964262856
7.23143,9.55096,4837.58,0.743665,0.501623538,5.2534298193
6.89826,7.9387,5547.83,0.713736,0.468320879,3.1532699641
11.53175,14.4766,5649.4,0.781404,0.392327515,3.3456460943
9.42916,12.28435,6190.52,0.779972,0.370428197,3.0786051992
11.2973,13.01641,5863.54,0.79157,0.349754889,3.1160034707
13.77326,16.14416,5914.41,0.791089,0.366659051,2.9534201988
8.80419,11.94263,6160.32,0.763176,0.369401835,3.0287977486
4.46228,7.23894,3878.56,0.584646,0.564390672,4.2920763465
10.9736,14.34997,5536.16,0.796468,0.341379161,2.8681713173
9.16121,11.67606,5738.63,0.774292,0.397200219,3.2170178671
4.50937,7.48388,3310.22,0.607085,0.608931395,4.2755746694
8.55429,13.92287,4926.21,0.768351,0.442017627,3.4869222006
7.23459,11.58731,6098.14,0.764724,0.384880953,3.1292081919
8.15324,9.99052,5677.27,0.7582,0.412332407,3.1249558109
6.56318,8.12066,6074.31,0.727253,0.45272788,3.8226218185
8.04036,9.94954,5406.14,0.738609,0.42742691,3.3000524515
6.36136,8.45217,4366.32,0.688606,0.517363848,4.4919908664
6.60338,8.0956,5596.82,0.721199,0.473220211,3.893494462
8.69083,10.47643,5923.34,0.741035,0.383055739,2.9792558611
4.68976,6.17651,3226.12,0.550131,0.585025759,4.8388655276
8.28528,12.26609,6460.9,0.790575,0.340637049,2.8857373177
6.37419,8.1583,5129.41,0.68665,0.491032134,4.0943729682
9.81487,15.22311,5844.55,0.784587,0.364933957,3.0859539839
6.81069,10.05059,4722.39,0.723663,0.478884593,3.1090610546
8.09242,12.78156,5786.6,0.786772,0.391009769,3.1355998155
10.01101,14.27799,6085.75,0.794203,0.359986255,3.1951810462
5.64794,8.67548,4459.5,0.648974,0.552037608,5.0711661011
8.56384,10.53385,6216.61,0.76538,0.377240534,2.8332184217
7.73393,10.31326,6179.08,0.744924,0.390776035,3.1797039692
10.21173,15.46648,6656.51,0.797421,0.321215842,2.7379783525
8.89152,11.51401,6230.35,0.780069,0.387622909,3.3472741362
5.65875,7.05867,3411.46,0.62955,0.598089105,4.699108248
7.4583,13.4058,4675.56,0.710322,0.441759006,2.9099474408
8.1401,10.41726,5990.84,0.760226,0.393662551,3.0592025505
10.02267,11.69651,6239.34,0.757072,0.368007469,3.4722640365
10.1256,15.40142,6149.69,0.779271,0.353232067,2.6918869009
8.08592,14.05863,6607.69,0.79264,0.344221612,2.9758320266
8.77355,12.34745,6289.79,0.792212,0.339314386,2.5444098579
9.42725,14.66386,5669.58,0.778855,0.363442977,2.6308974858
10.36731,14.43596,5898.75,0.793344,0.359127738,3.3917461349
6.14433,8.34419,4145.82,0.662941,0.547654391,4.6000307472
9.96055,13.58744,5938.23,0.762684,0.377368355,2.955705923
7.96349,12.84232,5717.93,0.734003,0.406833769,2.995777448
5.07569,6.73809,2922.36,0.552063,0.623431263,4.7772545058
9.16612,13.84775,6671.67,0.789445,0.333189699,2.8437794173
9.33239,14.56001,5834.85,0.793671,0.373861685,2.5972141647
9.21529,12.56144,6078.59,0.783411,0.339459556,2.5391384488
8.63984,12.26676,6636.86,0.770267,0.362070975,2.8810807287
7.3952,13.86856,5566.3,0.764705,0.399935087,3.4636124244
10.34968,14.48722,5958.13,0.790796,0.360116795,3.3164321403
8.52145,10.39064,6461.52,0.777443,0.374193355,3.1127606886
11.88436,14.2416,5768.8,0.768841,0.401681047,3.6306954976
6.10551,8.5419,3662.64,0.621459,0.575892191,4.1816787351
10.02918,11.5356,6128.45,0.78679,0.352079864,3.1750322742
5.90868,7.07774,4136.28,0.652549,0.540418323,5.682989902
9.37243,13.9864,5322.05,0.770258,0.387635522,3.2457274666
7.95824,9.19017,5807.57,0.783345,0.426232778,2.9250571243
7.60413,11.83239,5810.49,0.772295,0.409390685,3.9540184631
7.82728,9.05693,6254.6,0.794356,0.386597999,3.2453282712
14.50683,15.57991,4841.32,0.767296,0.348987308,3.1391547382
8.11833,10.34962,5898.97,0.778717,0.406327236,3.1620251912
8.32153,11.07184,6250.89,0.788883,0.393971311,3.4350542673
8.71113,10.91553,5118.32,0.790668,0.449736415,3.780964225
6.80571,9.41779,5220.61,0.764803,0.464788308,3.5685395262
8.67855,11.28581,5239.12,0.784727,0.440005297,3.6267218517
4.28091,6.79313,1305.75,0.371896,0.731317398,5.0201654581
13.74744,14.31061,3879.17,0.759018,0.452293281,3.1311271802
6.93578,8.82691,4921.87,0.759166,0.495227497,3.7160410066
8.72122,10.4967,4935.55,0.774902,0.462377771,3.5480174814
8.49173,9.99366,5112.61,0.743766,0.444944397,2.7310168779
8.34948,12.10358,5494.53,0.776486,0.411663963,2.7187849294
8.67722,12.92528,5575.81,0.780057,0.406944563,3.1288474416
9.47955,11.34785,6201.16,0.790193,0.397058687,3.3849505784
8.43376,11.43149,5919.77,0.793927,0.396352771,2.9042290644
7.96243,10.33978,5882.41,0.769013,0.404525274,3.1715182899
8.138,11.88665,6297.16,0.780784,0.392442758,3.4289559934
9.57149,14.77961,6004.63,0.78977,0.365049911,3.2405530926
8.35391,10.77513,5552.1,0.784107,0.429912413,3.3900016423
8.63865,10.4609,5081.44,0.771073,0.474454474,3.6137929992
8.45361,12.46095,5779.68,0.787913,0.387906695,2.4132560624
8.32257,12.19377,5026.46,0.751998,0.414171281,2.3934011573
7.81196,10.29252,5266.12,0.761343,0.446955405,3.2548888428
7.55662,10.6173,5099.45,0.754004,0.464881583,3.4306016926
9.14903,11.30028,5541.87,0.794792,0.367428095,2.5304191816
7.67578,8.26117,2937.83,0.650636,0.604048562,4.2598254022
10.63269,13.52709,5666.96,0.797357,0.387072318,3.0188525106
8.0778,10.86797,5716.44,0.775094,0.410806355,3.0370838811
9.91535,11.92847,6100.57,0.785259,0.403066256,3.3809089504
8.9585,12.01223,5534.49,0.783523,0.410691226,2.8440464103
9.82894,12.22477,5921.29,0.790897,0.404552389,3.321271104
7.88385,10.77072,5777.26,0.784242,0.423882542,3.2628547345
8.49814,12.04868,5234.04,0.776364,0.425828329,2.8905139824
8.30989,10.35737,4770.35,0.754693,0.467282961,2.7723035471
8.56003,12.46315,5203.02,0.763906,0.430520515,3.266308424
8.69051,11.07059,5489.53,0.747023,0.414074815,2.8658190025
9.42014,11.16346,6059.98,0.772611,0.397563423,3.6873429159
7.84674,9.66919,5550.34,0.762631,0.449443564,3.2119742366
6.95298,8.25563,4249.97,0.679447,0.515824931,3.2683301459
8.4926,12.18386,5805.56,0.797111,0.365343287,2.4246744673
7.36943,8.10499,2989.13,0.646172,0.60261454,4.1403047378
8.08596,10.22692,5837.77,0.776257,0.411663756,3.0966537181
8.39547,11.91326,5324.83,0.764048,0.427619779,2.9544570715
8.64938,12.40287,5609.67,0.784929,0.364588936,2.3230843234
9.02047,13.07796,5702.37,0.799588,0.392257013,2.8973876608
5.04124,8.03056,3910.64,0.672344,0.602375643,5.2366601493
8.20344,11.04935,5665.21,0.777817,0.409659265,3.0013984942
8.14922,11.08562,5667.81,0.784769,0.413111085,3.0112432809
9.02487,11.18752,5912.66,0.797925,0.384792202,3.2506358337
5.17641,7.55383,3705.77,0.668414,0.590453174,5.8826106786
9.1282,13.69823,5160.29,0.779862,0.420854612,3.1079748008
11.27049,13.73994,5852.17,0.771105,0.398561801,3.6182342109
5.27647,6.24169,2686.83,0.568045,0.638380746,4.9674132458
6.72961,12.21577,5151.12,0.758763,0.460423971,4.5292660531
7.35296,10.24912,5780.61,0.799704,0.414160489,3.2611349145
11.44243,12.73248,5228.84,0.753867,0.359134667,2.9065065304
14.82415,15.79049,4781.33,0.799714,0.356413449,3.3103380283
9.49879,11.23184,5356.39,0.775665,0.435637209,3.678155728
6.35308,8.30387,5357.92,0.717116,0.482189401,4.4977355154
7.35784,10.66757,5134.74,0.764657,0.472813034,3.790086949
12.49593,14.03432,4493.43,0.792369,0.424710801,3.2931244453
8.56403,10.2884,4190.51,0.724603,0.508817862,3.4225940785
7.59393,9.48548,5263.36,0.782107,0.463800831,5.094485583
4.29686,6.69538,1702.91,0.432797,0.670322931,5.5829955925
10.76868,11.55949,3865.05,0.737251,0.514847059,6.1434398324
9.72318,11.51408,4433.82,0.777576,0.501030978,6.1289115427
6.97004,10.54158,6052.78,0.76588,0.433696775,4.3715528835
10.13888,10.36323,4865.45,0.730283,0.467703258,4.3192894873
13.93712,14.4913,4802.76,0.796239,0.38073777,3.6051598758
7.10745,9.53668,5804.37,0.79746,0.430917618,4.2370823672
11.30273,11.7077,5074.26,0.772104,0.438360059,3.556012121
7.65904,9.44496,4955.4,0.741318,0.474992885,3.7218826191
9.00909,10.00776,5125.04,0.693964,0.462042075,4.4851951457
16.51631,18.78724,6342.71,0.796478,0.324656157,4.0532444323
7.79586,9.23528,6436.98,0.76744,0.37308363,3.6422198703
12.46888,13.43095,4900.81,0.764658,0.385571233,3.9689553793
12.2985,12.58762,5064.45,0.780491,0.413393307,4.1423690049
7.54346,9.19118,5049.82,0.733729,0.487523036,5.0594070003
7.96847,11.13113,6337.45,0.788878,0.382416123,4.1365677206
12.0967,12.61471,5184.22,0.766802,0.411192876,4.0723179948
8.54419,10.24831,5431.45,0.755377,0.411451258,3.626618863
7.81149,10.17111,5904.51,0.788874,0.422054789,4.0228701434
7.16388,10.13108,6143.55,0.790687,0.42169372,4.0325726262
9.03255,14.71944,5522.99,0.79508,0.392395958,3.6767184051
10.10491,11.37161,5524.82,0.784777,0.416664246,3.6415551055
8.5073,10.14497,4903.83,0.750074,0.453146506,3.4636875657
11.28489,11.6308,5415.82,0.792562,0.421287966,4.0802633482
7.26197,10.67663,4967.22,0.773331,0.468126006,4.1070027676
12.65404,12.90468,3780.3,0.770414,0.494646221,4.2542724465
8.47343,10.9358,5758.62,0.792604,0.419366189,4.4363410106
11.99825,12.44274,4703.5,0.763566,0.458584049,4.7276861306
8.74057,10.33452,3977.89,0.703411,0.537227387,5.0672362671
11.71461,12.3062,4352.26,0.731358,0.477147896,4.7471456739
13.47681,13.99669,4515.65,0.799519,0.397632495,4.0182372117
12.31182,12.69439,3557.49,0.725713,0.522932198,5.2467400784
12.14943,12.59855,3766.9,0.71032,0.495783801,4.9004072017
13.89812,14.4959,4530.57,0.795228,0.391483781,4.0477483138
7.74325,11.04603,5222.86,0.755251,0.454069449,3.9520057062
11.85536,12.29529,4499.65,0.753863,0.479141158,4.8138450137
8.64534,10.25893,4531.94,0.739656,0.47949264,4.0283430099
7.62733,11.07627,6522.67,0.769738,0.397997646,4.3979483824
7.07299,10.89165,6394.4,0.766163,0.398387294,4.3507391903
11.35663,12.12801,5820.29,0.770701,0.389361927,3.6222815726
10.09387,10.65072,5235.71,0.737094,0.427733717,4.0733361223
5.89976,8.10388,4709.02,0.696151,0.504433888,5.5630388889
7.51626,9.68255,5676.59,0.734996,0.427644806,4.2527683215
12.32548,12.56939,4125.87,0.726213,0.49568377,5.1585327523
12.28671,13.2437,4674.13,0.785752,0.412205505,4.2508556678
12.37329,13.14588,4569.81,0.787912,0.418168675,4.1696215692
12.26198,12.64047,3330.76,0.670541,0.531562245,4.8142876283
12.40104,13.4559,4313.91,0.75911,0.421338417,4.1744773511
12.13445,12.58575,3555.1,0.730238,0.537624497,4.9943286834
12.57987,13.7806,3985.54,0.794284,0.449680771,4.1384301963
7.42344,9.87388,5556.79,0.780845,0.4488254,4.4775997905
12.22965,12.8251,4956.14,0.795567,0.402801805,3.9630311398
7.18496,9.01352,5549.73,0.763117,0.473705187,5.0704835938
9.06962,10.76074,5734.64,0.79085,0.394543936,3.5219692715
7.90831,11.01831,6321.91,0.792512,0.392551905,4.0124850746
7.70449,9.50876,5001.29,0.729383,0.492816436,5.3077283982
9.26337,10.77232,5602.97,0.767783,0.419928218,3.9356346891
6.9338,10.35723,5486.8,0.773582,0.471191933,4.215806063
7.42131,9.83405,5023.74,0.757012,0.471462937,3.7712136885
8.83924,11.81506,5617.19,0.797107,0.406210137,3.1916504822
9.81408,10.1142,4241.04,0.733483,0.507406856,3.7196774786
12.60805,13.59147,4542.43,0.796733,0.424186077,3.4684049323
7.28709,9.30545,4773.84,0.737301,0.505728626,3.9929734989
8.23057,10.75901,6260.33,0.776426,0.402916995,4.0960277466
7.1621,10.10798,6508.53,0.789875,0.390756638,4.0467220603
9.97062,13.55546,6488.44,0.795814,0.348805658,3.2642913502
10.8333,11.38587,5662,0.773025,0.396042667,3.6652034193
7.89823,10.10721,5414.31,0.740155,0.433290275,3.6640210854
8.02588,10.96617,6208.7,0.797562,0.397753419,3.9238607038
11.85069,12.26739,5056.98,0.779526,0.422636775,4.0233413405
7.8536,8.93481,5404.35,0.74467,0.502897969,5.7018321333
9.20705,10.69683,5496.47,0.76996,0.424923608,3.8035793018
8.08739,10.66879,6067.3,0.797897,0.404920054,3.9234368984
8.11136,9.17967,4204.38,0.710172,0.533264868,4.7290746561
11.01481,11.46588,5753.47,0.799962,0.40432895,3.9439319026
8.69329,10.34316,5596.34,0.773196,0.42559661,3.6613519201
7.91103,10.18036,6561.91,0.786691,0.409905295,4.2714268074
7.10909,10.61519,5952.44,0.778116,0.415022639,4.1369894818
6.46781,8.06283,4736.45,0.705696,0.518964981,4.5877027297
9.40586,10.60802,5191.1,0.757247,0.441928773,3.9250471291
7.94183,10.40125,6110.17,0.799083,0.409270742,4.0351980478
7.60533,10.56604,6021.63,0.793049,0.417485125,4.0590843073
12.04872,12.37177,4776.96,0.77614,0.43979086,4.1349054438
7.898,8.9936,5152.53,0.743346,0.521292693,5.9541050389
9.28085,10.78948,5376.51,0.771669,0.439611441,3.9263208508
7.65225,10.72436,5571.39,0.782774,0.435126437,3.8037436496
7.93827,10.63134,5417.45,0.771465,0.436049731,3.5499280759
7.9787,8.5846,3549.71,0.660713,0.566998181,4.6231375321
7.55047,9.29807,5115.49,0.749788,0.469049851,3.9680457735
7.85259,9.63873,6572.08,0.785231,0.411030421,4.3796052269
7.39735,10.45674,5954.87,0.775324,0.414481036,3.9338619978
9.12227,10.63203,5315.84,0.747045,0.440650493,3.8395593571
7.56068,10.12062,5719.85,0.790863,0.43008865,4.0322367718
7.48769,10.48495,5663.47,0.786968,0.435344728,4.1575851469
9.147,10.66795,5104.82,0.764328,0.462583784,3.9683072735
7.7874,11.13378,5790.43,0.789414,0.42882384,3.8090976109
11.54643,12.48821,4498.69,0.771486,0.462141127,4.0444569668
9.20717,10.76419,5204.6,0.771718,0.460364946,3.9377108008
8.4942,10.83787,5871.8,0.765585,0.41768315,3.6468867861
8.10901,10.14828,5912.62,0.771197,0.423747687,4.0255784631
11.63482,12.33216,4637.65,0.747856,0.457485634,4.2845853847
12.09616,13.73741,5162.35,0.799572,0.382074031,3.6651115858
9.21776,10.68924,5144.56,0.743297,0.456986453,4.0533073825
7.89104,10.57162,5962.24,0.755158,0.402023487,3.9773238779
9.86662,12.99678,6480.22,0.798526,0.343350976,3.7917890175
9.13723,10.22844,5519.22,0.744092,0.428515372,4.8966054349
7.81292,10.38439,5385.98,0.728411,0.442145651,3.2767492313
9.21678,12.72202,5399.5,0.774417,0.382672129,3.3495420227
7.06493,8.74465,3544.28,0.626059,0.574008193,4.2040867788
13.01974,13.9268,4753.68,0.785462,0.399107902,3.6921348868
8.35029,11.04378,5663.67,0.770781,0.437456256,3.9982130504
7.8637,9.05956,4162.76,0.705798,0.53706193,5.1366706653
7.30117,9.9615,5041.67,0.752881,0.482749862,3.8015349925
7.3573,10.15986,4888.62,0.743015,0.485426735,3.6431757278
9.17539,11.79285,5540.6,0.796851,0.418729796,3.5261455014
10.22641,10.86116,4168.16,0.750494,0.51830317,4.4614920175
12.01838,13.77707,4706.68,0.773595,0.409296652,3.756721275
7.10108,10.55562,5490.45,0.755621,0.446661074,3.7768767384
10.32555,11.96909,5991.42,0.792936,0.38604029,3.3768381903
12.07341,12.22476,4310.26,0.734275,0.478124476,4.2513733969
14.59864,14.8369,4496.18,0.797695,0.384563886,3.3343529142
8.3467,13.88912,5583.27,0.792007,0.388468161,3.4734797884
9.28928,11.83851,6013.94,0.799175,0.398922448,4.041187635
6.0061,8.18684,4935.9,0.71912,0.534930589,5.7590352878
7.80781,10.9114,6558.23,0.794186,0.39048512,4.014334739
8.0417,10.73803,6494.67,0.789617,0.391984146,4.0620259518
11.00845,11.82965,5843.64,0.783747,0.393532061,3.6268633912
6.78856,8.27955,5373.5,0.732567,0.499046734,5.5173669052
8.9859,10.47761,5517.2,0.760519,0.415822383,3.4210806153
7.69348,9.58575,6700.24,0.784264,0.410667425,4.2344772284
7.32718,10.71493,6149.58,0.775798,0.412431281,3.7781843645
12.46531,12.74656,4570.4,0.751721,0.440729531,3.7063036156
9.08252,10.56375,5102.29,0.746335,0.440205546,3.4195735662
12.55011,14.18914,5074.39,0.790426,0.379332403,3.5748749913
8.15396,11.04759,4907.45,0.764594,0.462507295,3.1164896735
9.3773,13.01697,5668.73,0.799752,0.405666,3.4883349353
9.15452,9.49375,4557.41,0.74813,0.508591614,4.5024567997
6.70022,8.87573,4805.31,0.74088,0.502364884,3.7841120843
11.49509,14.29509,4826.55,0.767604,0.395592511,3.5145512314
8.05581,8.95341,5753.02,0.762423,0.481239173,5.381845096
9.31836,10.84062,5811.47,0.793407,0.389165217,3.4586178574
8.40776,11.68371,6198.19,0.792034,0.390201147,3.7682133103
10.68041,11.46318,6179.71,0.793206,0.384588849,3.5204603574
12.41846,13.0541,4842.7,0.76641,0.418438167,3.7592423969
8.79226,9.97776,4584.25,0.71762,0.491702744,4.8230257836
9.61307,11.10699,5305.97,0.765484,0.417887039,3.5144446266
8.98394,11.77398,5440.84,0.768664,0.431533693,3.9063821669
8.3468,10.49852,5409.43,0.775645,0.433991078,4.3741807045
11.92926,12.26384,4726.73,0.761002,0.465145403,4.9218275304
9.44466,10.88299,4465.72,0.741404,0.466314403,3.8732830638
8.1741,11.90173,5894.5,0.796074,0.392867102,3.715048855
7.92301,8.61242,5305.05,0.744228,0.502340031,5.3847689921
9.58736,11.08821,5277.38,0.770837,0.421476202,3.4035001978
8.09795,10.49555,5825.74,0.768917,0.42380446,3.8499919703
8.12221,11.22416,5812.08,0.768495,0.423213073,3.9240020502
9.81764,11.12448,5688.13,0.769105,0.418546707,3.4753135303
9.61548,11.12891,4810.14,0.744538,0.453224058,3.5100177838
12.40017,12.78785,5045.1,0.788989,0.393147792,4.0519394026
7.88353,8.55355,5823.03,0.756535,0.46986911,5.7381986988
8.19346,10.76291,6233.23,0.795519,0.403849826,4.0849137639
7.27661,11.00895,6210.45,0.79437,0.408183157,4.1215722248
10.76563,11.07312,5867.54,0.788354,0.406976973,3.5923082033
6.90431,8.31502,5075.61,0.725648,0.517207109,5.5878730489
8.4262,10.27197,5438.48,0.76124,0.435311901,3.745765214
7.68803,11.05903,6134.13,0.768272,0.392924887,4.1929184688
7.95204,10.27908,5102.78,0.795815,0.470264176,4.8102946721
4.294,7.44021,2644.24,0.603302,0.659312319,4.5634733883
6.93253,8.03288,5159.5,0.781036,0.487494768,4.518763296
7.47915,10.60016,5291.83,0.787046,0.454607398,5.2061668277
7.42575,8.24054,5404.07,0.768767,0.469213647,5.1699159154
11.02301,12.18622,5543.04,0.787391,0.359054459,3.8666948851
11.07555,11.74912,4321.21,0.765991,0.467299009,6.6467741418
9.99297,11.15253,6441.35,0.797882,0.393360468,4.0184350333
7.18908,8.76919,5070.61,0.726618,0.4844353,3.1280138924
9.81033,11.04727,4918.86,0.754396,0.471788567,3.0868328908
8.80106,11.38935,6010.3,0.794819,0.382436379,3.9362950274
4.40355,6.81642,1548.65,0.541349,0.667538203,5.1231778163
3.90572,6.83687,1647.08,0.478491,0.706899432,5.7670640998
8.80303,11.32849,5691.22,0.785594,0.399892994,3.7322785834
10.72233,11.21775,4407.32,0.70608,0.461102065,3.5941478792
8.60678,9.80067,5035.21,0.754572,0.44121924,3.0256285205
6.70882,8.97682,5260.99,0.733509,0.466857945,3.2489544185
7.10499,9.00495,5252.23,0.74034,0.454260375,3.177864945
9.79658,10.38637,5657.44,0.763495,0.443009371,2.9314942987
12.38213,15.37624,4850.29,0.790044,0.350744242,2.7871883406
9.45605,11.28894,5518.41,0.787307,0.407089566,3.3132012419
10.81251,11.34676,4815.49,0.758103,0.446470181,3.6480740899
11.37957,12.63065,5537.78,0.760751,0.377193587,3.8172399669
8.51193,12.16602,5818.48,0.775691,0.404749256,3.5984327982
13.1567,14.76289,5584.52,0.767021,0.371321707,3.0600498752
8.12024,13.46061,5604.88,0.789371,0.384284587,3.5384473078
9.32725,12.06336,5842.46,0.784419,0.384683431,2.7393089799
8.70124,10.3095,5698.09,0.766608,0.406758242,3.1463479375
8.99105,10.93093,5806.02,0.779903,0.400083986,3.224961646
9.51355,11.34729,5208.01,0.781988,0.43363783,3.3217328131
8.50564,11.33421,4733.09,0.758927,0.478029168,3.3413777639
10.86578,13.94118,5807.82,0.795208,0.35615327,3.1602968105
6.55816,8.95112,4284.36,0.709015,0.535914078,4.4708729518
9.4591,12.91679,5964.56,0.784356,0.397029051,3.4372453837
8.34092,12.18896,5315.73,0.7591,0.411201527,2.5403526168
8.74017,11.89427,5106.14,0.75898,0.44632564,3.2005981495
7.14238,8.85498,5219.38,0.75752,0.46971455,4.1828765135
6.26455,8.52393,4690.28,0.706908,0.503862219,4.2251168854
11.35292,13.08925,4114.01,0.740689,0.463231618,3.591141025
6.94398,8.77411,4621.3,0.719505,0.503898543,4.3695806794
11.02998,12.13752,5269.36,0.756921,0.401704854,3.0388060883
9.8,10.5374,4872.25,0.718335,0.461681253,3.8245082757
9.36459,12.6508,6616.27,0.796366,0.332979795,2.8130312501
9.53942,12.01373,6299.23,0.782894,0.353778923,3.0197799718
6.2119,8.39405,4646.51,0.688834,0.508382399,4.265895972
6.41476,8.78085,4249.26,0.698799,0.535896109,4.4993438604
10.81797,12.27646,4521.96,0.742588,0.46624863,3.4566312296
6.74595,8.83177,4647.08,0.726314,0.506414906,4.2713060187
8.64009,12.88615,6350.65,0.760169,0.356527813,2.9327821516
7.5762,12.40761,5863.24,0.775644,0.387250008,3.0182483808
7.14373,9.22055,5099.56,0.749596,0.456561179,3.8215273836
12.81907,13.67862,4197.9,0.752033,0.451401354,2.8470499656
7.20298,9.16791,4749.98,0.750017,0.487086275,3.7512264902
9.42892,11.26683,6405.95,0.794169,0.36370325,3.269418908
10.61045,10.74787,6004.58,0.747023,0.406018519,3.2026629742
7.54039,8.20415,3357.1,0.670248,0.600294251,4.5281852954
8.57859,10.68916,6426.73,0.77142,0.38046249,3.2900203322
8.4898,11.56704,5678.74,0.775589,0.415940999,3.4217872429
7.6392,10.64904,6308.63,0.74704,0.397083508,3.4798256441
11.56168,11.81753,4955.5,0.765459,0.411756627,3.3843980526
8.64787,10.67195,6362.04,0.778135,0.38163231,3.2275286595
10.32469,10.65439,5316.13,0.729642,0.425653188,3.1626938933
8.55388,11.61961,5689.04,0.786454,0.415337668,3.3942861142
8.56582,9.84144,5904.98,0.753409,0.40152923,2.9966494568
5.28687,7.22669,2810.66,0.551532,0.614420141,3.466851282
10.77897,12.97048,5327.41,0.79573,0.418131726,3.3910906926
7.22025,11.09207,5112.23,0.74092,0.455882501,3.2469410246
10.8713,12.22321,5350.77,0.773472,0.420627906,3.2523969033
7.62113,11.2081,5377.72,0.77723,0.447690406,3.5068218735
10.04418,12.64574,5254.58,0.789703,0.437370492,3.4255933787
8.6116,11.17864,6003.67,0.737841,0.382568698,3.1240468537
10.14771,10.69374,5260.49,0.714028,0.421443406,3.8321029767
8.99938,11.5777,5531.66,0.760461,0.411071495,3.1555041614
10.07677,10.76631,4977.44,0.719363,0.456474318,3.8392485373
7.64216,9.73862,5255.54,0.71627,0.47055493,3.1679405167
8.03628,10.21347,5754.21,0.751304,0.416455194,3.1517789706
8.0087,10.40843,5540.92,0.763678,0.448162152,3.2520724151
10.94224,15.09047,5120.99,0.787547,0.349212885,2.6177209164
11.402,12.07491,4049.35,0.740401,0.492218164,3.1854849302
7.19501,10.99622,5584.78,0.739292,0.433064222,3.400244209
8.6268,12.01354,6123.93,0.793571,0.344695761,2.5776451099
10.61536,10.75554,6065.09,0.750882,0.40503459,3.2097351896
8.73242,13.06636,5665.74,0.79742,0.396827271,3.2995022101
10.14079,11.38874,5341.17,0.785441,0.433826336,3.5842022958
7.25762,8.07858,3388.14,0.661602,0.599182189,4.4131075931
5.33899,7.54435,3344.73,0.564836,0.582268712,3.4414618188
11.17601,12.42921,5661.4,0.782216,0.404502832,3.3613367836
8.7971,10.23357,5913.11,0.757248,0.397778733,3.0184155366
8.37149,10.0582,5733.14,0.770075,0.431670708,3.2749237894
7.67729,9.65807,5545.75,0.746021,0.442343068,3.3037451377
11.41329,15.25109,5181.59,0.797453,0.341719667,2.5801819922
6.94105,10.53297,4974.85,0.734611,0.492251042,3.3993925621
8.87143,12.15541,6377.99,0.782402,0.342323297,2.5899241902
10.79172,13.90854,5825.22,0.796599,0.349220027,2.8668287795
10.60062,11.27398,5283.61,0.783065,0.432992876,3.5173054948
7.42485,7.99621,3388.61,0.666821,0.59860939,4.4521502
8.12987,10.11419,5970.8,0.785427,0.413914114,3.3476041592
8.2759,11.64387,5897.65,0.792744,0.41489773,3.4603651514
9.38842,10.83423,6434.51,0.790589,0.35457549,3.2601264101
5.89312,7.51939,3959.08,0.647847,0.542340443,5.3997192219
10.62839,11.08855,5266.54,0.776168,0.425857954,3.7026636084
9.34694,11.92274,5426,0.76399,0.389043346,2.6948210581
9.39933,11.29433,5184.3,0.779263,0.42279819,2.9989116176
11.09585,11.52751,4691.04,0.746421,0.466495423,3.7873068061
7.13588,8.89672,5591.43,0.767319,0.445333737,3.5164271144
12.72434,13.56051,4995.11,0.749124,0.405844916,2.7486657155
5.8017,8.64024,2876.46,0.610864,0.624326089,4.4835929792
7.98814,11.1141,5445.88,0.764837,0.435268836,3.6025509132
7.65668,12.00191,5947.52,0.752542,0.389389545,3.6060505862
13.46255,14.46959,5255.29,0.789482,0.355433027,3.7096153797
6.10688,8.06526,5091.9,0.72831,0.502421924,5.1780372132
6.75254,9.89886,5091.6,0.764767,0.467031652,4.943389186
7.60479,9.31044,4093.03,0.778937,0.515544978,5.2205519777
8.1312,9.78645,4761.99,0.753849,0.50114842,4.6495414787
11.65908,11.84642,4121.32,0.768657,0.49757929,5.111552176
6.60342,8.52985,5068.6,0.785784,0.481550544,5.4753583694
7.61129,9.03641,3689.72,0.747051,0.559381479,4.7058945004
6.45245,6.9411,2676.67,0.669221,0.694318395,7.4810089303
7.41627,8.41036,3642.87,0.729917,0.566645577,4.9463933228
7.70658,7.86136,3915.25,0.759072,0.575747931,6.8523505926
7.72456,9.27193,4919.24,0.756122,0.487599735,3.6042384114
7.72538,9.65862,4866.11,0.75354,0.488975003,3.6844608983
7.84813,9.1925,4185.99,0.752663,0.553101798,4.8752523562
10.27424,11.11306,5339.15,0.763641,0.428455021,4.6486294286
9.69381,10.86691,5974.91,0.759792,0.437477951,4.6079361536
10.13906,11.20167,6189.28,0.798708,0.394338324,4.2722114324
11.06161,11.99781,4222.45,0.739598,0.402697694,2.4510839156
8.13861,10.34121,3372.04,0.632842,0.536930259,3.1512926298
6.38398,7.89923,5022.66,0.719187,0.510920657,5.1649442331
7.3216,9.84138,5019.99,0.761291,0.470485573,4.5365022779
14.44302,18.79491,5071.23,0.797099,0.291583969,2.5433512146
8.53898,10.85845,4299.62,0.6759,0.437375953,2.7529958542
9.6981,11.03138,6207.77,0.78651,0.391287022,4.50254352
12.56551,13.95046,6446.68,0.798815,0.312693426,3.2153625627
9.2617,9.97115,5671.38,0.7323,0.423118135,4.7942700273
