LCD (Å),Sacc (m2/gr),Porosity,Qst-H2 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NH2 - 10 bar (mol/kg)
15.87204,3155.57,0.767992,2.9275424744,58.33333333,0,20.83333333,8.333333333,12.5,0,0,0.3721161269
8.91653,3025.92,0.699781,3.8817073653,58.33333333,0,20.83333333,8.333333333,12.5,0,0,0.2417760155
13.31227,3391.01,0.7721,3.0045334829,58.33333333,0,20.83333333,8.333333333,12.5,0,0,0.3453110808
10.32966,4286.98,0.723887,3.250844042,53.33333333,0,30,6.666666667,10,0,0,0.3583796481
13.79841,3803.9,0.787784,2.5588092978,53.33333333,0,30,6.666666667,10,0,0,0.4588437714
8.13443,4273.42,0.710515,3.4356113198,53.33333333,0,30,6.666666667,10,0,0,0.3246688439
14.40969,4817.54,0.777579,2.6317931845,50,0,36.11111111,5.555555556,8.333333333,0,0,0.4563474202
13.43716,3173.94,0.710599,2.6730353119,50,0,36.11111111,5.555555556,8.333333333,0,0,0.3755564223
12.64558,3283.77,0.690923,3.2471997534,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.3170349987
10.3853,5762.2,0.792696,2.4123585495,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.4808625491
17.71704,3405.32,0.726771,2.6446237848,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.4106217789
8.83803,3763.94,0.707161,3.684259135,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.2891198104
10.37349,5195.64,0.753679,2.6413965249,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,0.4356464751
11.99284,5519.02,0.792607,2.1961864274,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,0.5266467615
17.69571,2970.59,0.694533,2.6099165395,55.55555556,0,33.33333333,7.407407407,3.703703704,0,0,0.3660577252
11.85863,4500.14,0.785639,2.5232877209,60,0,30,6.666666667,3.333333333,0,0,0.4686817776
15.38337,2959.07,0.712574,3.7258081255,60,0,30,6.666666667,3.333333333,0,0,0.3070252529
10.03221,4703.42,0.707404,2.849914879,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,0.3799334339
11.57419,4905.08,0.760057,2.3578842053,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,0.4827680929
17.16632,2652.54,0.661722,3.0949752518,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,0.3399484966
18.58171,5333.83,0.77759,2.2107839,53.33333333,0,36.66666667,6.666666667,3.333333333,0,0,0.5132965399
10.30895,5443.24,0.779017,2.520928108,56,0,28,8,8,0,0,0.441897055
17.72418,3041.12,0.705337,2.6712594199,56,0,28,8,8,0,0,0.3692937823
10.07194,6327.4,0.76439,2.1622758692,53.84615385,0,42.30769231,0,3.846153846,0,0,0.5122698768
16.0516,5816.12,0.789562,1.7873098444,53.84615385,0,42.30769231,0,3.846153846,0,0,0.5877150193
16.86993,4330.63,0.724742,2.318378146,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4487813528
8.64367,4417.82,0.671352,3.3855876256,53.84615385,0,42.30769231,0,3.846153846,0,0,0.3231488241
9.68497,4821.27,0.720738,2.7465939417,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.3912355612
11.90628,5060.82,0.766058,2.2955372516,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.4821936438
15.61072,3374.83,0.712746,3.2138219769,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.3373871567
16.97318,2437.52,0.669652,3.2188135571,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,0.3108581399
18.29188,4849.69,0.75216,2.4367237964,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,0.4569271067
13.0954,4119.41,0.739634,2.4279520786,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,0.4322750714
11.40361,5072.6,0.770498,2.2783506229,53.57142857,0,32.14285714,7.142857143,7.142857143,0,0,0.4782432649
15.76976,2911.04,0.617605,3.1078731463,53.57142857,0,32.14285714,7.142857143,7.142857143,0,0,0.3342626232
10.6722,4243.57,0.69112,2.5905386025,50,0,41.66666667,5.555555556,2.777777778,0,0,0.3942114286
11.42435,4362.17,0.776293,2.3614644218,53.57142857,0,25,7.142857143,14.28571429,0,0,0.4345916318
16.41252,2368.43,0.652135,3.3670285972,53.57142857,0,25,7.142857143,14.28571429,0,0,0.2959055095
18.78535,4631.14,0.795893,2.2210299404,53.57142857,0,25,7.142857143,14.28571429,0,0,0.4679775291
10.50024,5104.79,0.78067,2.4214262901,56,0,28,8,8,0,0,0.4397647256
17.68665,3137.08,0.740725,2.6832616697,56,0,28,8,8,0,0,0.3793848895
11.04798,4521.36,0.794035,2.4444562517,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.469849531
13.31832,4721.57,0.79973,2.4577303472,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4869930765
12.52789,4534.95,0.782229,2.7466714804,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4229992046
7.1897,1150.61,0.459956,4.5222079305,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.1653818715
15.41183,4173.77,0.793117,2.2600396204,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4795158674
9.27189,2867.93,0.655065,3.6737310446,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.2763380663
13.24448,4375.1,0.7321,2.6438351082,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4070604123
17.33286,5320.53,0.795919,2.2920568687,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5046011327
10.04859,4602.15,0.739138,3.1114221613,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3745489317
14.18186,4731.75,0.796728,2.2812728518,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.502510443
8.63469,5227.83,0.753945,3.2078725176,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3863975554
12.33495,5206.13,0.767579,2.5596815501,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4546638814
13.85573,4612.52,0.784287,1.9375265774,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4497901383
16.40723,3065.56,0.712763,2.6562225069,50,0,20.83333333,8.333333333,20.83333333,0,0,0.341952754
16.41862,4281.72,0.789444,1.7802077191,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4744674456
10.14241,6438.99,0.767339,2.1224070294,50,0,37.5,8.333333333,4.166666667,0,0,0.4991190142
15.19196,5707.02,0.796664,1.7998766187,50,0,37.5,8.333333333,4.166666667,0,0,0.5779914968
16.80339,4139.24,0.720525,2.2451397203,50,0,37.5,8.333333333,4.166666667,0,0,0.4496440168
13.25046,4481.51,0.755347,2.6097683722,50,0,30,15,5,0,0,0.420166618
10.39052,4780.42,0.760519,3.0304933667,50,0,30,15,5,0,0,0.3828050179
8.42145,5427.34,0.775359,3.1295037225,50,0,30,15,5,0,0,0.3896312965
6.02695,590.924,0.245682,5.2615408636,50,0,30,15,5,0,0,0.1232261522
10.04031,3938.69,0.752842,3.1082270182,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.3725192858
8.63809,4969.6,0.770626,3.2464975435,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.3703355045
10.96297,4893.27,0.774887,2.6638237024,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.4246695113
16.24837,5190.94,0.776983,2.2907009533,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4729355091
10.12117,4176.67,0.72104,3.1787635159,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3417416514
14.3165,4228.86,0.768927,2.2686472544,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4439424925
13.22338,4043.14,0.748208,2.7238805495,55,0,25,10,10,0,0,0.3870053944
10.07361,4167.17,0.753936,3.1578305674,55,0,25,10,10,0,0,0.3618496376
8.36451,4850.1,0.762965,3.315911354,55,0,25,10,10,0,0,0.3559665882
12.6381,4308.54,0.761512,2.6172100636,55,0,25,10,10,0,0,0.4089942697
9.44867,6004.75,0.78829,2.2496346895,60,0,15,20,5,0,0,0.4621582004
16.75371,3288.66,0.701411,2.532394331,60,0,15,20,5,0,0,0.3955039589
7.81878,3820.09,0.719163,3.5811059215,60,0,15,20,5,0,0,0.3023598862
13.8496,3870.97,0.752798,2.507339999,60,0,15,20,5,0,0,0.3933288582
7.50821,3775.45,0.724434,3.5833863122,60,0,15,20,5,0,0,0.296408162
9.86602,4657.09,0.73801,2.9272144153,60,0,15,20,5,0,0,0.3634125108
9.70648,6125.43,0.791366,2.0993979756,50,0,31.81818182,9.090909091,9.090909091,0,0,0.504240018
16.14052,4624.68,0.762425,2.4336338878,50,0,31.81818182,9.090909091,9.090909091,0,0,0.437095176
12.99251,4562.98,0.77588,2.4222849002,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4465991398
10.91417,4732.29,0.735297,2.7459838816,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3957083944
17.16585,4178.87,0.78751,2.4690913428,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.4276267417
9.01412,3700.06,0.725973,3.3424744343,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.3139384174
8.54569,4081.09,0.727382,3.377994769,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.3181118511
16.68582,4188.54,0.7917,2.4326448739,50,0,20,15,15,0,0,0.4228003035
8.61807,3926.58,0.737517,3.2392183183,50,0,20,15,15,0,0,0.3199055527
7.7023,4380.51,0.793794,2.9672726548,50,0,20,15,15,0,0,0.3688420791
12.22795,3900.95,0.749426,2.6583310152,50,0,20,15,15,0,0,0.3771830672
10.00499,5885.86,0.780562,2.2204406925,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.478981951
16.06957,4195.2,0.750658,2.5419341262,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.408811364
13.43123,4043.39,0.748858,2.385287906,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4131763721
10.67615,4317.22,0.714711,2.8251789021,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.3660244207
9.11887,6596.8,0.755548,2.1743136843,53.84615385,0,42.30769231,0,3.846153846,0,0,0.5062435489
15.11791,5936.36,0.777407,1.7703099468,53.84615385,0,42.30769231,0,3.846153846,0,0,0.5802841489
16.87609,4459.23,0.729074,2.4024081625,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4441146613
13.14037,4584.44,0.734537,2.5951620082,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4281653893
9.08563,5752.07,0.726466,2.4619504416,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.4091055802
15.52706,5108.63,0.762644,1.9944123863,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.4806550881
14.32205,3951.88,0.692535,2.8295050088,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.3467406222
18.79998,4883.64,0.771318,1.8023698838,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.5073924221
7.17214,3600.61,0.633471,3.5694137452,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.2703678243
9.91532,5660.21,0.798442,2.1676109779,50,0,27.27272727,13.63636364,9.090909091,0,0,0.4847340309
15.71949,4684.8,0.77764,2.4833064223,50,0,27.27272727,13.63636364,9.090909091,0,0,0.4379047343
7.78339,4389.39,0.774792,3.1685681655,50,0,27.27272727,13.63636364,9.090909091,0,0,0.3511681777
9.83931,4559.25,0.739815,2.8439489804,50,0,27.27272727,13.63636364,9.090909091,0,0,0.37237612
15.77906,3234.09,0.701449,2.8323599488,50,0,20.83333333,8.333333333,20.83333333,0,0,0.3421444709
6.37141,2763.32,0.600739,3.8467772738,50,0,20.83333333,8.333333333,20.83333333,0,0,0.2112987796
17.19747,4332.73,0.796908,1.873601467,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4724837832
17.17109,2454.89,0.661325,2.7623305867,44.82758621,0,37.93103448,13.79310345,3.448275862,0,0,0.3159049545
11.34401,5551.43,0.780603,2.2155960089,44.82758621,0,37.93103448,13.79310345,3.448275862,0,0,0.4996712699
10.04078,5437.09,0.767167,2.3072490787,50,0,29.16666667,8.333333333,12.5,0,0,0.4351349553
14.40549,4837.21,0.778683,2.133774525,50,0,29.16666667,8.333333333,12.5,0,0,0.4691347093
16.48188,3787.41,0.734774,2.5042125416,50,0,29.16666667,8.333333333,12.5,0,0,0.3887611821
9.64668,4144.31,0.692535,2.9766131931,50,0,29.16666667,8.333333333,12.5,0,0,0.3286121356
9.34382,5084.49,0.730592,2.4474403822,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.3940213457
14.7429,2693.58,0.647349,2.3089815288,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.3235657488
13.5563,3386.84,0.668824,2.6581127195,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.3176957686
7.70041,2988.38,0.630697,3.500815165,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.2587656577
12.43448,4968.13,0.798242,2.430182154,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4843559632
12.0894,4611.52,0.786277,2.8189191484,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4322521931
7.27711,1168.24,0.444504,4.5022790319,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.1596157841
15.62771,4153.96,0.7919,2.2273188756,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4768510436
9.22895,2904.17,0.657944,3.6236054322,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.2695336059
12.80099,4586.04,0.736051,2.6167258686,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4078387345
16.29204,5614.88,0.79807,2.1877471745,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5228468073
9.96722,4653.11,0.736432,3.0585983697,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3809780868
13.83305,4839.36,0.787544,2.2669636629,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.499183915
8.29751,5161.26,0.736357,3.1580984946,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3799193553
11.82111,4933,0.757472,2.6138217427,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4433025088
11.45317,5256.32,0.766738,2.5567270894,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4485353933
10.60732,5944.5,0.793857,2.0998850084,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5100056747
16.31905,4659.11,0.769207,2.456839128,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4462644441
9.23145,4240.6,0.704314,3.258448323,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3235965022
12.85775,4512.99,0.76132,2.3788370257,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4318097727
10.65009,4743.69,0.737906,2.7433617505,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3967517037
10.38865,5363.67,0.752067,2.2411807268,52,0,36,8,4,0,0,0.4610044572
12.80956,6064.02,0.795351,1.9182599796,52,0,36,8,4,0,0,0.5571914353
16.05001,4049.87,0.719442,2.5763190626,52,0,36,8,4,0,0,0.4011718755
7.89975,3939.32,0.653421,3.5544093253,52,0,36,8,4,0,0,0.2932331506
10.71196,4800.08,0.74573,2.3333363703,52,0,36,8,4,0,0,0.4483441979
13.75508,4603.63,0.780409,1.9417793273,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4485795878
15.79589,3049.27,0.699729,2.3413838111,50,0,20.83333333,8.333333333,20.83333333,0,0,0.3223787279
12.50483,3191.46,0.722208,2.724553775,50,0,20.83333333,8.333333333,20.83333333,0,0,0.3231739481
6.04989,3586.85,0.696485,3.6984560424,50,0,20.83333333,8.333333333,20.83333333,0,0,0.2511734489
13.02143,5430.38,0.734402,2.1121650704,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.4497050995
15.9932,3128.52,0.626327,2.7657816648,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.316890655
13.07808,4859.92,0.756378,1.986582187,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.4767737125
12.84576,4952.98,0.799933,2.354497815,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.481125384
7.85573,1708.18,0.539031,4.2297724207,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.2625982905
12.51457,4643.49,0.790955,2.7969584057,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4349620464
7.10339,764.537,0.299259,4.6086561645,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.1740760322
9.08813,5265.23,0.760126,3.2162109277,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3910888129
11.75982,5338.33,0.773882,2.560479866,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4565787675
10.36668,5446.94,0.794148,2.4375475831,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.4699858538
15.77751,4757.49,0.794111,2.8440070316,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.4308894639
12.66675,4486.09,0.756779,2.4964707287,50,0,30,15,5,0,0,0.421574929
9.60536,4402.79,0.751258,2.896375881,50,0,30,15,5,0,0,0.3834773592
9.04255,5318.29,0.776421,3.0882742574,50,0,30,15,5,0,0,0.3959305189
6.13197,528.262,0.245763,5.1278267636,50,0,30,15,5,0,0,0.1365966229
13.38564,5063.84,0.786182,2.4491142349,50,0,30,15,5,0,0,0.4603946824
15.33616,4718.33,0.767933,2.5169300614,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4339393426
11.06458,4346.68,0.727254,2.84327247,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.3760750367
10.78262,4674.83,0.782604,2.5828701477,60,0,35,0,5,0,0,0.4751646618
11.03796,5036.92,0.760588,2.5211570984,60,0,35,0,5,0,0,0.4825830494
12.20632,4627.65,0.768234,2.8685189825,60,0,35,0,5,0,0,0.4326742408
8.83153,5863.3,0.793351,2.9917360328,60,0,35,0,5,0,0,0.4515005897
6.5801,766.891,0.306524,4.4876778365,60,0,35,0,5,0,0,0.1245961997
15.1194,4767.2,0.781052,2.3581742674,60,0,35,0,5,0,0,0.4898425549
8.6849,3158.55,0.623112,3.7322011403,60,0,35,0,5,0,0,0.2516130135
