PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 1 bar (mol/kg)
8.74081,12.29863,5462.47,0.797616,0.390828036,9.3742191639,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.3904677169
13.43892,15.78527,3386.59,0.712083,0.524352188,13.9476026369,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.6705308897
6.19603,7.61866,3422.09,0.645714,0.605396997,11.8368037334,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,0.5367954402
6.18067,6.76018,2005.9,0.521625,0.75602238,17.6867118992,51.72413793,0,34.48275862,10.34482759,3.448275862,0,0,1.1059286882
9.19764,11.23878,4861.4,0.767979,0.43050683,9.9629702526,52.94117647,0,38.23529412,5.882352941,2.941176471,0,0,0.419533859
6.1954,6.74821,1922.88,0.502895,0.759855722,16.6389942049,53.57142857,0,32.14285714,7.142857143,7.142857143,0,0,0.8878541837
7.91075,11.00767,4854.11,0.72106,0.435186518,10.2555773981,50,0,41.66666667,5.555555556,2.777777778,0,0,0.4003675017
14.27438,16.02384,1774.24,0.5288,0.582879464,17.9616460219,50,0,41.66666667,5.555555556,2.777777778,0,0,0.4849543522
5.89452,6.79589,1749.48,0.547123,0.847489468,17.1768237715,53.57142857,0,25,7.142857143,14.28571429,0,0,1.0625178959
9.35428,10.09556,3906.26,0.718978,0.565012983,11.8185312964,56,0,28,8,8,0,0,0.505878011
8.17654,13.81013,4719.43,0.78675,0.452326602,8.2041322076,56,0,28,8,8,0,0,0.320219758
16.21424,17.21273,3333.33,0.755325,0.499835143,14.6344484724,56,0,28,8,8,0,0,0.6095790472
6.22248,6.8401,2883.92,0.634794,0.709552999,14.5144999483,56,0,28,8,8,0,0,0.8798948035
8.40315,14.51457,3237.16,0.69307,0.475645585,12.990914004,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.5255602809
6.1341,8.87327,1766.34,0.460322,0.713468377,14.885164223,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.9444906644
7.10902,7.85248,5406.1,0.777547,0.5253095,10.9866245277,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.6215551298
7.12794,10.98712,4389.61,0.770777,0.527204397,10.2852150952,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.5146111805
9.66586,10.43424,5534.45,0.764164,0.451305183,9.145155182,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3942873976
6.13397,10.14008,4548.72,0.746308,0.50972223,10.6275619121,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5255807679
11.58265,14.13796,4595.25,0.79128,0.416898599,9.1276293859,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3796108696
6.04241,9.12433,5499.24,0.757528,0.522856709,11.686001533,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.709864024
6.07156,6.83856,4517.38,0.70392,0.568544156,12.1447579548,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.6478882478
7.86403,10.05156,3877.26,0.700671,0.569287007,11.4167941053,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5651515249
8.02569,9.61853,3771.63,0.691957,0.614794079,11.1061450768,50,0,20.83333333,8.333333333,20.83333333,0,0,0.3884495042
14.92106,16.3168,3079.38,0.734047,0.547434421,11.1108552991,50,0,20.83333333,8.333333333,20.83333333,0,0,0.3931600696
9.65411,9.99715,5013.78,0.70416,0.48256775,10.0064561064,50,0,37.5,8.333333333,4.166666667,0,0,0.4007720402
8.65182,14.02276,6086.23,0.769222,0.38890877,8.1674439374,50,0,37.5,8.333333333,4.166666667,0,0,0.2968968617
15.93932,16.83786,4066.66,0.751322,0.42556569,10.1617979561,50,0,37.5,8.333333333,4.166666667,0,0,0.3850177911
4.88003,5.99688,3938.11,0.62531,0.610154648,13.9642010098,50,0,37.5,8.333333333,4.166666667,0,0,0.7265973953
6.31816,9.05075,3344.8,0.624314,0.607798308,12.6667737801,50,0,37.5,8.333333333,4.166666667,0,0,0.5786887121
9.12715,10.24814,5812.65,0.78624,0.452380712,8.8754538386,50,0,30,15,5,0,0,0.4015213439
6.09232,11.24385,4539.22,0.769219,0.515022279,9.7773291186,50,0,30,15,5,0,0,0.4940117447
6.08544,8.62485,5315.98,0.769336,0.527485387,11.2294131211,50,0,30,15,5,0,0,0.6535453847
6.22863,6.72059,5213.47,0.73994,0.571150101,11.9450557589,50,0,30,15,5,0,0,0.6566419721
8.03731,10.08199,3960.67,0.724933,0.566998478,10.9465480566,50,0,30,15,5,0,0,0.5239977401
8.78133,10.16324,5440.35,0.779515,0.477574534,9.2691885033,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.3991253393
7.51685,10.18765,3239.98,0.63259,0.539216658,11.4659251718,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.4296345708
5.97748,9.00067,5151.06,0.774091,0.553808715,12.1068396348,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.7513374376
6.25743,6.73075,4243.97,0.71842,0.598595746,11.8257069296,57.89473684,0,21.05263158,15.78947368,5.263157895,0,0,0.6365737472
15.30376,16.77693,4839.98,0.788769,0.429533214,10.2536355464,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4058046127
5.78111,10.13689,4027.8,0.721928,0.55414165,11.1607228963,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5396399735
7.3177,9.12726,4789.2,0.766304,0.494036955,9.2984705073,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4205846827
7.79731,11.93822,3118.56,0.662623,0.543625605,12.7823382726,55,0,25,10,10,0,0,0.4749856601
6.28735,6.60324,848.28,0.319073,0.815438408,15.8169686158,55,0,25,10,10,0,0,0.8705697998
11.54243,14.01,4216.9,0.798631,0.448512804,9.4203048499,55,0,25,10,10,0,0,0.3832669487
5.6834,8.92965,5265.46,0.779376,0.562940054,12.7503015838,55,0,25,10,10,0,0,0.8563398006
6.01727,6.78729,4246.71,0.721633,0.609430443,12.3462387154,55,0,25,10,10,0,0,0.7172506051
9.12189,9.59273,4205.09,0.744402,0.537775697,10.1058325982,60,0,15,20,5,0,0,0.3961328846
8.55572,14.44685,5264.68,0.791869,0.432722446,8.2181410188,60,0,15,20,5,0,0,0.2914215101
16.14399,17.26641,3415.73,0.729964,0.4710726,10.0861049649,60,0,15,20,5,0,0,0.3212495386
6.3628,9.05686,3722.16,0.709459,0.603368237,13.6021270277,60,0,15,20,5,0,0,0.5892287149
10.07035,14.206,3946.98,0.756466,0.493285591,10.8462132799,60,0,15,20,5,0,0,0.3985139307
6.15669,6.73106,4086.55,0.721054,0.620727165,12.8977195517,60,0,15,20,5,0,0,0.7446579164
8.1392,9.47686,4026.18,0.791319,0.54562002,10.0601908953,60,0,15,20,5,0,0,0.4913118897
6.47185,9.21844,3027.29,0.666249,0.669321845,12.0421069944,60,0,15,20,5,0,0,0.5297150374
7.81151,9.49002,5497.03,0.743935,0.49050703,9.9744889055,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4531518544
14.24121,16.34425,5067.48,0.787984,0.429065421,11.037632359,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5042504773
6.71528,10.53531,3754.43,0.700081,0.550396041,12.5689372688,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5575086066
10.67062,13.26312,4482.49,0.762192,0.452227227,9.8630144942,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3888902765
5.14874,9.43017,4063.3,0.691941,0.572174887,11.5179456206,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5667209101
6.742,9.65101,3310.66,0.665041,0.613108994,11.8606289122,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5364492513
9.51342,10.34583,4241.46,0.757486,0.526453455,9.7708409479,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.396144219
7.30773,10.45473,2835.23,0.61025,0.589062159,12.0716807255,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.4047534339
4.98225,8.8029,4491,0.749695,0.608690923,13.6820455561,52.38095238,0,23.80952381,9.523809524,14.28571429,0,0,0.8724134782
7.943,9.78057,5166.23,0.769789,0.526381612,9.5982267583,50,0,20,15,15,0,0,0.395406128
8.02297,11.27155,2812.97,0.643652,0.592688041,11.7141733103,50,0,20,15,15,0,0,0.3408533782
5.34005,6.0138,649.151,0.267183,0.889032062,15.7753385683,50,0,20,15,15,0,0,0.5607926256
5.70713,9.01083,4204.59,0.74611,0.61348993,12.1300122199,50,0,20,15,15,0,0,0.66230113
8.26483,9.64666,4267.28,0.792118,0.535942188,9.3447535583,50,0,20,15,15,0,0,0.4167775626
7.37793,9.38177,4904.68,0.722598,0.521363774,10.4057323758,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4474700455
7.93749,11.23123,5599.3,0.786638,0.417653959,7.919674082,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.3099562622
14.44657,16.34391,4393.84,0.766127,0.454552688,11.5445635554,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4568083678
6.73343,9.59134,3452.65,0.668328,0.582761803,13.6938138688,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.560786086
10.86754,13.41947,3997.19,0.75137,0.477878685,9.6945325496,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.3573338623
8.54442,9.16172,5165.37,0.696036,0.46820372,9.894439131,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4012109775
8.57934,13.49335,6158.44,0.759067,0.375942254,8.1721995495,53.84615385,0,42.30769231,0,3.846153846,0,0,0.3142413834
16.09674,16.50418,3947.61,0.712513,0.415612335,9.7211934568,53.84615385,0,42.30769231,0,3.846153846,0,0,0.3515171154
12.13579,18.56287,5698.92,0.794245,0.318914574,7.3931981673,53.84615385,0,42.30769231,0,3.846153846,0,0,0.2769269698
5.10882,6.18595,4331.7,0.619921,0.589537725,13.884521045,53.84615385,0,42.30769231,0,3.846153846,0,0,0.7571284594
6.74088,7.99399,4594.49,0.670631,0.563057159,11.7063025671,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.5629615628
7.52367,13.7605,5169.48,0.736942,0.449230035,9.161398004,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.3083135511
14.00644,15.65237,4181.55,0.714478,0.493246132,13.0100595341,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.4955021563
8.71101,11.56731,3902.33,0.706876,0.51455818,11.3310193055,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.4354458335
7.33109,8.82994,3661.8,0.710408,0.570596495,10.6655332872,46.15384615,0,34.61538462,7.692307692,11.53846154,0,0,0.4970170087
7.57423,9.88328,4886.36,0.744346,0.523403178,10.1600011315,50,0,27.27272727,13.63636364,9.090909091,0,0,0.4410859256
8.34582,12.50414,5383.95,0.796773,0.420939905,7.613582318,50,0,27.27272727,13.63636364,9.090909091,0,0,0.2850958645
14.27039,16.60802,4452.4,0.782286,0.456532835,11.0001397965,50,0,27.27272727,13.63636364,9.090909091,0,0,0.4294739227
6.9985,9.42265,4112.99,0.745906,0.565482656,11.0413674839,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4098283019
15.42843,16.30459,3276.24,0.742439,0.552678267,12.2491013266,50,0,20.83333333,8.333333333,20.83333333,0,0,0.4288545172
5.85046,8.65191,2283.71,0.520949,0.706601359,15.5488051543,50,0,20.83333333,8.333333333,20.83333333,0,0,0.5593153402
15.93565,16.48948,2653.71,0.626702,0.513993238,20.7343722138,44.82758621,0,37.93103448,13.79310345,3.448275862,0,0,0.6314267722
7.31445,9.90678,4426.25,0.701996,0.560891292,10.9084176327,50,0,29.16666667,8.333333333,12.5,0,0,0.4574885398
15.48899,16.8928,3449.31,0.733631,0.489046994,11.5022683408,50,0,29.16666667,8.333333333,12.5,0,0,0.3475828426
7.79662,9.88684,3545.12,0.645244,0.595766987,11.9935018151,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.4913337576
9.28809,13.71052,3237.03,0.691234,0.544527486,10.9538979322,48.14814815,0,33.33333333,7.407407407,11.11111111,0,0,0.3792657872
8.93116,14.44859,3251.7,0.688128,0.474677256,12.5552692527,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4860936407
6.07962,8.71741,1862.99,0.45381,0.712015884,14.6372717806,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.8557763572
7.11264,8.20879,5290.91,0.779323,0.524408144,10.7727668948,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.5987863584
7.20177,10.61797,4443.99,0.770855,0.524831173,10.2428446222,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.5139184187
7.80948,12.01954,3270.01,0.646296,0.505116197,11.3943047347,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.3881418503
6.50907,6.82292,914.828,0.291341,0.757674296,15.0416024777,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.6382356302
8.01167,9.3612,3890.13,0.702094,0.564566406,11.0944558544,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5385648892
9.10754,9.93014,4794.94,0.740296,0.493258377,9.7106499371,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3933563725
15.74461,17.28719,4156.24,0.786021,0.431379859,10.4289972005,50,0,31.81818182,9.090909091,9.090909091,0,0,0.4174840987
6.00685,10.90077,4077.07,0.707657,0.554011069,11.4320586164,50,0,31.81818182,9.090909091,9.090909091,0,0,0.5259690916
10.94058,13.97718,4440.3,0.759813,0.455482835,9.5889428021,50,0,31.81818182,9.090909091,9.090909091,0,0,0.3622035226
5.08814,6.71551,3843.79,0.655454,0.620641651,12.7715122526,50,0,31.81818182,9.090909091,9.090909091,0,0,0.6204081952
14.3066,16.40578,4584.44,0.751583,0.449585606,12.556290786,52,0,36,8,4,0,0,0.5978412213
7.10435,10.44549,2692.07,0.550176,0.581864956,13.0325960485,52,0,36,8,4,0,0,0.4838847813
5.48521,6.26229,2872.74,0.569454,0.653571355,14.1731708654,52,0,36,8,4,0,0,0.7271966307
14.66447,16.40358,3077.45,0.718512,0.547703701,11.1335731906,50,0,20.83333333,8.333333333,20.83333333,0,0,0.368193668
9.67156,12.16622,3193.12,0.739966,0.566594843,13.4811131065,50,0,20.83333333,8.333333333,20.83333333,0,0,0.5129534332
5.79685,6.10785,1912.86,0.614267,0.809521505,17.294371592,50,0,20.83333333,8.333333333,20.83333333,0,0,1.2776500655
11.728,14.27106,4572.49,0.755708,0.388255173,9.9374078734,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.3134186594
6.35677,8.63886,2315.16,0.48407,0.656914481,13.7349904322,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.4446293298
7.20113,7.41409,1272.57,0.386061,0.792346796,16.4435985564,45.16129032,0,41.93548387,6.451612903,6.451612903,0,0,0.49903622
8.29591,13.87797,3367.62,0.684795,0.474042052,11.3867868513,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.4766570703
6.19695,7.5949,1085.35,0.327487,0.711063078,14.2829331534,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.8365576052
7.40528,8.14885,5349.98,0.795995,0.51734006,10.6603754747,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.6141333417
6.6801,10.63364,4537.08,0.777117,0.527724553,11.0378680999,55.55555556,0,27.77777778,11.11111111,5.555555556,0,0,0.6153387472
8.51574,10.11976,5805.41,0.780671,0.449507477,9.0378344008,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4346549575
8.42612,11.9469,3227.58,0.648099,0.504483687,11.5311461017,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.4043042985
6.17283,6.5362,903.706,0.298592,0.75672553,14.9935051302,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.6850913413
6.01378,9.56624,5247.14,0.749112,0.525420165,11.2420459664,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.6347953747
6.32453,7.22737,4429.31,0.707806,0.565839395,11.5725745964,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5893754726
7.49244,9.65661,3955.62,0.704109,0.566766106,11.3894479309,52.38095238,0,33.33333333,9.523809524,4.761904762,0,0,0.5570868268
8.4826,10.21249,4387,0.736463,0.540171538,11.6080342761,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.5408079182
15.08679,16.86199,4163.64,0.782139,0.468844272,13.1762671668,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.6868109615
6.64957,8.95566,4335.72,0.770512,0.538509168,11.1377104246,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.6196141982
6.77166,7.2164,2740.07,0.637494,0.679147576,14.2472707868,58.33333333,0,29.16666667,8.333333333,4.166666667,0,0,0.7828904167
9.68709,10.50622,5484.76,0.785838,0.455163496,8.9451933083,50,0,30,15,5,0,0,0.3961199905
6.4911,9.96802,4298.15,0.759995,0.513248825,10.9271978906,50,0,30,15,5,0,0,0.5055507749
5.92697,9.61864,5281.02,0.774355,0.526914291,10.8656646027,50,0,30,15,5,0,0,0.5918342146
6.48939,7.27139,4537.35,0.724853,0.569938019,11.2352474011,50,0,30,15,5,0,0,0.5528511481
8.59136,10.45975,4442.52,0.721828,0.521168463,10.0689128588,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4166289208
8.14421,11.444,5364.27,0.78816,0.418212699,7.758134581,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.3007564529
12.9043,15.67673,4576.35,0.770626,0.45649104,10.7855243735,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.4398777264
5.92451,7.83865,5467.75,0.766254,0.530707387,10.5754456521,52.17391304,0,30.43478261,8.695652174,8.695652174,0,0,0.5373327649
8.57297,14.63032,3356.08,0.679052,0.461341396,13.8779308288,60,0,35,0,5,0,0,0.5940691475
6.04274,8.90876,1891.03,0.442428,0.692012094,15.7059635491,60,0,35,0,5,0,0,1.0573137651
7.23178,8.97584,5158.82,0.775681,0.475230702,10.2491651213,60,0,35,0,5,0,0,0.6042703066
6.98332,7.65508,5621.38,0.757953,0.508910056,11.4323472639,60,0,35,0,5,0,0,0.6925572961
7.34918,10.55634,4623.76,0.750438,0.504056446,10.329394474,60,0,35,0,5,0,0,0.5539374233
16.10256,17.11818,4693.93,0.790471,0.425222578,10.7254042826,54.54545455,0,31.81818182,0,13.63636364,0,0,0.4438870145
7.10441,11.66692,3141.99,0.593088,0.540943674,12.3892260991,54.54545455,0,31.81818182,0,13.63636364,0,0,0.505586763
11.70501,14.27398,4579.54,0.792522,0.440410063,11.2198240551,54.54545455,0,31.81818182,0,13.63636364,0,0,0.5086464681
5.71181,6.49372,4481.1,0.700028,0.603090351,12.7848888622,54.54545455,0,31.81818182,0,13.63636364,0,0,0.6807312625
8.62423,12.73415,5161.95,0.767417,0.43102285,10.0332557673,58.82352941,0,38.23529412,0,2.941176471,0,0,0.4668748551
8.48572,10.09397,5421,0.705616,0.470802011,10.3101684242,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4477196093
7.92107,12.92773,6203.76,0.773805,0.377697315,7.6408626484,53.84615385,0,42.30769231,0,3.846153846,0,0,0.3152497729
15.31821,16.82898,4501.11,0.739134,0.417543169,11.678840721,53.84615385,0,42.30769231,0,3.846153846,0,0,0.5065707865
7.47507,8.82441,4667.73,0.715871,0.477630294,9.7118580069,53.84615385,0,42.30769231,0,3.846153846,0,0,0.4578740502
5.69553,7.53349,3248.91,0.763952,0.688117808,13.522565907,56.25,0,18.75,18.75,6.25,0,0,1.149916762
5.82355,8.56281,3333.02,0.770703,0.633986216,13.4473289024,63.15789474,0,31.57894737,0,5.263157895,0,0,1.275609436
5.94578,7.67376,3388.58,0.734152,0.640966795,13.606108766,63.15789474,0,31.57894737,0,5.263157895,0,0,1.2066281806
4.80993,6.95975,3640.91,0.689713,0.594505661,14.9759437609,58.53658537,0,36.58536585,2.43902439,2.43902439,0,0,1.0599893151
15.07742,16.16601,3019.26,0.743058,0.476311038,17.695528695,59.57446809,0,34.04255319,4.255319149,2.127659574,0,0,0.7220641975
10.76868,11.55949,3865.05,0.73759,0.514847059,14.9211521468,57.2815534,0,34.95145631,3.883495146,3.883495146,0,0,0.9023997563
7.75048,9.6194,3643.08,0.731872,0.552018457,12.6623400895,53.84615385,0,30.76923077,7.692307692,7.692307692,0,0,0.6338076527
7.81104,9.72459,3318.74,0.716406,0.562831158,13.249036789,51.85185185,0,33.33333333,11.11111111,3.703703704,0,0,0.6552447872
9.4212,11.01043,4366.07,0.799662,0.511398203,13.988395831,59.25925926,0,29.62962963,7.407407407,3.703703704,0,0,0.8554697661
8.63124,13.41577,4477.74,0.733302,0.44273671,9.0400596787,41.17647059,0,38.23529412,17.64705882,2.941176471,0,0,0.329301322
5.92863,8.40035,5272.89,0.746282,0.486146817,11.4571187882,41.17647059,0,38.23529412,17.64705882,2.941176471,0,0,0.5801035783
9.99772,13.47296,4379.08,0.768983,0.44768294,9.5717214284,46.66666667,0,30,6.666666667,16.66666667,0,0,0.341702596
8.23702,9.1917,5044.27,0.76843,0.497593976,11.0116064209,46.66666667,0,30,6.666666667,16.66666667,0,0,0.5221622937
10.03197,14.72452,5433.01,0.792044,0.371727252,8.4938617491,51.72413793,0,37.93103448,6.896551724,3.448275862,0,0,0.3623853361
8.21491,9.51385,6694.68,0.797808,0.411021455,10.3828933502,51.72413793,0,37.93103448,6.896551724,3.448275862,0,0,0.547587289
10.32073,13.80406,4141.85,0.795214,0.475065127,10.4165864365,53.33333333,0,23.33333333,13.33333333,10,0,0,0.4310456586
6.94559,8.39808,4787.18,0.794243,0.524268112,11.5945857883,53.33333333,0,23.33333333,13.33333333,10,0,0,0.6418367995
9.44299,14.70705,5627.51,0.795573,0.374208607,9.0489310846,47.61904762,0,35.71428571,9.523809524,7.142857143,0,0,0.3874304469
10.22634,11.93597,5193.41,0.793506,0.430243868,10.2592209436,53.33333333,0,30,13.33333333,3.333333333,0,0,0.4503415194
6.73497,8.73322,5542,0.78498,0.477007237,11.262803838,53.33333333,0,30,13.33333333,3.333333333,0,0,0.6436984422
10.21483,10.73901,4970.07,0.777804,0.45589216,9.7046137642,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,0.4215080913
6.80008,8.6545,5290.24,0.776325,0.506206184,11.7446027671,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,0.6765260321
8.23207,9.57864,6002.97,0.76239,0.433775439,10.7394846645,50,0,40.625,6.25,3.125,0,0,0.5584032445
8.30158,12.50167,5420.75,0.780417,0.406578701,8.5153701084,48.57142857,0,34.28571429,14.28571429,2.857142857,0,0,0.3288386804
8.40355,12.38408,4718.76,0.750967,0.435626927,9.3776056709,50,0,37.5,10,2.5,0,0,0.36979225
7.55899,9.63313,4654.63,0.734934,0.52581914,12.3845484986,50,0,32.35294118,11.76470588,5.882352941,0,0,0.7264505418
7.30254,9.51169,3962.89,0.73553,0.578921179,12.9871353791,50,0,26.47058824,11.76470588,11.76470588,0,0,0.7297546176
8.91232,12.39967,4114.08,0.752145,0.486620084,11.5455996978,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,0.3801385505
6.98472,8.48045,4807.22,0.757096,0.540338856,11.5335435157,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,0.5465851358
7.9602,9.3315,6218.07,0.771034,0.442512688,10.8832174016,46.66666667,0,36.66666667,13.33333333,3.333333333,0,0,0.5749516798
6.82901,8.66782,6432.78,0.791029,0.448672914,10.6834029255,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,0.5460595388
7.43199,8.9905,5424.32,0.790962,0.482741212,10.87497548,53.84615385,0,19.23076923,23.07692308,3.846153846,0,0,0.5232778002
7.80106,8.67531,6266.52,0.784482,0.446844575,10.5651320547,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,0.5175700482
8.2639,12.60985,5575.29,0.76782,0.393187425,10.1479128993,50,0,40.625,6.25,3.125,0,0,0.4346674203
6.38376,8.11274,6219.36,0.761888,0.439057554,11.21858752,50,0,40.625,6.25,3.125,0,0,0.6443940431
9.53655,10.97518,5690.24,0.791467,0.42934536,9.5513679282,46.42857143,0,28.57142857,17.85714286,7.142857143,0,0,0.4019781962
7.34752,8.69564,5913.15,0.783839,0.468780019,10.7710702515,46.42857143,0,28.57142857,17.85714286,7.142857143,0,0,0.5170431833
6.89255,7.99424,4709.52,0.756635,0.549380546,11.8525166181,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,0.5757436616
13.70494,15.06839,5837.17,0.795626,0.358218926,8.3277655148,42.85714286,0,37.14285714,17.14285714,2.857142857,0,0,0.361519239
8.90244,9.64172,5251.59,0.743414,0.475691184,10.1720674213,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,0.4522573887
19.15928,19.38086,4394.22,0.790709,0.380077938,10.1563032912,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,0.4006597306
8.06381,10.9933,5639.4,0.779649,0.403000803,8.4444024728,45.45454545,0,33.33333333,12.12121212,9.090909091,0,0,0.3032182625
7.64719,8.5713,6224.75,0.783474,0.447994651,10.450602286,46.42857143,0,32.14285714,14.28571429,7.142857143,0,0,0.4956825837
8.92303,11.67158,4425.62,0.763947,0.488360515,10.8342620297,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,0.3877595289
7.07186,8.68605,4761.7,0.762315,0.541883601,11.4992853231,46.66666667,0,23.33333333,13.33333333,16.66666667,0,0,0.5442255443
8.60703,9.93061,5807.06,0.741857,0.467682861,11.7834117053,43.24324324,0,40.54054054,10.81081081,5.405405405,0,0,0.7022797094
9.26776,10.44275,5381.3,0.791586,0.474298258,11.562343553,53.33333333,0,30,13.33333333,3.333333333,0,0,0.6677398835
7.43759,8.98402,6072.95,0.762024,0.433373463,10.6681452089,50,0,40.625,6.25,3.125,0,0,0.5594938514
9.22135,10.09172,4290.26,0.776016,0.503008063,13.3345073801,56,0,32,8,4,0,0,0.795451847
7.84645,10.00644,6780.12,0.7791,0.369875035,8.0291643635,45.45454545,0,43.18181818,9.090909091,2.272727273,0,0,0.3346193262
8.44407,10.41723,6837.18,0.772326,0.388134335,7.6824364924,40.625,0,40.625,12.5,6.25,0,0,0.3028735199
7.66381,10.56118,7050.86,0.786348,0.338807826,6.96974076,39.02439024,0,46.34146341,9.756097561,4.87804878,0,0,0.2817753313
7.16769,13.2634,5507.98,0.794444,0.418270795,7.9909538989,41.66666667,0,37.5,16.66666667,4.166666667,0,0,0.3652109827
7.59363,10.67856,4539.75,0.793197,0.487592526,9.166165137,48.27586207,0,27.5862069,6.896551724,17.24137931,0,0,0.3929431798
8.11283,9.50875,6120.81,0.783994,0.434237405,9.2851526294,45.45454545,0,34.09090909,9.090909091,11.36363636,0,0,0.4147074968
6.53744,10.14266,6503.71,0.793705,0.437439184,9.831890682,45.45454545,0,34.09090909,9.090909091,11.36363636,0,0,0.4832948525
8.14242,10.90036,6345.21,0.797387,0.403255992,8.3887011719,47.61904762,0,35.71428571,9.523809524,7.142857143,0,0,0.3480040381
7.92975,10.04474,6433.86,0.774366,0.406001724,8.9774911132,45.45454545,0,38.63636364,9.090909091,6.818181818,0,0,0.3623381212
7.93035,9.1436,6445.72,0.770485,0.407497005,9.0183953413,45.45454545,0,38.63636364,9.090909091,6.818181818,0,0,0.3699299346
5.32185,9.50613,3991.23,0.721305,0.581633613,11.4472419499,46.15384615,0,26.92307692,15.38461538,11.53846154,0,0,0.5207426324
3.97342,5.53316,1271.99,0.468964,0.872450419,16.4060266971,46.15384615,0,26.92307692,15.38461538,11.53846154,0,0,0.7606667586
