PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 1 bar (mol/kg)
8.62296,12.07905,4295.45,0.723146,0.519664378,15.6638282204,51.51515152,0,36.36363636,9.090909091,3.03030303,0,0,0.8286780628
10.0922,11.25867,3158.99,0.713226,0.587246923,13.9142215252,51.42857143,0,31.42857143,11.42857143,5.714285714,0,0,0.7596385259
8.31432,10.44845,6725.9,0.786461,0.390771259,8.9083485076,46.80851064,0,40.42553191,8.510638298,4.255319149,0,0,0.3953808914
7.61904,10.61139,6371.1,0.78766,0.39148946,8.934604375,46.80851064,0,40.42553191,8.510638298,4.255319149,0,0,0.4136655275
15.10998,17.22101,4123.59,0.797759,0.384150566,14.4555296049,50,0,36.11111111,11.11111111,2.777777778,0,0,0.6049370121
7.90331,9.92321,3639.52,0.68486,0.576225849,15.6686677147,50,0,36.11111111,11.11111111,2.777777778,0,0,0.8310442765
6.78714,11.9753,5644.92,0.763973,0.432867329,9.9430287793,48.88888889,0,42.22222222,8.888888889,0,0,0,0.4897643373
12.78563,15.90997,4343.18,0.775122,0.400384581,13.9847137679,48.71794872,0,38.46153846,10.25641026,2.564102564,0,0,0.6316110991
6.09473,7.84921,3557.97,0.649104,0.600576872,15.5230643263,48.71794872,0,38.46153846,10.25641026,2.564102564,0,0,0.983730546
8.14456,10.49944,6361.31,0.786765,0.362838372,8.1933079816,46.80851064,0,44.68085106,8.510638298,0,0,0,0.3609164144
10.0838,13.12291,4415.77,0.76051,0.446892841,17.8271051515,48.27586207,0,37.93103448,13.79310345,0,0,0,0.9344714166
10.12969,12.17643,4417.68,0.725007,0.47541821,12.9239744649,45.16129032,0,38.70967742,16.12903226,0,0,0,0.5839896827
10.08934,12.12154,4164.51,0.722245,0.495221711,12.9796165032,50,0,33.33333333,16.66666667,0,0,0,0.5751271615
7.05532,9.22822,5121.16,0.712366,0.495011204,12.0042978785,45.45454545,0,39.39393939,12.12121212,3.03030303,0,0,0.5457343276
6.4114,8.36306,5240.9,0.722114,0.494962578,12.6982971117,45.45454545,0,39.39393939,12.12121212,3.03030303,0,0,0.6402356905
9.76072,17.13227,4419.13,0.78791,0.373824393,9.1720801585,51.61290323,0,29.03225806,19.35483871,0,0,0,0.3327940038
9.76072,11.57803,3298.21,0.66309,0.56073659,11.2229267409,51.61290323,0,29.03225806,19.35483871,0,0,0,0.4566766383
5.95187,8.90254,4667.26,0.709999,0.51917326,11.7016075145,45.45454545,0,36.36363636,15.15151515,3.03030303,0,0,0.5141766868
6.33001,8.58311,5863.16,0.745522,0.464821046,12.1985589076,46.875,0,40.625,12.5,0,0,0,0.6650170225
8.72464,13.5472,6316.96,0.798315,0.355824146,7.5259749376,47.22222222,0,41.66666667,11.11111111,0,0,0,0.3299355012
10.20968,17.76312,3970.24,0.770935,0.40324103,17.3565065586,45.71428571,0,31.42857143,11.42857143,11.42857143,0,0,0.5931035523
9.89224,12.12529,2894.25,0.632023,0.604861544,18.6030939327,45.71428571,0,31.42857143,11.42857143,11.42857143,0,0,0.8315552111
8.28229,13.06245,5605.79,0.759535,0.394694326,8.1418567663,42.85714286,0,45.23809524,9.523809524,2.380952381,0,0,0.3295546118
9.37542,13.06062,4335.9,0.737217,0.449364361,17.0312808103,48.27586207,0,37.93103448,13.79310345,0,0,0,0.7361883542
7.17603,9.51204,3859.62,0.711704,0.547122001,16.1978381797,51.42857143,0,37.14285714,11.42857143,0,0,0,0.8993599311
7.35345,11.91524,4766.48,0.746097,0.479726993,14.6554938135,45.16129032,0,38.70967742,16.12903226,0,0,0,0.6978084453
10.07972,12.10655,4986.4,0.75545,0.437532284,13.4263513773,51.61290323,0,41.93548387,6.451612903,0,0,0,0.7299753608
9.74606,10.38768,4678.42,0.737717,0.503235317,11.5556028362,48.48484848,0,39.39393939,6.060606061,6.060606061,0,0,0.6043135678
8.58948,10.95043,5449.19,0.790224,0.447801273,10.6646339688,58.18181818,0,38.18181818,3.636363636,0,0,0,0.5694349246
8.19533,10.99937,4898.34,0.78174,0.484831151,11.2838286773,50,0,36.95652174,13.04347826,0,0,0,0.6531810813
6.16007,8.81983,4745.07,0.704199,0.524035913,13.1762210423,53.52112676,0,40.84507042,5.633802817,0,0,0,0.8309361204
8.86556,10.27695,6031.97,0.780105,0.428238942,11.5599595674,55.69620253,0,40.50632911,3.797468354,0,0,0,0.6827262769
9.55808,10.74808,5427.37,0.772489,0.442915299,12.2520268438,53.94736842,0,38.15789474,7.894736842,0,0,0,0.667529409
8.49809,9.56805,4648.73,0.790321,0.481139277,8.7824667153,48.48484848,0,21.21212121,12.12121212,18.18181818,0,0,0.3170575823
10.19119,16.71145,4532.66,0.794966,0.398768888,11.0590873965,43.24324324,0,35.13513514,16.21621622,5.405405405,0,0,0.4316892452
9.19224,10.53438,3187.24,0.666864,0.598153332,12.9857386283,43.24324324,0,35.13513514,16.21621622,5.405405405,0,0,0.5706061081
10.05453,16.45416,4308.25,0.745762,0.395911668,11.247200021,48.7804878,0,41.46341463,4.87804878,4.87804878,0,0,0.4188534089
8.58302,9.79111,2751.63,0.578641,0.593867502,13.6312176716,48.7804878,0,41.46341463,4.87804878,4.87804878,0,0,0.5876965197
9.80396,10.36492,5187.41,0.763395,0.442872823,10.5664503723,48.7804878,0,41.46341463,4.87804878,4.87804878,0,0,0.5452371103
10.02602,13.45439,5326.87,0.782732,0.437204507,11.8628070556,51.1627907,0,34.88372093,9.302325581,4.651162791,0,0,0.626939959
9.9213,12.23279,6027.46,0.795173,0.405317162,9.5414032535,51.1627907,0,34.88372093,9.302325581,4.651162791,0,0,0.4236945405
7.28895,9.87705,4934.42,0.751699,0.50169947,10.4233675232,46.80851064,0,27.65957447,12.76595745,12.76595745,0,0,0.4169025517
9.85539,11.63082,4119.62,0.745351,0.523588906,13.71353419,53.33333333,0,30,6.666666667,10,0,0,0.6636267745
9.44323,11.45881,5266.62,0.765006,0.434872852,11.9927650016,53.33333333,0,37.77777778,4.444444444,4.444444444,0,0,0.6055675815
9.86379,11.47736,4468.88,0.758843,0.510678284,12.5743791476,51.1627907,0,25.58139535,9.302325581,13.95348837,0,0,0.5972974097
10.15074,11.95088,4820.29,0.767038,0.475069964,10.0298594417,51.1627907,0,25.58139535,9.302325581,13.95348837,0,0,0.392033783
11.49061,15.83736,4071.51,0.749179,0.505485116,15.0797745154,51.1627907,0,25.58139535,9.302325581,13.95348837,0,0,0.5788094238
9.64287,10.58096,4198.72,0.743259,0.511520929,9.7569514533,46.80851064,0,27.65957447,12.76595745,12.76595745,0,0,0.3778118168
12.69128,14.52833,4645.89,0.779447,0.407994432,9.4286664298,48.7804878,0,31.70731707,14.63414634,4.87804878,0,0,0.349058205
12.02484,12.56086,4932.36,0.797992,0.459401917,9.1940869501,53.65853659,0,26.82926829,9.756097561,9.756097561,0,0,0.4137915933
9.8576,11.61644,3517.11,0.720874,0.578952441,16.2331216123,51.61290323,0,25.80645161,9.677419355,12.90322581,0,0,0.7220370746
9.87695,10.80527,3723.47,0.745541,0.568700163,12.8455555096,54.83870968,0,25.80645161,9.677419355,9.677419355,0,0,0.6653805724
9.88619,10.8034,2565.43,0.680315,0.643673467,14.2796432406,54.54545455,0,21.21212121,12.12121212,12.12121212,0,0,0.7404602543
17.1174,19.4505,3060.07,0.684876,0.465742684,13.5102281535,56.41025641,0,28.20512821,10.25641026,5.128205128,0,0,0.7455963432
9.30231,10.76129,4296.94,0.787333,0.513232378,11.7283644428,56.41025641,0,28.20512821,10.25641026,5.128205128,0,0,0.6868221451
7.12783,9.46327,5188.04,0.768264,0.475318425,10.2174893449,51.28205128,0,33.33333333,10.25641026,5.128205128,0,0,0.4662701955
9.39149,10.65386,4577.78,0.776636,0.47661583,10.6525187875,51.28205128,0,33.33333333,10.25641026,5.128205128,0,0,0.5329002773
17.15041,19.19974,4647.01,0.787583,0.435869859,10.6481005537,50,0,31.57894737,13.15789474,5.263157895,0,0,0.5142674575
8.9949,10.29899,4635.66,0.775831,0.479451638,10.6726027745,50,0,31.57894737,13.15789474,5.263157895,0,0,0.5345328962
16.84945,19.28073,3092.61,0.688789,0.470864855,15.1231242925,51.1627907,0,34.88372093,9.302325581,4.651162791,0,0,0.8249063616
8.38143,9.38247,4257.65,0.743196,0.513742308,11.3539116714,51.1627907,0,34.88372093,9.302325581,4.651162791,0,0,0.6092790494
17.12948,19.46766,4600.1,0.799438,0.437796888,10.5883384896,51.35135135,0,29.72972973,10.81081081,8.108108108,0,0,0.5283412521
9.56059,12.96984,5079.1,0.798356,0.43257225,10.4585423355,51.35135135,0,29.72972973,10.81081081,8.108108108,0,0,0.467949411
10.00398,11.49903,4455.67,0.794558,0.486218488,11.1603184442,51.35135135,0,29.72972973,10.81081081,8.108108108,0,0,0.6143507636
16.91461,17.69587,4270.11,0.753663,0.472712419,11.801910748,48.88888889,0,37.77777778,8.888888889,4.444444444,0,0,0.6048355113
9.93168,10.82032,3805.79,0.727753,0.519374579,11.9290832346,48.88888889,0,37.77777778,8.888888889,4.444444444,0,0,0.6094789672
9.97603,11.33601,4249.02,0.790777,0.520469857,11.0447483521,51.35135135,0,24.32432432,10.81081081,13.51351351,0,0,0.5486716892
7.40817,11.18553,4581.11,0.770507,0.48953711,10.2749068767,51.85185185,0,25.92592593,14.81481481,7.407407407,0,0,0.4410106161
10.00312,12.04321,4460.7,0.778075,0.50021108,12.792380591,51.85185185,0,25.92592593,14.81481481,7.407407407,0,0,0.6100934991
4.69366,6.03617,2049.38,0.614161,0.740772143,16.6578568938,51.85185185,0,25.92592593,14.81481481,7.407407407,0,0,0.9261383699
9.98733,12.01204,3871.61,0.752798,0.54688046,12.6575999352,53.57142857,0,21.42857143,17.85714286,7.142857143,0,0,0.5867774818
7.03845,9.32854,4054.34,0.732361,0.545789615,11.4295922031,48.38709677,0,29.03225806,12.90322581,9.677419355,0,0,0.4891977918
9.63825,11.27965,3074.12,0.690978,0.615827087,11.727594458,55.17241379,0,17.24137931,20.68965517,6.896551724,0,0,0.5097191799
7.8046,10.45813,4950.58,0.780287,0.458157463,9.0143925085,45.71428571,0,31.42857143,11.42857143,11.42857143,0,0,0.3547840015
9.63951,10.6348,5583.67,0.780229,0.454493616,9.995635012,45.71428571,0,31.42857143,11.42857143,11.42857143,0,0,0.4200904474
6.42706,8.59682,4347.27,0.733694,0.571718948,13.8954723894,48.38709677,0,25.80645161,16.12903226,9.677419355,0,0,0.7229494247
16.9788,18.05663,5052.27,0.78575,0.428184193,10.4178485085,44.73684211,0,34.21052632,15.78947368,5.263157895,0,0,0.5213071437
9.20868,10.37833,4834.29,0.756853,0.46806593,10.8311193039,44.73684211,0,34.21052632,15.78947368,5.263157895,0,0,0.5120006546
9.62313,14.2059,5561.35,0.795847,0.407204889,9.0190969584,51.42857143,0,31.42857143,5.714285714,11.42857143,0,0,0.3607595458
9.00992,10.96392,4632.03,0.761645,0.473132006,9.6505284139,47.22222222,0,30.55555556,11.11111111,11.11111111,0,0,0.3994749396
6.50807,9.4007,4482.96,0.758824,0.517679203,11.8618097102,50,0,30,13.33333333,6.666666667,0,0,0.5806130507
10.429,11.58422,5253.16,0.797518,0.433135234,9.9269165952,50,0,32.35294118,11.76470588,5.882352941,0,0,0.480265975
10.15041,17.22949,3674.91,0.776227,0.442777633,17.897534051,48.48484848,0,21.21212121,12.12121212,18.18181818,0,0,0.6016493247
9.60794,11.56697,2683.4,0.636894,0.66416645,18.8693882785,48.48484848,0,21.21212121,12.12121212,18.18181818,0,0,0.8233645437
10.14648,10.92691,4607.99,0.791608,0.496795519,10.893659191,48.48484848,0,21.21212121,12.12121212,18.18181818,0,0,0.5043348414
9.06352,12.62166,5518.57,0.77256,0.427196337,9.030500037,45,0,37.5,10,7.5,0,0,0.3600851124
9.28255,11.03427,4618.56,0.748303,0.471228039,10.6133568564,45,0,37.5,10,7.5,0,0,0.4886434497
9.96341,11.97645,4507.29,0.787627,0.50115054,12.6313545691,51.85185185,0,25.92592593,14.81481481,7.407407407,0,0,0.6100460124
7.17707,9.56298,3771.71,0.720263,0.595968657,12.9001009949,54.54545455,0,27.27272727,12.12121212,6.060606061,0,0,0.704750966
10.04996,12.15952,4088.64,0.74268,0.528705568,12.2677942199,48.27586207,0,27.5862069,17.24137931,6.896551724,0,0,0.5414008636
9.87224,11.68681,4542.84,0.775014,0.493303764,13.1583417189,55.17241379,0,31.03448276,6.896551724,6.896551724,0,0,0.6788295197
9.81353,10.64493,4238.62,0.74954,0.55458645,12.0993840406,51.61290323,0,29.03225806,6.451612903,12.90322581,0,0,0.6225470648
6.67559,8.86504,4275.29,0.718373,0.5293082,11.5947582448,51.42857143,0,37.14285714,5.714285714,5.714285714,0,0,0.5708219436
5.50567,9.45951,4786.96,0.747484,0.511765434,12.8308233764,55.17241379,0,34.48275862,10.34482759,0,0,0,0.7328941477
6.31661,10.79215,4917.11,0.75657,0.464606913,10.064113764,55.17241379,0,34.48275862,10.34482759,0,0,0,0.4690684165
6.62917,7.63869,884.008,0.240317,0.805378288,11.1948679673,55.17241379,0,34.48275862,10.34482759,0,0,0,0.1194304796
9.4212,11.01043,4366.07,0.798865,0.511398203,13.985140597,59.25925926,0,29.62962963,7.407407407,3.703703704,0,0,0.8491749374
12.16284,13.66696,3664.82,0.727092,0.491291945,11.1335013271,45.71428571,0,37.14285714,17.14285714,0,0,0,0.5201182407
6.38394,8.6065,6085.12,0.799261,0.471552066,12.7520892703,45.71428571,0,37.14285714,17.14285714,0,0,0,0.931455911
15.14228,15.62374,3791.7,0.77396,0.475926694,11.5213996764,51.61290323,0,29.03225806,6.451612903,12.90322581,0,0,0.4892565208
7.7981,10.06143,6285.76,0.793748,0.409759541,10.9546402537,51.28205128,0,43.58974359,5.128205128,0,0,0,0.6849496772
13.17124,16.35567,5616.99,0.793943,0.380739814,11.4851947348,53.33333333,0,37.77777778,4.444444444,4.444444444,0,0,0.5575132461
7.48761,11.45299,5584.02,0.781641,0.445818866,10.2122921547,48.88888889,0,28.88888889,13.33333333,8.888888889,0,0,0.4297398576
15.39271,16.86064,5439.55,0.79352,0.439806875,11.9737457445,48.88888889,0,28.88888889,13.33333333,8.888888889,0,0,0.573709691
9.31914,10.30977,3081.23,0.620715,0.534215583,10.7777583387,59.45945946,0,35.13513514,5.405405405,0,0,0,0.287830458
6.50726,7.57025,1143.17,0.35554,0.810189154,11.5528845317,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,0.1414508075
10.58798,15.144,4404.28,0.782677,0.373529753,6.7042561918,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,0.2300895689
9.3453,11.28112,3417.66,0.637223,0.56029463,10.722951767,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,0.3574176999
11.97811,14.2447,4567.67,0.75859,0.494982599,13.7391018547,57.14285714,0,32.14285714,7.142857143,3.571428571,0,0,0.7822380291
15.73774,16.7004,4894.87,0.732067,0.373778392,12.3063492344,53.06122449,0,42.85714286,4.081632653,0,0,0,0.4587576644
13.39781,14.88845,4921.06,0.780243,0.456311558,11.6438603706,53.65853659,0,26.82926829,9.756097561,9.756097561,0,0,0.4794049418
11.20051,19.01688,4336.16,0.791663,0.428888259,11.4199458286,48.88888889,0,20,13.33333333,17.77777778,0,0,0.3994811312
11.20046,12.95838,3238.25,0.698748,0.571851013,13.1432040792,48.88888889,0,20,13.33333333,17.77777778,0,0,0.4939482347
14.59632,15.93926,4217.11,0.751601,0.502634402,12.9895087575,48.88888889,0,20,13.33333333,17.77777778,0,0,0.4957575218
11.39704,12.42021,4592.21,0.741195,0.489225692,12.6419358712,48.88888889,0,28.88888889,13.33333333,8.888888889,0,0,0.5007246409
15.30212,17.11853,4914.49,0.773151,0.44043649,11.8639040284,48.88888889,0,28.88888889,13.33333333,8.888888889,0,0,0.4944695724
6.76422,7.85728,1369.61,0.342057,0.79111407,11.9282558862,56.66666667,0,36.66666667,6.666666667,0,0,0,0.1875321655
8.96159,10.54018,3050.74,0.62228,0.544216974,9.7969073401,57.14285714,0,31.42857143,11.42857143,0,0,0,0.2216884082
9.94749,11.01718,2854.63,0.603322,0.593170232,11.4889222381,59.45945946,0,29.72972973,10.81081081,0,0,0,0.247894241
14.91729,15.5536,4250.66,0.776322,0.470818094,11.6849309378,51.28205128,0,23.07692308,15.38461538,10.25641026,0,0,0.4916622381
6.69394,7.7056,1050.62,0.326106,0.895979581,13.0102319792,55.17241379,0,27.5862069,10.34482759,6.896551724,0,0,0.1941990021
6.5641,7.49028,3712.28,0.735361,0.616820096,12.8755238899,58.62068966,0,27.5862069,10.34482759,3.448275862,0,0,0.9516437703
6.51068,7.55405,791.526,0.239363,0.887976769,11.9396042938,58.62068966,0,27.5862069,10.34482759,3.448275862,0,0,0.1271665956
7.03305,8.78203,4626.51,0.728081,0.485872988,11.305651795,51.1627907,0,34.88372093,9.302325581,4.651162791,0,0,0.5083846799
15.58241,15.94599,3665.92,0.777043,0.455923144,13.5331299299,58.06451613,0,29.03225806,12.90322581,0,0,0,0.6281739185
8.40242,10.73973,4562.25,0.760423,0.453368657,10.3991468574,55.88235294,0,32.35294118,11.76470588,0,0,0,0.4299812014
8.00567,9.77534,4558.9,0.77062,0.541902605,14.6974274075,59.45945946,0,29.72972973,10.81081081,0,0,0,1.1867253919
15.16874,15.91382,4369.85,0.77725,0.416910899,10.833278073,54.54545455,0,39.39393939,6.060606061,0,0,0,0.5256611649
9.83083,14.42122,4681,0.755764,0.375632921,7.6658765796,54.54545455,0,39.39393939,6.060606061,0,0,0,0.2603985684
8.56895,10.12273,3330.91,0.590503,0.563449382,12.8592947411,54.54545455,0,39.39393939,6.060606061,0,0,0,0.4441699707
11.7613,14.21522,3659.15,0.681364,0.51825012,14.5600893227,54.54545455,0,39.39393939,6.060606061,0,0,0,0.7847217713
11.58601,13.31807,5773.67,0.779053,0.383151848,8.9539762787,51.1627907,0,39.53488372,9.302325581,0,0,0,0.4172881565
7.84437,9.70659,4464.6,0.795718,0.554373263,13.1962669213,54.28571429,0,25.71428571,11.42857143,8.571428571,0,0,1.0328691998
11.45273,12.11002,3963.17,0.749397,0.509778924,11.8019843998,56.25,0,28.125,12.5,3.125,0,0,0.5716447228
7.83342,9.14595,4901.29,0.772997,0.497433962,12.465926096,56,0,28,16,0,0,0,0.6178029733
5.05916,9.17384,4683,0.766077,0.510240034,11.5751587494,56,0,28,16,0,0,0,0.6331858808
6.02932,12.05357,5047.56,0.781878,0.453838516,9.6159698789,56,0,28,16,0,0,0,0.4260577734
6.25702,7.44648,1822.06,0.442444,0.780598112,12.187827906,56,0,28,16,0,0,0,0.2588301733
9.13652,11.26988,3806.91,0.679715,0.537342957,10.0077355814,56,0,28,16,0,0,0,0.3430932336
13.5038,14.87231,4232.19,0.763532,0.475738624,11.5219072,56,0,28,16,0,0,0,0.4952052134
9.62607,10.0631,4582.47,0.772723,0.509028191,12.795191972,56,0,28,16,0,0,0,0.6534182502
7.04823,8.21218,4806.44,0.734843,0.527164954,13.7678648795,53.57142857,0,32.14285714,14.28571429,0,0,0,0.8042635303
6.40109,7.49199,932.988,0.249377,0.809817999,11.6595919067,53.57142857,0,32.14285714,14.28571429,0,0,0,0.1269574597
10.39682,14.74095,4434.76,0.771094,0.378434657,6.7467083902,53.57142857,0,32.14285714,14.28571429,0,0,0,0.2244993067
9.44507,11.0461,3275.04,0.616119,0.567651985,10.8419929748,53.57142857,0,32.14285714,14.28571429,0,0,0,0.3486382149
6.00514,8.16282,5196.11,0.792558,0.52307185,12.3403041585,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.8059567129
7.91676,12.64381,4635.4,0.7943,0.481215522,11.3293712738,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.4481535629
11.72946,12.4974,4502.68,0.745044,0.450090172,10.9958678613,51.61290323,0,35.48387097,12.90322581,0,0,0,0.5370679532
14.37614,15.42769,4437.93,0.77189,0.426748801,10.3595989231,51.61290323,0,35.48387097,12.90322581,0,0,0,0.4420493818
6.08658,9.06419,4683.13,0.7443,0.529554777,12.8382792371,51.85185185,0,29.62962963,18.51851852,0,0,0,0.6831736104
6.93643,7.7091,4056.82,0.731277,0.575470515,12.0596524318,51.85185185,0,29.62962963,18.51851852,0,0,0,0.7725971635
10.31544,14.59775,4414.35,0.782969,0.381678082,6.6244029962,51.85185185,0,29.62962963,18.51851852,0,0,0,0.2188269155
9.49878,10.97458,3376.05,0.636746,0.572517123,10.633649687,51.85185185,0,29.62962963,18.51851852,0,0,0,0.3372530021
6.55642,7.66236,3835.07,0.726248,0.598392779,12.4492587395,57.69230769,0,23.07692308,19.23076923,0,0,0,0.7963060846
6.31593,7.47517,868.788,0.303176,0.863199694,12.1298977653,57.69230769,0,23.07692308,19.23076923,0,0,0,0.1232232635
15.0901,15.94929,4365.39,0.793576,0.430005881,11.5037051372,51.72413793,0,31.03448276,13.79310345,3.448275862,0,0,0.5282598736
7.15306,8.10202,4503.68,0.748464,0.556989674,13.8571654916,55.55555556,0,25.92592593,14.81481481,3.703703704,0,0,0.8074023569
5.69454,6.57334,4249.8,0.728881,0.603221893,14.6006303148,59.25925926,0,18.51851852,22.22222222,0,0,0,0.9113806108
5.67707,7.38167,3393.77,0.682754,0.655415406,13.6950268023,59.25925926,0,18.51851852,22.22222222,0,0,0,0.8775082843
7.5217,9.47644,6194.51,0.796332,0.457091729,11.701241449,53.33333333,0,30,13.33333333,3.333333333,0,0,0.7863537301
12.71184,13.72429,4786.2,0.764331,0.425507288,11.2390566893,54.54545455,0,39.39393939,6.060606061,0,0,0,0.5563755896
9.77152,12.46216,4577.52,0.743319,0.39020936,7.8509583497,54.54545455,0,39.39393939,6.060606061,0,0,0,0.259451267
7.32278,8.39241,2935.02,0.546822,0.58531404,13.7168310942,54.54545455,0,39.39393939,6.060606061,0,0,0,0.4729159113
5.28347,7.53173,5719.01,0.754171,0.490163664,12.3910999097,48.48484848,0,33.33333333,12.12121212,6.060606061,0,0,0.8081546623
9.37382,13.05277,5706.92,0.793515,0.393928257,11.0185487272,48.48484848,0,33.33333333,12.12121212,6.060606061,0,0,0.4956239921
7.08005,10.4058,5930.59,0.785324,0.421518758,9.127925124,48.48484848,0,33.33333333,12.12121212,6.060606061,0,0,0.4071805017
15.20956,16.13064,3966.24,0.78193,0.454072281,11.1486344933,51.72413793,0,27.5862069,17.24137931,3.448275862,0,0,0.4831112441
5.91961,7.65209,5039.62,0.784215,0.536359269,12.3601117609,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.8280428588
8.89985,12.19237,4107.19,0.797324,0.476555612,10.9938427654,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.3830416046
6.28314,7.01783,2220.37,0.62777,0.714833418,14.620077605,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.4721268524
14.34237,15.41838,3443.8,0.746332,0.484671354,11.5743498884,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,0.4265927496
7.57896,9.53381,5573.88,0.795691,0.479088868,11.9231442858,51.61290323,0,29.03225806,12.90322581,6.451612903,0,0,0.8172219846
4.99342,9.18088,4208.69,0.739102,0.538948145,12.2684943209,56,0,28,16,0,0,0,0.6454367973
6.80015,7.94561,1556.81,0.380469,0.788352438,11.730243653,53.57142857,0,32.14285714,14.28571429,0,0,0,0.1931735134
12.0885,14.49426,4414.49,0.749594,0.492184816,13.3365239169,53.57142857,0,32.14285714,14.28571429,0,0,0,0.726090886
5.80791,7.66164,5141.66,0.790322,0.52548565,12.2286927939,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.8176246192
10.09844,13.27194,3830.89,0.776812,0.4597846,8.8906674846,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.2651561074
6.13523,7.60643,2670.12,0.628668,0.6896769,14.0215372432,51.61290323,0,22.58064516,12.90322581,12.90322581,0,0,0.5589011956
5.18122,9.17156,4767.65,0.771954,0.511465047,11.5361730769,56,0,28,16,0,0,0,0.6489404377
7.73373,8.79732,1713.21,0.452145,0.775962308,11.6919907809,56,0,28,16,0,0,0,0.2398850624
10.80077,13.0103,3812.38,0.698113,0.510533314,9.3726181957,56,0,28,16,0,0,0,0.3185114398
10.80077,11.20135,2027.43,0.50787,0.680711085,10.6298727747,56,0,28,16,0,0,0,0.2306507004
10.06226,10.87837,4741.79,0.771535,0.50492432,12.0039872029,56,0,28,16,0,0,0,0.6026881038
7.37025,10.07058,4360.96,0.744532,0.526550485,12.3344434065,51.85185185,0,29.62962963,18.51851852,0,0,0,0.5843590931
7.95478,8.88831,1256.47,0.366399,0.817731081,11.2665823767,51.85185185,0,29.62962963,18.51851852,0,0,0,0.1625355936
10.90377,12.14809,3521.44,0.673196,0.566876013,12.0363279143,51.85185185,0,29.62962963,18.51851852,0,0,0,0.4190696627
14.2279,16.11177,3862.71,0.772581,0.450262461,11.9028658269,53.33333333,0,30,13.33333333,3.333333333,0,0,0.4832569857
5.12803,9.4046,4693.72,0.762143,0.493691293,11.8444975973,59.25925926,0,33.33333333,7.407407407,0,0,0,0.6946329384
7.14049,7.95189,4417.14,0.76065,0.5270933,11.4675302706,59.25925926,0,33.33333333,7.407407407,0,0,0,0.7866274992
6.47502,7.58534,1745.74,0.411852,0.758615031,11.8410571849,59.25925926,0,33.33333333,7.407407407,0,0,0,0.2419890754
9.38082,10.29352,4636.19,0.759959,0.493207488,12.3399969444,59.25925926,0,33.33333333,7.407407407,0,0,0,0.6526301124
6.24896,7.39624,1239.33,0.339917,0.856166526,11.9872014828,55.17241379,0,31.03448276,6.896551724,6.896551724,0,0,0.1951932909
15.46018,16.02218,4316.39,0.776617,0.418153123,11.2096743367,54.54545455,0,39.39393939,6.060606061,0,0,0,0.5131094219
10.09068,13.99044,5854.05,0.796914,0.389907778,11.5236776291,54.54545455,0,39.39393939,6.060606061,0,0,0,0.5446193369
4.44076,5.33605,2979.71,0.697133,0.679515315,17.5467850255,54.05405405,0,24.32432432,21.62162162,0,0,0,1.5849087438
10.87067,11.68718,2403.91,0.648426,0.564586049,11.5658889399,51.61290323,0,32.25806452,9.677419355,6.451612903,0,0,0.2864554004
10.39021,10.99187,1863.1,0.612743,0.704798714,19.3389907924,48.48484848,0,21.21212121,12.12121212,18.18181818,0,0,0.5809131502
7.23143,9.55096,4837.58,0.743761,0.501623538,16.1632134371,55.29411765,0,40,4.705882353,0,0,0,0.94390263
7.379,8.26783,4378.66,0.754906,0.546280079,18.6296006813,58.02469136,0,32.09876543,4.938271605,4.938271605,0,0,1.6492290861
10.29336,11.59321,2517.59,0.773519,0.604960489,11.1708666531,55.17241379,0,27.5862069,6.896551724,10.34482759,0,0,0.4539784752
9.09608,10.18125,3218.48,0.693203,0.567390971,17.1242069856,50,0,40.625,9.375,0,0,0,0.9732772923
10.00427,16.68756,4917.32,0.793875,0.363015116,10.7489727149,41.02564103,0,43.58974359,15.38461538,0,0,0,0.4401251111
9.09572,10.47327,3527.79,0.662133,0.544522674,12.7405337954,41.02564103,0,43.58974359,15.38461538,0,0,0,0.5837583405
10.28528,10.95976,2480.94,0.639516,0.610836813,21.975327131,45.71428571,0,37.14285714,5.714285714,11.42857143,0,0,1.1289238211
8.76857,14.99431,4904.2,0.797833,0.428954078,11.1080536495,51.28205128,0,33.33333333,5.128205128,10.25641026,0,0,0.4787328171
10.18803,15.26347,6900.87,0.790391,0.329470883,8.4832928988,49.05660377,0,47.16981132,3.773584906,0,0,0,0.3971454885
13.70679,14.91627,3666.62,0.747145,0.484559092,11.6726154409,53.33333333,0,31.11111111,6.666666667,8.888888889,0,0,0.4888042669
10.78069,11.63494,2390.96,0.649056,0.560754667,11.1757807442,53.125,0,34.375,6.25,6.25,0,0,0.2893367423
