PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 0.1 bar (mol/kg)
7.68803,11.05903,6134.13,0.768272,0.392924887,9.8600387025,54.02298851,0,41.37931034,4.597701149,0,0,0,0.0454464301
7.95204,10.27908,5102.78,0.795815,0.470264176,10.3856570375,54.92957746,0,30.98591549,14.08450704,0,0,0,0.0541198535
4.294,7.44021,2644.24,0.603302,0.659312319,14.0008351978,54.92957746,0,30.98591549,14.08450704,0,0,0,0.0633925403
6.93253,8.03288,5159.5,0.781036,0.487494768,9.8426299632,53.68421053,0,29.47368421,16.84210526,0,0,0,0.0473092253
7.47915,10.60016,5291.83,0.787046,0.454607398,10.5048582915,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0589185722
7.42575,8.24054,5404.07,0.768767,0.469213647,10.1616773154,58.87850467,0,37.38317757,3.738317757,0,0,0,0.0544315564
11.02301,12.18622,5543.04,0.787391,0.359054459,12.2452916941,56.92307692,0,38.97435897,4.102564103,0,0,0,0.0545361884
11.07555,11.74912,4321.21,0.765991,0.467299009,14.1024634112,59.5959596,0,36.36363636,4.04040404,0,0,0,0.1005178441
9.99297,11.15253,6441.35,0.797882,0.393360468,9.552861044,51.80722892,0,36.14457831,7.228915663,4.819277108,0,0,0.0441953365
7.18908,8.76919,5070.61,0.726618,0.4844353,9.8333826013,47.25274725,0,35.16483516,8.791208791,8.791208791,0,0,0.0365022292
9.81033,11.04727,4918.86,0.754396,0.471788567,9.568899807,49.42528736,0,27.5862069,9.195402299,13.79310345,0,0,0.033685581
8.80106,11.38935,6010.3,0.794819,0.382436379,9.2688479748,50.58823529,0,42.35294118,7.058823529,0,0,0,0.0439265295
4.40355,6.81642,1548.65,0.541349,0.667538203,15.4326668352,56,0,40,4,0,0,0,0.0883149215
3.90572,6.83687,1647.08,0.478491,0.706899432,15.9052138626,58.33333333,0,33.33333333,4.166666667,4.166666667,0,0,0.1024922121
8.80303,11.32849,5691.22,0.785594,0.399892994,9.3370310449,48.31460674,0,42.69662921,8.988764045,0,0,0,0.0414140975
10.72233,11.21775,4407.32,0.70608,0.461102065,9.819343228,43.43434343,0,44.44444444,12.12121212,0,0,0,0.03882894
8.60678,9.80067,5035.21,0.754572,0.44121924,8.9811725005,45.26315789,0,37.89473684,12.63157895,4.210526316,0,0,0.0311892553
6.70882,8.97682,5260.99,0.733509,0.466857945,9.849115448,45.26315789,0,37.89473684,12.63157895,4.210526316,0,0,0.0367332154
7.10499,9.00495,5252.23,0.74034,0.454260375,9.0114050158,47.25274725,0,39.56043956,4.395604396,8.791208791,0,0,0.0350573204
9.79658,10.38637,5657.44,0.763495,0.443009371,8.9569990029,49.42528736,0,32.18390805,4.597701149,13.79310345,0,0,0.0315455212
12.38213,15.37624,4850.29,0.790044,0.350744242,8.2535099411,51.51515152,0,36.36363636,4.04040404,8.080808081,0,0,0.0288202773
9.45605,11.28894,5518.41,0.787307,0.407089566,9.9370991871,53.08641975,0,34.56790123,4.938271605,7.407407407,0,0,0.0402069893
10.81251,11.34676,4815.49,0.758103,0.446470181,9.4607529778,53.08641975,0,34.56790123,4.938271605,7.407407407,0,0,0.0379971897
11.37957,12.63065,5537.78,0.760751,0.377193587,10.1598665687,51.2195122,0,42.27642276,3.25203252,3.25203252,0,0,0.0434335291
8.51193,12.16602,5818.48,0.775691,0.404749256,9.7037467732,52.94117647,0,37.64705882,4.705882353,4.705882353,0,0,0.0416088274
13.1567,14.76289,5584.52,0.767021,0.371321707,8.6673331478,47.6635514,0,41.12149533,11.21495327,0,0,0,0.0325122558
8.12024,13.46061,5604.88,0.789371,0.384284587,9.9659153482,53.15315315,0,36.03603604,7.207207207,3.603603604,0,0,0.0403444946
9.32725,12.06336,5842.46,0.784419,0.384683431,8.6723976753,47.6635514,0,33.64485981,11.21495327,7.476635514,0,0,0.0294803497
8.70124,10.3095,5698.09,0.766608,0.406758242,8.889230866,49.42528736,0,39.08045977,6.896551724,4.597701149,0,0,0.0341850941
8.99105,10.93093,5806.02,0.779903,0.400083986,9.0013597711,51.72413793,0,39.08045977,6.896551724,2.298850575,0,0,0.0346296287
9.51355,11.34729,5208.01,0.781988,0.43363783,10.0698446812,54.21686747,0,31.3253012,7.228915663,7.228915663,0,0,0.0400874833
8.50564,11.33421,4733.09,0.758927,0.478029168,11.1883261721,54.02298851,0,27.5862069,9.195402299,9.195402299,0,0,0.0407619829
10.86578,13.94118,5807.82,0.795208,0.35615327,8.3521972221,49.51456311,0,38.83495146,7.766990291,3.883495146,0,0,0.0341334178
6.55816,8.95112,4284.36,0.709015,0.535914078,12.952910616,51.51515152,0,32.32323232,8.080808081,8.080808081,0,0,0.0579146798
9.4591,12.91679,5964.56,0.784356,0.397029051,9.1848698003,49.54954955,0,36.03603604,7.207207207,7.207207207,0,0,0.0361666379
8.34092,12.18896,5315.73,0.7591,0.411201527,8.1892766366,49.54954955,0,36.03603604,7.207207207,7.207207207,0,0,0.0277510033
8.74017,11.89427,5106.14,0.75898,0.44632564,9.6513212939,54.02298851,0,32.18390805,9.195402299,4.597701149,0,0,0.0363929752
7.14238,8.85498,5219.38,0.75752,0.46971455,11.5921436159,54.02298851,0,32.18390805,9.195402299,4.597701149,0,0,0.051559086
6.26455,8.52393,4690.28,0.706908,0.503862219,11.4348468704,53.39805825,0,38.83495146,7.766990291,0,0,0,0.0542358453
11.35292,13.08925,4114.01,0.740689,0.463231618,10.0836865198,51.51515152,0,36.36363636,8.080808081,4.04040404,0,0,0.0394449094
6.94398,8.77411,4621.3,0.719505,0.503898543,12.9375758074,51.51515152,0,36.36363636,8.080808081,4.04040404,0,0,0.0637058775
11.02998,12.13752,5269.36,0.756921,0.401704854,8.7426013834,51.64835165,0,39.56043956,4.395604396,4.395604396,0,0,0.0327465027
9.8,10.5374,4872.25,0.718335,0.461681253,10.1602376874,51.64835165,0,39.56043956,4.395604396,4.395604396,0,0,0.0415906597
9.36459,12.6508,6616.27,0.796366,0.332979795,7.3823492336,48.51485149,0,41.58415842,9.900990099,0,0,0,0.0292707826
9.53942,12.01373,6299.23,0.782894,0.353778923,7.8295174087,49.54954955,0,43.24324324,7.207207207,0,0,0,0.0309711849
6.2119,8.39405,4646.51,0.688834,0.508382399,11.9669032887,49.54954955,0,43.24324324,7.207207207,0,0,0,0.0581995901
6.41476,8.78085,4249.26,0.698799,0.535896109,13.1736441418,51.40186916,0,37.38317757,7.476635514,3.738317757,0,0,0.068318446
10.81797,12.27646,4521.96,0.742588,0.46624863,10.0330471291,51.57894737,0,33.68421053,8.421052632,6.315789474,0,0,0.0376962004
6.74595,8.83177,4647.08,0.726314,0.506414906,12.2749513907,51.57894737,0,33.68421053,8.421052632,6.315789474,0,0,0.0556658034
8.64009,12.88615,6350.65,0.760169,0.356527813,8.0668836139,47.82608696,0,45.2173913,6.956521739,0,0,0,0.0322970102
7.5762,12.40761,5863.24,0.775644,0.387250008,9.1342646452,49.54954955,0,39.63963964,7.207207207,3.603603604,0,0,0.0340572864
7.14373,9.22055,5099.56,0.749596,0.456561179,10.1817853037,50.53763441,0,38.70967742,8.602150538,2.150537634,0,0,0.0451829065
12.81907,13.67862,4197.9,0.752033,0.451401354,8.5614836113,52.80898876,0,31.46067416,8.988764045,6.741573034,0,0,0.0298408094
7.20298,9.16791,4749.98,0.750017,0.487086275,10.30898419,52.80898876,0,31.46067416,8.988764045,6.741573034,0,0,0.0438376319
9.42892,11.26683,6405.95,0.794169,0.36370325,8.8641596496,49.36708861,0,40.50632911,10.12658228,0,0,0,0.0375983455
10.61045,10.74787,6004.58,0.747023,0.406018519,8.6029980519,49.36708861,0,40.50632911,10.12658228,0,0,0,0.0330762077
7.54039,8.20415,3357.1,0.670248,0.600294251,12.2354048626,52,0,32,10.66666667,5.333333333,0,0,0.0588489953
8.57859,10.68916,6426.73,0.77142,0.38046249,8.9531500113,48.23529412,0,42.35294118,9.411764706,0,0,0,0.036435106
8.4898,11.56704,5678.74,0.775589,0.415940999,9.7052056661,50.61728395,0,34.56790123,9.87654321,4.938271605,0,0,0.0393140291
7.6392,10.64904,6308.63,0.74704,0.397083508,9.6966610664,47.25274725,0,43.95604396,8.791208791,0,0,0,0.0391306633
11.56168,11.81753,4955.5,0.765459,0.411756627,9.5813136104,49.42528736,0,36.7816092,9.195402299,4.597701149,0,0,0.0376988976
8.64787,10.67195,6362.04,0.778135,0.38163231,8.7081679893,46.98795181,0,40.96385542,12.04819277,0,0,0,0.0348985616
10.32469,10.65439,5316.13,0.729642,0.425653188,8.8584480286,46.98795181,0,40.96385542,12.04819277,0,0,0,0.0335502007
8.55388,11.61961,5689.04,0.786454,0.415337668,9.4262807242,49.36708861,0,32.91139241,12.65822785,5.063291139,0,0,0.0372885429
8.56582,9.84144,5904.98,0.753409,0.40152923,8.5209374335,47.12643678,0,41.37931034,9.195402299,2.298850575,0,0,0.0326816342
5.28687,7.22669,2810.66,0.551532,0.614420141,13.3020304255,47.12643678,0,41.37931034,9.195402299,2.298850575,0,0,0.0443001193
10.77897,12.97048,5327.41,0.79573,0.418131726,9.1999359934,51.89873418,0,30.37974684,10.12658228,7.594936709,0,0,0.0361394743
7.22025,11.09207,5112.23,0.74092,0.455882501,11.693505411,54.43037975,0,25.3164557,15.18987342,5.063291139,0,0,0.0466616615
10.8713,12.22321,5350.77,0.773472,0.420627906,9.1128631564,49.39759036,0,33.73493976,9.638554217,7.228915663,0,0,0.0354592256
7.62113,11.2081,5377.72,0.77723,0.447690406,10.5054180601,50.61728395,0,29.62962963,9.87654321,9.87654321,0,0,0.0429425471
10.04418,12.64574,5254.58,0.789703,0.437370492,9.3971015006,49.36708861,0,27.84810127,12.65822785,10.12658228,0,0,0.0365037146
8.6116,11.17864,6003.67,0.737841,0.382568698,8.9657053184,49.47368421,0,46.31578947,4.210526316,0,0,0,0.0338406527
10.14771,10.69374,5260.49,0.714028,0.421443406,9.7669169827,49.47368421,0,46.31578947,4.210526316,0,0,0,0.0415488014
8.99938,11.5777,5531.66,0.760461,0.411071495,8.9809407626,51.64835165,0,39.56043956,4.395604396,4.395604396,0,0,0.0331959362
10.07677,10.76631,4977.44,0.719363,0.456474318,10.2475222463,51.64835165,0,39.56043956,4.395604396,4.395604396,0,0,0.0435126742
7.64216,9.73862,5255.54,0.71627,0.47055493,9.7267386329,47.25274725,0,35.16483516,8.791208791,8.791208791,0,0,0.0356966445
8.03628,10.21347,5754.21,0.751304,0.416455194,9.2428713352,47.12643678,0,39.08045977,11.49425287,2.298850575,0,0,0.0351418051
8.0087,10.40843,5540.92,0.763678,0.448162152,9.6282235996,49.39759036,0,31.3253012,12.04819277,7.228915663,0,0,0.0370009627
10.94224,15.09047,5120.99,0.787547,0.349212885,8.4367202553,47.25274725,0,35.16483516,8.791208791,8.791208791,0,0,0.0291634851
11.402,12.07491,4049.35,0.740401,0.492218164,10.2421231054,49.42528736,0,27.5862069,9.195402299,13.79310345,0,0,0.0354736939
7.19501,10.99622,5584.78,0.739292,0.433064222,10.0907610702,47.25274725,0,39.56043956,8.791208791,4.395604396,0,0,0.0384965668
8.6268,12.01354,6123.93,0.793571,0.344695761,7.5259050268,46.39175258,0,41.2371134,8.24742268,4.12371134,0,0,0.0283025395
10.61536,10.75554,6065.09,0.750882,0.40503459,8.5832297917,49.36708861,0,40.50632911,10.12658228,0,0,0,0.0343512466
8.73242,13.06636,5665.74,0.79742,0.396827271,9.4680041557,52,0,32,10.66666667,5.333333333,0,0,0.0368600719
10.14079,11.38874,5341.17,0.785441,0.433826336,9.0709878228,52,0,32,10.66666667,5.333333333,0,0,0.0376561286
7.25762,8.07858,3388.14,0.661602,0.599182189,12.1625357498,52,0,32,10.66666667,5.333333333,0,0,0.0566430927
5.33899,7.54435,3344.73,0.564836,0.582268712,12.2598001012,48.23529412,0,42.35294118,9.411764706,0,0,0,0.0426856295
11.17601,12.42921,5661.4,0.782216,0.404502832,9.0810625679,50.61728395,0,34.56790123,9.87654321,4.938271605,0,0,0.0357900449
8.7971,10.23357,5913.11,0.757248,0.397778733,8.5831225753,47.12643678,0,41.37931034,9.195402299,2.298850575,0,0,0.0333505022
8.37149,10.0582,5733.14,0.770075,0.431670708,9.1838318456,49.39759036,0,33.73493976,9.638554217,7.228915663,0,0,0.0361467966
7.67729,9.65807,5545.75,0.746021,0.442343068,9.7833748411,50.56179775,0,35.95505618,8.988764045,4.494382022,0,0,0.0375648482
11.41329,15.25109,5181.59,0.797453,0.341719667,8.088231008,47.25274725,0,35.16483516,8.791208791,8.791208791,0,0,0.0284067637
6.94105,10.53297,4974.85,0.734611,0.492251042,10.9145610558,49.42528736,0,27.5862069,9.195402299,13.79310345,0,0,0.0429110104
8.87143,12.15541,6377.99,0.782402,0.342323297,7.3922890097,44.76190476,0,45.71428571,7.619047619,1.904761905,0,0,0.0280626176
10.79172,13.90854,5825.22,0.796599,0.349220027,8.0778205188,46.53465347,0,39.6039604,7.920792079,5.940594059,0,0,0.0301285034
10.60062,11.27398,5283.61,0.783065,0.432992876,8.9396026402,52,0,32,10.66666667,5.333333333,0,0,0.0364005089
7.42485,7.99621,3388.61,0.666821,0.59860939,12.1466506942,52,0,32,10.66666667,5.333333333,0,0,0.0566991749
8.12987,10.11419,5970.8,0.785427,0.413914114,9.0011916788,50.61728395,0,34.56790123,9.87654321,4.938271605,0,0,0.0367304717
8.2759,11.64387,5897.65,0.792744,0.41489773,9.3327273723,49.36708861,0,32.91139241,12.65822785,5.063291139,0,0,0.0386840119
9.38842,10.83423,6434.51,0.790589,0.35457549,8.235770599,51.80722892,0,43.37349398,4.819277108,0,0,0,0.0341105467
5.89312,7.51939,3959.08,0.647847,0.542340443,12.4428563544,51.80722892,0,43.37349398,4.819277108,0,0,0,0.0670609755
10.62839,11.08855,5266.54,0.776168,0.425857954,9.1882479073,54.43037975,0,35.44303797,5.063291139,5.063291139,0,0,0.0386134221
9.34694,11.92274,5426,0.76399,0.389043346,7.915167781,49.42528736,0,41.37931034,4.597701149,4.597701149,0,0,0.0277768718
9.39933,11.29433,5184.3,0.779263,0.42279819,9.0765414853,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0322317901
11.09585,11.52751,4691.04,0.746421,0.466495423,10.2520565841,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0405141651
7.13588,8.89672,5591.43,0.767319,0.445333737,9.6367089015,51.80722892,0,33.73493976,4.819277108,9.638554217,0,0,0.0403969482
12.72434,13.56051,4995.11,0.749124,0.405844916,8.1026140994,51.64835165,0,39.56043956,4.395604396,4.395604396,0,0,0.0288793518
5.8017,8.64024,2876.46,0.610864,0.624326089,13.828659328,59.05511811,0,34.64566929,3.149606299,3.149606299,0,0,0.0642106465
7.98814,11.1141,5445.88,0.764837,0.435268836,9.4364615543,50,0,39.39393939,10.60606061,0,0,0,0.0379664501
7.65668,12.00191,5947.52,0.752542,0.389389545,8.8924515591,52.60663507,0,43.60189573,3.791469194,0,0,0,0.0379476047
13.46255,14.46959,5255.29,0.789482,0.355433027,9.1338038756,53.15315315,0,43.24324324,3.603603604,0,0,0,0.0401424829
6.10688,8.06526,5091.9,0.72831,0.502421924,11.902650949,60.6557377,0,36.06557377,3.278688525,0,0,0,0.063615476
6.75254,9.89886,5091.6,0.764767,0.467031652,9.9997569208,60.6557377,0,36.06557377,3.278688525,0,0,0,0.0518129518
7.60479,9.31044,4093.03,0.778937,0.515544978,11.3640223661,64.9122807,0,31.57894737,0,3.50877193,0,0,0.0605598759
8.1312,9.78645,4761.99,0.753849,0.50114842,9.8458535328,67.56756757,0,32.43243243,0,0,0,0,0.0485278347
11.65908,11.84642,4121.32,0.768657,0.49757929,11.3059170779,67.56756757,0,32.43243243,0,0,0,0,0.0634876935
6.60342,8.52985,5068.6,0.785784,0.481550544,13.1872406293,67.56756757,0,32.43243243,0,0,0,0,0.0921501962
7.61129,9.03641,3689.72,0.747051,0.559381479,10.5674910741,62.71186441,0,30.50847458,0,6.779661017,0,0,0.0487990267
6.45245,6.9411,2676.67,0.669221,0.694318395,15.2236822987,64.9122807,0,31.57894737,0,3.50877193,0,0,0.1439911986
7.41627,8.41036,3642.87,0.729917,0.566645577,11.0668132313,58.73015873,0,34.92063492,6.349206349,0,0,0,0.0532255878
7.70658,7.86136,3915.25,0.759072,0.575747931,12.1023290296,69.49152542,0,30.50847458,0,0,0,0,0.0821645907
7.72456,9.27193,4919.24,0.756122,0.487599735,9.2775137158,56.92307692,0,30.76923077,0,12.30769231,0,0,0.0376589241
7.72538,9.65862,4866.11,0.75354,0.488975003,9.3916369514,56.92307692,0,30.76923077,0,12.30769231,0,0,0.0388257534
7.84813,9.1925,4185.99,0.752663,0.553101798,10.7129218895,56.92307692,0,30.76923077,0,12.30769231,0,0,0.051484839
10.27424,11.11306,5339.15,0.763641,0.428455021,11.1839454511,56.98924731,0,38.70967742,0,4.301075269,0,0,0.0568804484
9.69381,10.86691,5974.91,0.759792,0.437477951,10.1545411851,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0517411186
10.13906,11.20167,6189.28,0.798708,0.394338324,9.9704215229,57.64705882,0,37.64705882,4.705882353,0,0,0,0.04867833
11.06161,11.99781,4222.45,0.739598,0.402697694,8.5714641232,63.63636364,0,36.36363636,0,0,0,0,0.0264187957
8.13861,10.34121,3372.04,0.632842,0.536930259,11.202410515,63.63636364,0,36.36363636,0,0,0,0,0.037662238
6.38398,7.89923,5022.66,0.719187,0.510920657,11.8124954395,62.71186441,0,33.89830508,0,3.389830508,0,0,0.0625906429
7.3216,9.84138,5019.99,0.761291,0.470485573,9.8028208217,62.71186441,0,33.89830508,0,3.389830508,0,0,0.0475498547
14.44302,18.79491,5071.23,0.797099,0.291583969,8.6613577122,59.5505618,0,40.4494382,0,0,0,0,0.0290460111
8.53898,10.85845,4299.62,0.6759,0.437375953,10.7006028293,59.5505618,0,40.4494382,0,0,0,0,0.0310430985
9.6981,11.03138,6207.77,0.78651,0.391287022,10.2689110179,59.5505618,0,40.4494382,0,0,0,0,0.0518066152
12.56551,13.95046,6446.68,0.798815,0.312693426,8.3372405634,56.43564356,0,43.56435644,0,0,0,0,0.0357614987
9.2617,9.97115,5671.38,0.7323,0.423118135,11.5815425935,56.43564356,0,43.56435644,0,0,0,0,0.0595710604
8.38185,9.7886,5174.49,0.745296,0.459372784,10.1099187499,60.49382716,0,32.09876543,2.469135802,4.938271605,0,0,0.0438100924
9.01458,10.73321,4598.07,0.724608,0.517388487,10.8876888727,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0486959115
7.90627,10.16511,5672.73,0.780231,0.464486727,10.8148581611,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0516323615
8.26252,10.18644,4026.81,0.704634,0.516406268,11.162427538,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0372978833
9.55157,10.38216,5086.45,0.778062,0.463081778,10.9541440088,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0509786549
8.53432,10.93683,5290.53,0.774039,0.464131476,10.7967287293,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0466589617
9.31501,12.42723,5544.94,0.790202,0.422601678,9.8508450367,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0394577299
7.91776,9.06574,4172.8,0.731669,0.568094925,12.256595522,52.68817204,0,21.50537634,8.602150538,17.20430108,0,0,0.0576456396
10.96845,13.03228,5120.7,0.776345,0.418710988,10.6392128253,59.5505618,0,33.70786517,2.247191011,4.494382022,0,0,0.0404960827
10.19232,11.64325,5020.03,0.798378,0.436924105,10.9291004167,59.5505618,0,33.70786517,2.247191011,4.494382022,0,0,0.0547836498
6.88025,8.97657,4799.77,0.736007,0.484809344,10.3561085186,60.49382716,0,32.09876543,2.469135802,4.938271605,0,0,0.0445396711
8.51675,9.68852,5351.73,0.747888,0.45714462,9.8962191251,60.49382716,0,32.09876543,2.469135802,4.938271605,0,0,0.0391289979
10.81728,11.38363,5294.75,0.745262,0.468853408,9.3271039113,52.68817204,0,30.10752688,8.602150538,8.602150538,0,0,0.0356122752
7.51964,11.08836,5993.72,0.777327,0.407667743,8.8259917787,61.9047619,0,38.0952381,0,0,0,0,0.0411647241
7.52877,9.38892,5919.31,0.780413,0.408325385,9.1569230708,61.9047619,0,38.0952381,0,0,0,0,0.0452739011
6.03849,8.04328,4977.29,0.701771,0.502548743,12.1210899137,61.9047619,0,38.0952381,0,0,0,0,0.0654629494
6.45986,9.8337,5055.18,0.752446,0.466682355,10.1161265437,61.9047619,0,38.0952381,0,0,0,0,0.0527500929
7.62577,9.06132,5719.17,0.791172,0.429703338,10.3078231994,61.64383562,0,32.87671233,5.479452055,0,0,0,0.0501877511
10.00849,11.01107,5231.27,0.773713,0.410925142,10.2728242853,61.64383562,0,32.87671233,5.479452055,0,0,0,0.0420358392
9.69427,11.28971,4958.87,0.747525,0.374150631,8.7521791552,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0275527844
9.509,10.73769,3187.49,0.576268,0.561225946,12.9027082474,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0426245771
10.36745,11.31638,6092.91,0.795489,0.393889883,9.9662430871,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0491462133
10.86057,12.15936,3838.86,0.712,0.450522708,10.5880309558,55.55555556,0,34.56790123,9.87654321,0,0,0,0.0316435979
8.03421,10.27836,2794.2,0.588731,0.600696943,13.7913867781,55.55555556,0,34.56790123,9.87654321,0,0,0,0.0499970377
8.98098,10.64128,5232.48,0.784578,0.465100904,10.8292230786,57.64705882,0,28.23529412,4.705882353,9.411764706,0,0,0.0503824745
8.82048,9.93084,5366.04,0.772529,0.443964969,10.2868542405,63.63636364,0,31.16883117,5.194805195,0,0,0,0.0477979759
8.28108,9.55937,5295.22,0.744994,0.460903381,10.8959482331,61.44578313,0,33.73493976,4.819277108,0,0,0,0.0501730525
8.83186,10.75054,5217.64,0.795307,0.467105694,10.5412272348,55.55555556,0,24.69135802,9.87654321,9.87654321,0,0,0.0471676044
8.30586,11.64188,5510.46,0.78776,0.436507303,9.4875440353,55.55555556,0,24.69135802,9.87654321,9.87654321,0,0,0.0381207288
8.35203,9.94547,4972.73,0.75151,0.486390253,11.0532385477,60.49382716,0,29.62962963,4.938271605,4.938271605,0,0,0.0509701424
6.39703,9.48349,5316.04,0.793269,0.472914622,9.9377108271,61.64383562,0,27.39726027,10.95890411,0,0,0,0.0508541712
7.39611,9.77337,5186.17,0.782214,0.457254876,9.2709777809,60.6557377,0,29.50819672,3.278688525,6.557377049,0,0,0.0409776757
5.96373,7.96626,4235.18,0.685032,0.566539583,12.5653805309,60.6557377,0,29.50819672,3.278688525,6.557377049,0,0,0.0604063939
5.96592,9.01615,4496.34,0.732684,0.524401974,10.4009270046,60.6557377,0,29.50819672,3.278688525,6.557377049,0,0,0.0469582273
7.672,9.56256,2282.94,0.590411,0.70396471,13.861813863,60.6557377,0,29.50819672,3.278688525,6.557377049,0,0,0.0660519127
8.49227,9.95975,5044.53,0.769012,0.480496023,10.8132507292,63.63636364,0,25.97402597,5.194805195,5.194805195,0,0,0.0498541275
6.97809,10.00477,5219.01,0.798012,0.449458771,9.4941001304,63.93442623,0,29.50819672,3.278688525,3.278688525,0,0,0.0447274874
6.45066,9.18209,4800.85,0.762501,0.515753192,10.9181734249,63.93442623,0,29.50819672,3.278688525,3.278688525,0,0,0.0574250617
10.75584,18.77386,3338.83,0.759963,0.512280667,14.9284362298,63.07692308,0,24.61538462,6.153846154,6.153846154,0,0,0.0834255824
6.76149,10.66998,4929.76,0.784338,0.512132244,10.6699140794,63.07692308,0,24.61538462,6.153846154,6.153846154,0,0,0.0523553819
6.46958,8.65792,4800.07,0.781778,0.513676326,10.726202393,63.07692308,0,24.61538462,6.153846154,6.153846154,0,0,0.0536491968
10.14104,18.63196,3753.68,0.772706,0.452512454,12.6416408211,63.07692308,0,24.61538462,6.153846154,6.153846154,0,0,0.0499106808
5.93027,8.6192,3883.57,0.739728,0.589911787,11.913533057,63.07692308,0,24.61538462,6.153846154,6.153846154,0,0,0.0661502281
9.80173,16.55769,5400.01,0.783248,0.376466395,10.2390609721,55.05617978,0,35.95505618,4.494382022,4.494382022,0,0,0.0375942592
13.64152,14.47919,5262.78,0.799358,0.363604335,9.4264512079,55.05617978,0,35.95505618,4.494382022,4.494382022,0,0,0.0361199332
13.13477,13.79502,5693.23,0.797577,0.363922464,11.2884281944,55.05617978,0,35.95505618,4.494382022,4.494382022,0,0,0.0471953066
7.01505,10.16031,5318.17,0.775522,0.468353579,10.3340924533,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0535611469
6.89111,9.8314,4909.76,0.764415,0.466766683,9.9797985362,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0477934039
6.34248,9.07368,4337.44,0.72016,0.536676041,11.3783126595,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0586925076
9.07609,9.41081,3035.08,0.715596,0.581787258,12.4955071352,63.07692308,0,30.76923077,6.153846154,0,0,0,0.0692770331
11.65997,18.72873,3919.69,0.77382,0.406484975,19.659561196,60.56338028,0,33.8028169,5.633802817,0,0,0,0.1241908615
5.50013,8.6902,3788.6,0.686636,0.563324995,12.1765545431,60.56338028,0,33.8028169,5.633802817,0,0,0,0.0667428748
7.56596,8.34964,2638,0.66367,0.627761915,13.2145913093,63.63636364,0,31.16883117,5.194805195,0,0,0,0.0844203492
6.45957,8.54699,3037.68,0.635073,0.589901674,12.5888511687,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0708925904
5.38762,8.34904,4118.97,0.715153,0.568191937,11.6621744633,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0606991569
7.4582,9.45859,5451.55,0.745072,0.428939773,9.5156277464,59.42028986,0,40.57971014,0,0,0,0,0.0446231353
9.97617,19.10474,4735.23,0.757565,0.377347151,10.9367375271,59.42028986,0,40.57971014,0,0,0,0,0.0434242421
6.15146,8.21353,3317.29,0.650294,0.591671057,12.2468273497,57.33333333,0,34.66666667,8,0,0,0,0.0634945974
10.05406,16.08433,5394.48,0.797728,0.348002199,9.3640195645,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0373029178
6.30171,8.0566,2654.31,0.598289,0.637671487,13.6847312336,57.64705882,0,37.64705882,4.705882353,0,0,0,0.0853380793
6.60828,8.90152,3073.01,0.650844,0.592974653,11.974731685,58.90410959,0,32.87671233,5.479452055,2.739726027,0,0,0.057975875
9.2478,17.12558,5199.39,0.772467,0.350981168,8.9344862766,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0313354305
9.58698,14.80958,5994.01,0.792935,0.337425228,8.7432089814,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0344917702
18.45117,18.87778,5203.22,0.792738,0.336508804,8.9508891517,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0351863791
12.1462,13.30275,5784.55,0.793788,0.331554879,8.9958823947,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0357991344
17.84226,18.01902,5530.11,0.785107,0.337474457,9.5511676501,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0366888152
6.55077,8.05848,2712.39,0.658258,0.650065243,12.6258848295,58.90410959,0,27.39726027,5.479452055,8.219178082,0,0,0.0658433273
7.05756,9.992,4630.81,0.767014,0.491961094,10.0902492295,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0470369713
6.02083,7.94653,4370.65,0.727069,0.565701455,11.6090087942,61.19402985,0,29.85074627,5.970149254,2.985074627,0,0,0.0614206281
9.12952,10.44129,4215.01,0.756617,0.493910832,16.1515841409,62.26415094,0,30.18867925,7.547169811,0,0,0,0.1049891689
