PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),Qst-CH4 (kJ/mol),%C,%F,%H,%N,%O,%S,%Si,NCH4 - 0.1 bar (mol/kg)
6.75214,7.28015,3185.96,0.621808,0.64767453,11.5300380366,53.62318841,0,34.7826087,0,11.5942029,0,0,0.0508389064
7.67547,8.61411,2167.88,0.508563,0.667915008,16.0847094039,53.62318841,0,34.7826087,0,11.5942029,0,0,0.0560506859
7.59418,9.05185,3958.45,0.616689,0.536922698,12.172390897,52.94117647,0,47.05882353,0,0,0,0,0.0516073909
5.86783,7.77401,3985.75,0.616381,0.536920613,12.3095130234,52.94117647,0,47.05882353,0,0,0,0,0.0553306988
9.30008,10.64413,4825.03,0.684192,0.412807195,11.4213476278,52.94117647,0,47.05882353,0,0,0,0,0.0391216354
12.19739,18.45121,5528.74,0.795999,0.299906374,7.5444527575,52.94117647,0,47.05882353,0,0,0,0,0.0316445301
7.76604,8.68608,2068.15,0.468246,0.639425597,20.1401686072,52.94117647,0,47.05882353,0,0,0,0,0.1087738375
10.28268,15.07302,5123.07,0.726084,0.368456533,7.8476255637,52.94117647,0,47.05882353,0,0,0,0,0.0259394037
9.16687,10.40932,4318.92,0.650612,0.457793968,15.7117028382,54.63917526,0,41.2371134,0,4.12371134,0,0,0.0657716324
10.21083,11.40162,5320.61,0.721334,0.401451084,14.6844344469,57.64705882,0,40,2.352941176,0,0,0,0.0652136606
10.12526,10.83826,5204.25,0.702105,0.420377755,15.447538044,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0655992344
10.52199,11.81926,5521.02,0.757707,0.381088664,10.6076701501,60.49382716,0,39.50617284,0,0,0,0,0.0463059792
6.66392,8.23256,5781.3,0.754192,0.469810023,11.3627587255,58.73015873,0,38.0952381,0,3.174603175,0,0,0.0648183974
6.52402,7.99192,5792.51,0.748052,0.468768397,11.3673719185,58.73015873,0,38.0952381,0,3.174603175,0,0,0.0622297678
7.09462,9.55837,3796.7,0.677294,0.533143465,11.4617647962,58.73015873,0,38.0952381,0,3.174603175,0,0,0.0529420533
6.81551,8.15703,3976.37,0.67564,0.544841793,10.5209469713,58.73015873,0,38.0952381,0,3.174603175,0,0,0.0516912061
7.67729,9.0042,3126.8,0.575808,0.560897452,13.7693642505,58.73015873,0,38.0952381,0,3.174603175,0,0,0.0493939013
10.18457,10.78777,5067.99,0.681755,0.41812109,15.3235977489,56.98924731,0,43.01075269,0,0,0,0,0.0662346266
10.09893,11.01646,6972.91,0.792044,0.319207317,7.5381742305,54.28571429,0,45.71428571,0,0,0,0,0.0317192617
8.5269,9.42834,4480.79,0.619011,0.452371537,16.4250198179,54.28571429,0,45.71428571,0,0,0,0,0.0659112614
9.07103,11.18964,5058.87,0.70827,0.439332238,15.1580936539,57.64705882,0,35.29411765,2.352941176,4.705882353,0,0,0.063229077
9.08612,10.16606,4157.89,0.676831,0.496531077,15.1158428799,55.05617978,0,31.46067416,4.494382022,8.988764045,0,0,0.0535109654
8.8337,10.0377,4098.26,0.671066,0.495137376,14.4943417357,55.05617978,0,31.46067416,4.494382022,8.988764045,0,0,0.0467570532
9.29923,10.65414,5158.91,0.78913,0.427292684,8.2027740798,50.51546392,0,24.74226804,8.24742268,16.49484536,0,0,0.0270623257
7.1688,8.71435,3184.12,0.611693,0.606934823,15.8743650225,50.51546392,0,24.74226804,8.24742268,16.49484536,0,0,0.0556965605
11.11487,11.67152,3850.93,0.681233,0.466004659,13.4196970932,56.98924731,0,36.55913978,2.150537634,4.301075269,0,0,0.0431113579
10.29977,11.40838,4593,0.710158,0.434849124,17.2125444853,57.64705882,0,35.29411765,2.352941176,4.705882353,0,0,0.0717057361
7.071,9.40022,5600.51,0.726817,0.465979162,11.585678156,58.20895522,0,41.79104478,0,0,0,0,0.0634288878
6.53771,8.37728,5992.13,0.731143,0.464971092,11.1042237875,58.20895522,0,41.79104478,0,0,0,0,0.0617341695
9.62324,12.47732,6291.33,0.797057,0.353780388,10.8189814379,58.20895522,0,41.79104478,0,0,0,0,0.0517476364
6.87059,8.04215,3943.26,0.663934,0.539791093,10.7776204557,58.20895522,0,41.79104478,0,0,0,0,0.0555248633
7.67335,8.88196,2915,0.554487,0.556217005,14.9538273409,58.20895522,0,41.79104478,0,0,0,0,0.0542869173
13.08242,13.69347,4949.62,0.737943,0.383412461,11.5558176822,58.44155844,0,36.36363636,5.194805195,0,0,0,0.0383364221
10.2292,10.79303,5028.5,0.710385,0.420196238,14.5270975548,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0588795815
10.26603,10.98628,5182.1,0.72927,0.422458908,13.7079345663,52.94117647,0,37.64705882,9.411764706,0,0,0,0.0580286671
13.00762,13.42784,3437.59,0.686145,0.451653901,14.5682378543,56.98924731,0,38.70967742,4.301075269,0,0,0,0.0480873657
9.10621,10.11504,4096.98,0.681796,0.500871551,14.2219870826,55.05617978,0,31.46067416,4.494382022,8.988764045,0,0,0.0545152066
13.00376,13.4304,4102.06,0.730665,0.416551497,11.8469571405,60.49382716,0,34.56790123,4.938271605,0,0,0,0.0360013759
13.00451,13.42744,3769.23,0.708262,0.434250506,12.8761211011,58.62068966,0,36.7816092,4.597701149,0,0,0,0.0399586614
9.14592,10.61346,3970.46,0.68632,0.503181763,15.5952099011,52.94117647,0,28.23529412,9.411764706,9.411764706,0,0,0.0579858232
12.95065,13.17518,3418.05,0.697846,0.457973641,11.8726771094,57.64705882,0,32.94117647,4.705882353,4.705882353,0,0,0.0345990861
12.97638,13.57841,4425.15,0.741709,0.420596986,11.6951525182,58.44155844,0,31.16883117,10.38961039,0,0,0,0.0349476064
7.09211,9.13255,5066.29,0.728306,0.522620927,12.41315261,56.92307692,0,33.84615385,3.076923077,6.153846154,0,0,0.0676513467
6.29373,7.5881,4979.33,0.734663,0.52381856,12.2303717346,56.92307692,0,33.84615385,3.076923077,6.153846154,0,0,0.0697424516
8.88523,10.98966,5096.76,0.788723,0.396416174,9.3205578887,56.92307692,0,33.84615385,3.076923077,6.153846154,0,0,0.0364986077
6.7943,8.19062,3532.82,0.66676,0.602403094,10.9558880726,56.92307692,0,33.84615385,3.076923077,6.153846154,0,0,0.0509225074
7.49321,8.07391,2396.23,0.533972,0.625826462,14.9360383598,56.92307692,0,33.84615385,3.076923077,6.153846154,0,0,0.0437383229
13.04752,13.45183,3528.08,0.71759,0.45215686,12.3109947279,60.49382716,0,29.62962963,4.938271605,4.938271605,0,0,0.0384628821
6.96586,8.34373,5290.03,0.742705,0.512950515,11.6782636477,60,0,33.84615385,3.076923077,3.076923077,0,0,0.0658290299
6.43463,8.11997,5409.55,0.736349,0.51233205,11.6121393198,60,0,33.84615385,3.076923077,3.076923077,0,0,0.0620932444
6.56183,7.81245,3616.28,0.680143,0.59072152,11.177909808,60,0,33.84615385,3.076923077,3.076923077,0,0,0.0552791986
5.95765,7.76782,3975.08,0.714293,0.584411119,13.0080192121,59.42028986,0,28.98550725,5.797101449,5.797101449,0,0,0.0740918227
8.98723,9.86704,4522.39,0.781641,0.445459265,11.1352350289,59.42028986,0,28.98550725,5.797101449,5.797101449,0,0,0.0493480782
6.89045,7.75852,2935.65,0.649007,0.671633259,12.0577857141,59.42028986,0,28.98550725,5.797101449,5.797101449,0,0,0.0569615099
5.44365,7.16192,3225.89,0.631981,0.637180587,14.8994784871,55.55555556,0,34.56790123,4.938271605,4.938271605,0,0,0.1070509177
7.50676,11.00352,5978.01,0.764303,0.405652559,10.5881051936,52.68817204,0,38.70967742,4.301075269,4.301075269,0,0,0.0454686003
7.71058,9.03469,4640.77,0.711966,0.533788533,11.780017215,59.42028986,0,34.7826087,5.797101449,0,0,0,0.0626271113
6.01541,8.14436,4903.9,0.71524,0.534604097,12.0431799571,59.42028986,0,34.7826087,5.797101449,0,0,0,0.0684479256
9.47535,12.55221,5682.48,0.793014,0.406365541,12.4311881454,59.42028986,0,34.7826087,5.797101449,0,0,0,0.0639343691
6.43124,7.5451,3164.41,0.625348,0.620894173,11.9335868353,59.42028986,0,34.7826087,5.797101449,0,0,0,0.0571151235
7.66886,8.92986,2241.94,0.534503,0.643714781,15.0003932919,59.42028986,0,34.7826087,5.797101449,0,0,0,0.0631040946
5.56356,8.1253,4291.28,0.675302,0.560811689,12.7231963552,57.33333333,0,37.33333333,5.333333333,0,0,0,0.0735286341
9.33389,13.26879,4539.12,0.724908,0.426627252,11.4428150756,57.33333333,0,37.33333333,5.333333333,0,0,0,0.0423612745
6.02375,7.29255,2618.83,0.562816,0.6516193,12.6441824767,57.33333333,0,37.33333333,5.333333333,0,0,0,0.0562820901
7.63262,8.63732,2051.25,0.516392,0.670505871,15.2650214852,57.33333333,0,37.33333333,5.333333333,0,0,0,0.0724727862
9.94252,15.11808,5419.83,0.780061,0.382752778,12.0154370406,57.33333333,0,37.33333333,5.333333333,0,0,0,0.0500396782
5.72596,7.72694,3564.92,0.666073,0.625735936,14.1263498445,60.49382716,0,34.56790123,4.938271605,0,0,0,0.1012782556
12.32481,17.10374,5220.6,0.786516,0.392600384,10.8133513461,60.49382716,0,34.56790123,4.938271605,0,0,0,0.0456318833
5.91596,7.42486,2002.92,0.545149,0.726607285,13.9440352409,60.49382716,0,34.56790123,4.938271605,0,0,0,0.0796204522
7.20421,7.8428,1703.35,0.516593,0.750307971,15.0596586064,60.49382716,0,34.56790123,4.938271605,0,0,0,0.0906884823
12.44615,16.3641,5495.51,0.770952,0.367552134,9.3675688489,55.55555556,0,39.50617284,4.938271605,0,0,0,0.0352526924
5.95929,7.51221,2236.22,0.536395,0.680025115,12.9376162499,55.55555556,0,39.50617284,4.938271605,0,0,0,0.0577882692
6.92067,8.06525,1963.01,0.519473,0.701557169,14.1240946597,55.55555556,0,39.50617284,4.938271605,0,0,0,0.0688417005
7.49884,8.83092,4220.43,0.704445,0.562263543,11.9777693668,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0620853091
6.18131,8.18688,4492.63,0.711759,0.562668612,12.1730657778,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0685536294
9.28253,12.36616,5177.12,0.779154,0.429544767,12.4116391691,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.058674855
6.11672,7.65895,2795.94,0.611714,0.652669633,12.2804376926,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0578504275
7.68743,8.95813,2087.54,0.539853,0.677590038,15.7248265893,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0700214052
10.58736,14.78122,5587.67,0.799447,0.385570766,10.7540973737,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0441934894
7.63788,9.09155,4981.14,0.675346,0.490398579,11.7347459144,56.16438356,0,43.83561644,0,0,0,0,0.0569988007
6.73405,7.84084,4996.22,0.68006,0.489935037,12.1459164844,56.16438356,0,43.83561644,0,0,0,0,0.0629255324
9.40395,12.4696,5936.16,0.762347,0.373041925,11.3899181384,56.16438356,0,43.83561644,0,0,0,0,0.0513036853
6.60299,7.72116,3625.78,0.615839,0.568166819,11.5091181449,56.16438356,0,43.83561644,0,0,0,0,0.0564843918
7.67102,8.63745,2574.06,0.515278,0.587217351,16.0529409423,56.16438356,0,43.83561644,0,0,0,0,0.0609631904
5.59682,7.14449,3575.9,0.63159,0.590418672,15.1308128458,54.43037975,0,37.97468354,7.594936709,0,0,0,0.1022960546
10.77638,14.88455,5801.82,0.794372,0.366630314,9.3046355818,54.43037975,0,37.97468354,7.594936709,0,0,0,0.0390513471
6.13849,7.48074,2269.13,0.543817,0.683963491,13.1720305919,54.43037975,0,37.97468354,7.594936709,0,0,0,0.0594715826
5.24347,7.28593,3015.41,0.597689,0.638349776,16.7655440398,55.05617978,0,40.4494382,4.494382022,0,0,0,0.1490787837
11.39787,14.96812,5126.67,0.753517,0.396972412,10.591141967,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0414424494
5.40965,7.22336,1965.95,0.510496,0.730960999,14.5700338963,55.05617978,0,40.4494382,4.494382022,0,0,0,0.078484349
6.28499,7.12543,1677.42,0.468141,0.755429539,15.0215826061,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0846640905
8.70286,11.40946,6592.89,0.789472,0.373537453,8.5944726922,55.05617978,0,40.4494382,4.494382022,0,0,0,0.0381943112
13.07352,16.29486,5397.71,0.783937,0.369976448,8.7530560765,55.84415584,0,36.36363636,5.194805195,2.597402597,0,0,0.0325485021
5.78635,7.37022,2375.33,0.566405,0.685398717,12.867236948,55.84415584,0,36.36363636,5.194805195,2.597402597,0,0,0.058440595
7.13883,8.02042,1915.51,0.511854,0.709422094,13.9240493808,55.84415584,0,36.36363636,5.194805195,2.597402597,0,0,0.0653538361
7.89682,11.66572,6489.18,0.764461,0.376076597,8.561791138,52.68817204,0,43.01075269,4.301075269,0,0,0,0.035736683
6.37169,8.03355,3640.96,0.677258,0.643629826,13.6072394673,55.84415584,0,31.16883117,5.194805195,7.792207792,0,0,0.0837493373
5.8927,7.30909,2115.46,0.587945,0.747364635,13.3896360587,55.84415584,0,31.16883117,5.194805195,7.792207792,0,0,0.0650884686
7.08983,8.35018,1728.87,0.505317,0.772873163,17.6686431962,55.84415584,0,31.16883117,5.194805195,7.792207792,0,0,0.0880269004
7.69275,9.69082,3877.85,0.688906,0.56463299,12.2878026781,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0624321544
6.31366,7.95239,3917.4,0.686451,0.5637001,12.590188705,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.064552275
9.42593,12.33613,4969.2,0.772918,0.432314841,12.4011881439,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0537960509
6.53001,7.53195,3056.79,0.631661,0.648037291,12.351821261,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.061565424
10.02593,16.13869,5215.06,0.79279,0.38606326,8.9410616902,57.74647887,0,33.8028169,5.633802817,2.816901408,0,0,0.0335081848
6.51322,7.81126,6613.34,0.797011,0.451959079,11.4268610399,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0730244018
6.5199,7.86635,6612.83,0.793829,0.452428623,11.3345631452,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0713902071
8.00314,10.74874,3723.52,0.681166,0.507612188,11.3859550917,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0417601409
5.31393,7.35805,2283.54,0.502969,0.67681625,16.6437649679,57.89473684,0,35.0877193,7.01754386,0,0,0,0.088329179
7.07851,8.2012,4311.87,0.722972,0.523210078,10.7349310608,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0582392506
6.65614,8.3168,5526.44,0.742009,0.47801584,11.5569233341,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0657109364
6.39937,7.72395,5739.54,0.738346,0.476906969,11.1310606987,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0613244733
6.64392,7.81365,3981.69,0.689177,0.550604993,10.9352839845,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0588746018
7.57232,8.7632,2918.21,0.570836,0.567252648,14.413428151,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0470441917
8.19628,11.50333,5261.77,0.774286,0.459621068,11.026578697,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0479799583
6.73386,8.49824,4993.24,0.683332,0.503499165,11.5286488388,53.62318841,0,40.57971014,5.797101449,0,0,0,0.0532229333
6.00275,7.89664,5235.59,0.684783,0.501361719,11.9860888932,53.62318841,0,40.57971014,5.797101449,0,0,0,0.0614567506
8.84687,9.99512,5343.07,0.761796,0.382211073,9.6161550274,53.62318841,0,40.57971014,5.797101449,0,0,0,0.0354561208
6.24232,7.25929,3457.51,0.604551,0.580687538,11.2407845373,53.62318841,0,40.57971014,5.797101449,0,0,0,0.045602142
7.59527,8.54009,2475.25,0.516927,0.598849636,14.9708932532,53.62318841,0,40.57971014,5.797101449,0,0,0,0.0487968842
10.72091,15.78939,5920.79,0.791251,0.341888387,9.4965205393,53.62318841,0,40.57971014,5.797101449,0,0,0,0.0381339506
6.73521,8.41693,5849.15,0.763564,0.478416363,11.724663452,54.09836066,0,36.06557377,9.836065574,0,0,0,0.0682520713
6.29258,7.91647,5757.24,0.763727,0.478079481,11.5453072198,54.09836066,0,36.06557377,9.836065574,0,0,0,0.0681525825
6.59603,8.02833,4000.37,0.671391,0.553081235,10.5856191179,54.09836066,0,36.06557377,9.836065574,0,0,0,0.0455142775
7.56997,8.84709,3006.96,0.582226,0.568633376,13.6558283027,54.09836066,0,36.06557377,9.836065574,0,0,0,0.0433955349
6.43401,8.05978,5454.8,0.759365,0.497689262,11.901116067,59.3220339,0,30.50847458,10.16949153,0,0,0,0.0691123568
6.16847,7.89293,5591.87,0.758646,0.49850626,12.1164305296,59.3220339,0,30.50847458,10.16949153,0,0,0,0.0746965225
11.72467,16.53171,4184.25,0.781889,0.374842514,7.9002231227,59.3220339,0,30.50847458,10.16949153,0,0,0,0.0243214206
7.95907,10.36445,3178.82,0.643804,0.562263772,10.4838308714,59.3220339,0,30.50847458,10.16949153,0,0,0,0.029079656
4.39089,6.53763,1559.94,0.458241,0.749685029,17.6693142601,59.3220339,0,30.50847458,10.16949153,0,0,0,0.0644753862
6.31395,8.03412,3735.81,0.65361,0.576289853,10.695943158,59.3220339,0,30.50847458,10.16949153,0,0,0,0.0433585707
6.37069,7.8733,5147.82,0.723297,0.507023637,11.8041732629,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0635075514
9.2634,11.32684,5254.19,0.785635,0.383235843,9.2965137425,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0359620996
6.74873,7.97124,3689.61,0.675643,0.581211592,11.0577764035,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0564152273
14.77934,16.94519,4977.44,0.797063,0.344231444,9.5114686952,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0344218726
6.52738,8.02693,5511.29,0.749432,0.503154888,11.2749775326,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0610883855
6.49883,7.70119,3818.02,0.693627,0.584639008,11.2997349696,57.37704918,0,32.78688525,6.557377049,3.278688525,0,0,0.0581103442
6.17539,8.28383,4775.22,0.709371,0.543369997,12.188004542,60.6557377,0,26.2295082,13.1147541,0,0,0,0.0647340343
10.10254,14.13347,3924.46,0.752288,0.411113588,7.748156085,60.6557377,0,26.2295082,13.1147541,0,0,0,0.022054859
8.01442,8.92146,2658.47,0.594044,0.616670382,10.6290545627,60.6557377,0,26.2295082,13.1147541,0,0,0,0.0267612783
3.91248,5.57879,956.155,0.368573,0.822227176,20.187476918,60.6557377,0,26.2295082,13.1147541,0,0,0,0.0676954823
6.80599,8.15083,3321.81,0.670084,0.626070397,11.2771950885,60.6557377,0,26.2295082,13.1147541,0,0,0,0.0544192483
7.58163,8.86314,2302.78,0.551474,0.648785453,14.704550163,60.6557377,0,26.2295082,13.1147541,0,0,0,0.0517639409
6.28111,7.51043,5311.16,0.727509,0.507623972,12.5386047364,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0777017617
9.14038,12.51736,5793.25,0.791748,0.382107487,10.6140001336,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0480022739
6.39075,7.779,3595.11,0.639116,0.585093905,11.3518044811,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0524444297
6.59994,8.03915,2749.37,0.573527,0.602816038,12.1068184868,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0387900324
5.99567,7.64557,5019.6,0.739771,0.535239097,12.051423889,55.55555556,0,31.74603175,6.349206349,6.349206349,0,0,0.0690902588
6.31518,7.43141,4857.22,0.732929,0.535419522,12.0111310983,55.55555556,0,31.74603175,6.349206349,6.349206349,0,0,0.0672567716
8.79106,11.01101,5009.98,0.799078,0.403778086,9.9492639225,55.55555556,0,31.74603175,6.349206349,6.349206349,0,0,0.0407684558
6.71787,7.53976,3478.78,0.671306,0.616764535,11.4135902358,55.55555556,0,31.74603175,6.349206349,6.349206349,0,0,0.0563524779
6.09974,7.86152,5276.81,0.747867,0.535005868,12.4988449661,54.09836066,0,29.50819672,9.836065574,6.557377049,0,0,0.0732596317
6.33077,7.37671,3462.75,0.674806,0.619497573,11.7307916812,54.09836066,0,29.50819672,9.836065574,6.557377049,0,0,0.0588177334
7.41962,8.35814,2402.08,0.549981,0.636855074,14.5673954606,54.09836066,0,29.50819672,9.836065574,6.557377049,0,0,0.042078036
6.013,7.49319,4841.71,0.702926,0.530401379,12.1974533731,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0686018702
8.435,12.27358,5520.77,0.78424,0.39997369,10.0848005259,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0434266831
6.57613,7.21905,3351.78,0.624521,0.612444242,11.9607999912,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0568983225
5.74025,7.32508,2861.15,0.582269,0.633990656,12.8672190276,55.2238806,0,35.82089552,5.970149254,2.985074627,0,0,0.0493160937
6.37474,8.02189,5039.29,0.678267,0.490261389,11.7845405315,56.16438356,0,43.83561644,0,0,0,0,0.0577770316
9.34628,12.16499,5964.36,0.761197,0.375299518,11.280491599,56.16438356,0,43.83561644,0,0,0,0,0.0509403785
6.51249,7.11102,3517.91,0.599248,0.566507551,11.3998459374,56.16438356,0,43.83561644,0,0,0,0,0.050276191
10.8508,14.67367,6087.53,0.784634,0.334433586,8.9822861784,56.16438356,0,43.83561644,0,0,0,0,0.0354819718
9.36371,12.24499,5155.65,0.739335,0.425069482,11.7868644992,50.68493151,0,38.35616438,5.479452055,5.479452055,0,0,0.048379592
6.39427,7.66466,3018.92,0.606826,0.647488422,11.8437429371,50.68493151,0,38.35616438,5.479452055,5.479452055,0,0,0.0562576195
7.39029,7.93966,2104.31,0.523637,0.670650989,13.0793359131,50.68493151,0,38.35616438,5.479452055,5.479452055,0,0,0.0429712721
6.09817,8.06277,4822.15,0.722447,0.533340054,11.8504404551,53.84615385,0,33.84615385,9.230769231,3.076923077,0,0,0.0665615031
8.42007,12.66119,5447.91,0.795148,0.401485204,9.8061090419,53.84615385,0,33.84615385,9.230769231,3.076923077,0,0,0.0420422793
6.07662,7.07951,3611.36,0.662133,0.619365566,11.9956916638,53.84615385,0,33.84615385,9.230769231,3.076923077,0,0,0.0630390727
5.64415,6.78276,3000.91,0.618368,0.63733152,14.3871228811,53.84615385,0,33.84615385,9.230769231,3.076923077,0,0,0.0748545476
8.82009,9.79727,4347.55,0.755904,0.467934717,11.1846438177,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0409501572
6.36661,7.68786,2843.72,0.628362,0.709741739,12.4294269337,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0593891758
7.06238,7.86685,1825.05,0.494903,0.737168311,15.3736238499,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0474628014
6.39989,7.60026,4363.35,0.688159,0.560780094,11.6393024143,53.62318841,0,34.7826087,5.797101449,5.797101449,0,0,0.0581782746
8.32295,10.46794,5208.18,0.768639,0.422351101,10.0231672048,53.62318841,0,34.7826087,5.797101449,5.797101449,0,0,0.0416339457
8.82446,15.41577,5635.99,0.799758,0.379896471,9.1343279202,53.62318841,0,34.7826087,5.797101449,5.797101449,0,0,0.0381060502
6.21171,7.60434,3790.57,0.644117,0.588124829,11.9540891112,52,0,37.33333333,5.333333333,5.333333333,0,0,0.0582230856
12.2787,15.48405,5185.78,0.796069,0.364077677,8.2023204769,52,0,37.33333333,5.333333333,5.333333333,0,0,0.0306284376
8.31709,10.50765,4745.42,0.752244,0.442593731,10.2305511231,52,0,37.33333333,5.333333333,5.333333333,0,0,0.0439663013
7.10208,8.09694,6488.78,0.794865,0.451742924,11.2685736095,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0702556763
6.51423,7.78188,6497.29,0.791776,0.450807636,11.1374163676,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0681894193
6.98036,9.37584,4136.29,0.68222,0.50740701,15.194358207,57.89473684,0,35.0877193,7.01754386,0,0,0,0.076289852
7.01637,8.1824,4294.29,0.708945,0.523630549,10.6898118051,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0555312685
6.26045,8.20225,5828.07,0.744403,0.477487876,11.9376576021,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0684216096
6.89478,8.32188,5815.8,0.733935,0.47646803,11.0794070679,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0573042425
6.02459,7.75955,3946.85,0.665111,0.552935621,11.2157338889,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0574355682
5.93522,8.17157,3398.94,0.598386,0.567324973,12.3236303801,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0487088836
6.53563,8.21448,5171.78,0.721286,0.509234683,12.3166274311,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0708224072
5.99305,7.49204,5439.07,0.726011,0.508209178,11.77538046,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0667881534
8.68023,11.35065,5306.53,0.786984,0.381600639,8.8000783377,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0342018402
6.23421,7.48603,3633.11,0.660301,0.58756952,11.5501568626,53.84615385,0,36.92307692,6.153846154,3.076923077,0,0,0.0585397082
6.64654,8.62152,4813.14,0.685208,0.5277196,12.273522377,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0655180539
6.02838,7.45196,4490.45,0.668266,0.52880073,12.3819239194,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0651963819
8.28995,10.77918,5438.47,0.759258,0.396797408,9.2171920134,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0372285087
5.38266,7.63708,3298.97,0.596561,0.605986433,11.8366063863,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0531093887
7.16196,7.91272,2316.01,0.515029,0.627812063,13.3211648151,54.92957746,0,39.43661972,5.633802817,0,0,0,0.0470110235
9.56374,15.91522,5447.19,0.781578,0.35755121,8.5498932671,54.92957746,0,39.43661972,5.633802817,0,0,0,0.033601217
8.68826,9.69129,4342.43,0.739849,0.461737498,10.202356675,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0330964384
6.50997,7.47977,2853.31,0.623581,0.697708798,12.0155491969,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0559371799
7.24652,7.73323,1804.89,0.469771,0.725963954,16.1058548098,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0485734932
8.48248,12.93061,4952.13,0.783259,0.412939089,9.1422538404,53.62318841,0,28.98550725,5.797101449,11.5942029,0,0,0.0297814945
5.88935,6.93378,1990.5,0.457789,0.696867656,13.3024433935,49.39759036,0,43.37349398,4.819277108,2.409638554,0,0,0.0486059133
8.74495,12.33015,6337.91,0.786934,0.342333665,7.901483649,49.39759036,0,43.37349398,4.819277108,2.409638554,0,0,0.030407971
6.72772,8.54451,6419.91,0.793485,0.452398393,11.4275241303,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0716635526
6.65958,8.01478,6405.86,0.790403,0.450950702,11.0370561261,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0665434678
8.19768,10.97886,3913.68,0.714444,0.509394746,13.6791926868,57.89473684,0,35.0877193,7.01754386,0,0,0,0.0629003305
6.91645,9.29302,5633.14,0.745419,0.478470944,11.8410212308,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0663962345
6.86524,8.33955,5657.59,0.743177,0.476524105,10.7975309434,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0560584981
10.36698,14.10347,5137.52,0.796705,0.354330959,9.2149871195,55.55555556,0,38.0952381,6.349206349,0,0,0,0.0348898603
