PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NH2 - 10 bar (mol/kg)
14.11256,19.87406,4780.53,0.798589,0.314246505,0.6459096045
16.96934,19.59179,3616.65,0.758495,0.422566218,0.4493652998
14.40886,16.40313,4006.1,0.758884,0.431228303,0.4529401442
7.58413,11.1775,3508,0.648409,0.556100084,0.319064381
6.03969,14.80961,3814.71,0.687085,0.550298365,0.333591042
18.51009,19.89128,3751.97,0.776663,0.394018076,0.4943674725
10.41521,11.92235,4051.28,0.721033,0.513027594,0.3818547037
16.59384,17.59488,4117.3,0.785152,0.409582223,0.4934582913
5.85774,8.57582,3603.69,0.703561,0.602386847,0.3020328355
14.6683,16.1071,4074.27,0.796664,0.425063246,0.5031786465
9.10407,10.2127,4335.64,0.799573,0.44814322,0.4911615799
10.244,12.07748,5457.58,0.77116,0.407974409,0.496992552
7.57868,10.66434,4755.52,0.725836,0.449310017,0.4340855777
12.31593,14.37761,4846.76,0.730628,0.432199029,0.4520292217
10.81121,17.61564,4449.62,0.751095,0.397094167,0.4811152908
10.42039,17.2295,4540.92,0.758818,0.390814272,0.4929301384
6.41005,8.81236,4332.06,0.672448,0.564960376,0.3191437219
7.75759,11.14858,5044.1,0.756175,0.455822947,0.4317493519
13.22767,14.73682,5417.45,0.766225,0.400835165,0.4929803097
15.71529,16.59346,6471.79,0.791434,0.316703966,0.6268348001
10.36355,12.07117,5923.33,0.79091,0.337309142,0.5972913307
13.97684,15.42191,5062.5,0.7828,0.433255936,0.4660582893
9.31537,11.54846,6239.03,0.753528,0.342048101,0.5524116932
5.93528,7.27968,4571.97,0.682809,0.542403957,0.3346515815
7.56755,13.15798,4156.25,0.689125,0.511761444,0.3649341851
6.17576,7.27057,4633.7,0.682019,0.521215019,0.344969075
7.04893,13.96542,4095.93,0.687405,0.496811679,0.3768458964
6.73496,13.40148,3878.06,0.718343,0.535326081,0.364237267
8.37819,16.44641,6144.75,0.7929,0.328257301,0.6109083826
7.80752,10.38262,4731,0.661578,0.492385952,0.3570940873
16.77619,18.28147,7115.03,0.781542,0.338406143,0.6150373077
11.45861,17.91856,5666.58,0.7886,0.354915842,0.5694452698
11.45861,12.59294,4535.47,0.693188,0.473221123,0.390500852
10.69018,12.80672,4115.66,0.721979,0.455241056,0.407613706
10.90691,13.01705,4185.06,0.742111,0.46363273,0.4293538455
10.95982,17.33684,4596.57,0.757991,0.378130266,0.5075486848
7.02866,8.87545,5653.69,0.738412,0.477456719,0.4200193817
5.98603,8.04622,3932.29,0.654208,0.551941763,0.3192147301
6.80241,8.14037,3879.85,0.672172,0.55294058,0.3272472241
7.19849,8.47619,3376.11,0.668128,0.621888333,0.2838762586
9.66373,12.45988,4416.86,0.759778,0.460863672,0.4322886322
6.32124,7.99229,2644.12,0.599797,0.717245203,0.2128331856
12.04883,13.03473,2974.69,0.671948,0.55740214,0.3164245777
7.36676,8.12948,1893.93,0.525756,0.743104223,0.1974380703
8.27869,8.93919,4487.95,0.758435,0.475477361,0.4422977829
10.92915,11.79314,4450,0.798958,0.408771599,0.5090943694
4.23139,5.17948,666.142,0.304703,0.817543199,0.1090495793
7.15496,8.49673,4584.48,0.747956,0.494470579,0.4191586945
10.50652,11.42731,4477.21,0.782103,0.413711283,0.4931599335
5.50068,8.90339,3409.93,0.629107,0.626760209,0.2602157548
8.20754,12.64995,3698.12,0.679932,0.523265584,0.3448537139
7.99032,11.25576,5250.95,0.777869,0.426084588,0.4904425773
7.41033,8.35501,4281.41,0.729682,0.525917871,0.3807811571
7.9337,9.90237,4355.69,0.781341,0.498583641,0.4330360044
6.86379,9.86069,3032.04,0.642073,0.615049416,0.2740680327
7.54711,9.15058,4110.36,0.669904,0.555018482,0.3358546072
6.23327,7.99054,4102.97,0.665548,0.557454135,0.3236371193
9.60437,12.41089,5132.45,0.7448,0.418111092,0.4753641948
6.63753,7.35217,2995.09,0.597976,0.646678101,0.2400322988
14.88234,15.98017,4737.81,0.761369,0.376250825,0.5158799795
9.25433,11.32638,3754.48,0.720115,0.47986845,0.3971800058
7.49191,8.58283,4097.77,0.683633,0.571966472,0.3252608689
5.9902,8.2007,4098.91,0.686955,0.571136568,0.3221369572
10.00404,13.72604,4547.87,0.770959,0.424560019,0.4697820235
5.9713,6.87736,3290.56,0.631823,0.636840029,0.2770816721
6.63819,7.1945,3095.84,0.623418,0.663959515,0.2445084318
7.66845,8.57689,2106.2,0.507962,0.684635078,0.2168179093
7.40717,9.02022,3889.08,0.609626,0.552171792,0.3036995668
5.75342,7.92137,3818.61,0.60718,0.550995696,0.2956344195
9.49937,10.87435,4804.55,0.695181,0.412422426,0.44376402
6.32892,6.97979,2924.79,0.560898,0.63466072,0.2252811733
9.1457,10.5624,4186.46,0.64785,0.46714577,0.3726974129
10.18411,11.56274,5143.65,0.717139,0.410755819,0.4680347706
10.03723,10.99941,5038.8,0.698407,0.429604359,0.4367651068
10.44489,12.04206,5392.31,0.765053,0.390247433,0.5303732759
6.74136,8.48639,5501.12,0.753967,0.484681142,0.4207032303
6.49204,8.26434,5672.24,0.754934,0.483989418,0.4210553845
7.30084,9.66789,3910.29,0.683625,0.53479598,0.3527294164
6.84648,7.77138,3878.79,0.686501,0.560794765,0.3275230652
10.0721,10.96081,4917.35,0.679347,0.4273959,0.4302548482
10.00886,11.10573,6773.31,0.793635,0.325888768,0.6232078851
8.50107,9.62091,4341.86,0.617189,0.461281379,0.3627897809
8.99176,11.30706,4901.51,0.705798,0.448596024,0.4221354295
9.0318,10.31854,4040.58,0.672778,0.505787751,0.3625788924
8.7551,9.98555,3949.44,0.667217,0.504451002,0.361369973
9.12799,10.60479,4976.8,0.784981,0.433926594,0.467529495
7.30227,8.70356,3010.25,0.604331,0.616293905,0.2659499307
11.05097,11.69057,3750.03,0.678696,0.475106359,0.3972570169
10.06517,11.43307,4570.53,0.711139,0.444258199,0.4341278155
7.07591,9.51133,5382.15,0.728107,0.481498646,0.4098274296
6.35726,8.11467,5653.55,0.725631,0.479929015,0.4141047612
9.92833,12.70795,6272.92,0.798802,0.354540663,0.5817123692
5.89669,7.907,3864.79,0.647824,0.555215864,0.3100212175
6.66379,7.82621,3830.17,0.668248,0.555992189,0.319933936
13.11586,13.79775,4804.13,0.738094,0.390878349,0.5055864201
10.12771,10.98646,5008.68,0.71263,0.429013681,0.4601479703
10.0941,10.98847,5088.67,0.733828,0.431418113,0.4617861061
13.01645,13.50895,3353.97,0.685578,0.460862676,0.4062485826
9.00365,10.27586,3999.04,0.681742,0.510239033,0.366578018
13.02109,13.5244,3966.26,0.726494,0.425136411,0.462570484
13.01539,13.50469,3657.54,0.709373,0.443361899,0.4313343774
9.12328,10.64714,3856.15,0.681772,0.512683429,0.3589193
12.94052,13.23306,3331.09,0.695465,0.467245168,0.4028537806
12.98144,13.64478,4278.45,0.737566,0.430267002,0.4664150726
6.99965,8.95495,4866.9,0.731353,0.537944795,0.3640887156
6.49723,8.39704,4870.11,0.734084,0.536424274,0.3641467211
8.98137,11.51804,5141.79,0.796343,0.396060867,0.528510264
5.79091,8.23467,3455.89,0.653039,0.621379744,0.2774614637
6.49311,7.83913,3426.24,0.666521,0.616992733,0.2854485049
13.07476,13.56103,3429.2,0.713541,0.459759656,0.420313629
6.26478,7.50035,3515.66,0.69573,0.610398753,0.2977248235
6.10899,8.26214,3849.74,0.708658,0.598757225,0.3073441804
6.22147,7.48715,2944.93,0.671709,0.690103243,0.245888476
5.87971,7.39756,3043.02,0.627824,0.651357051,0.2292774784
5.66326,7.13882,2367.31,0.562074,0.704201712,0.1818926847
7.82712,11.02044,5684.63,0.763475,0.41187441,0.4955298405
7.46419,9.00841,4463.46,0.705678,0.54745294,0.3495929436
6.15681,8.03748,4787.34,0.7119,0.548652858,0.3494183689
9.67664,12.68081,5636.09,0.798464,0.406633496,0.5082105857
6.48919,7.58826,3058.4,0.623734,0.637096493,0.2528754061
7.66739,8.93551,2166.48,0.53025,0.660347124,0.2269534201
5.61169,7.87701,4130.14,0.673463,0.576123902,0.305339779
9.46925,12.90522,4613.67,0.743125,0.427393255,0.4594485802
5.60084,8.0075,2686.19,0.569761,0.667032749,0.2203584157
5.88305,7.46051,2548.07,0.562732,0.668534043,0.2117819911
11.10307,12.886,5613.05,0.785414,0.38521456,0.5266822392
5.84673,7.45386,3400.01,0.657394,0.641784846,0.2482095851
6.38019,7.91421,1894.54,0.53475,0.740589874,0.1670000247
6.04134,7.44772,1932.13,0.540675,0.743513877,0.1702784357
7.11667,7.87654,1647.74,0.512792,0.768693454,0.1683455308
8.68391,11.17434,5127.52,0.773662,0.430738703,0.4761287095
7.40254,8.61701,3503.36,0.64446,0.599329007,0.2849118626
5.40546,8.23143,2190.6,0.543331,0.694270851,0.1949984919
5.97329,7.49368,2170.57,0.538014,0.696510424,0.1991942003
6.88533,7.9273,1882.88,0.521738,0.721442449,0.1947141832
9.81064,11.48573,5325.89,0.757345,0.403370495,0.4883512203
7.2593,8.91047,4021.1,0.699665,0.575984435,0.3290832545
6.42193,7.81662,4358.71,0.706684,0.576495663,0.3263311236
8.98782,11.78287,5595.83,0.79153,0.429215708,0.4870566865
5.67812,8.07637,2878.03,0.613613,0.668474232,0.2397292466
7.67751,8.96612,2021.21,0.53633,0.694061977,0.2142813588
10.76638,12.9815,5579.06,0.797687,0.387348306,0.5320892673
7.3693,9.33989,4793.44,0.672928,0.504898324,0.3631813365
6.65686,7.7609,4836.51,0.674127,0.505581795,0.3610983976
9.8013,12.58215,5870.86,0.76872,0.373853106,0.5345743364
6.43615,7.48599,3499.19,0.614791,0.584735933,0.2762971847
7.64531,8.49273,2475.35,0.512047,0.603673667,0.2476308766
7.06577,8.67597,3256.01,0.640063,0.603414734,0.2711148508
5.0887,7.519,3331.49,0.625586,0.604385582,0.2539216257
5.16156,7.89938,2218.02,0.527499,0.6996501,0.1916270515
5.86493,7.26456,2176.95,0.529035,0.701342566,0.189598593
6.80251,7.50374,1838.65,0.491583,0.724425525,0.1825784377
10.10836,11.93503,5421.27,0.767978,0.403831083,0.4941063325
4.98179,7.22038,1831.34,0.481459,0.748663445,0.1532497958
8.53808,11.528,6265.42,0.787248,0.380118594,0.5507468512
7.40364,8.66746,3285.99,0.644566,0.605209243,0.2764250898
5.6499,7.90044,3861.55,0.652692,0.605969898,0.2774440895
7.07712,7.9781,1860.96,0.542868,0.725681534,0.1954452938
8.89723,12.37853,5273.73,0.770935,0.40512401,0.4942633134
5.72228,7.27714,2594.02,0.556605,0.656427253,0.1977567631
7.87136,11.5928,6248.91,0.759949,0.382465699,0.5246011139
6.99754,8.53465,3173.47,0.66032,0.657683875,0.2608288407
6.44783,7.65893,3520.54,0.674103,0.657516122,0.2618047369
4.96276,8.15329,2083.62,0.572204,0.760618015,0.1881493943
6.00114,7.45167,2014.23,0.573787,0.763058467,0.1858043693
7.06017,8.27959,1666.17,0.496116,0.789747199,0.1608752506
10.53218,11.98556,4853.37,0.772462,0.442808617,0.4569972082
5.77176,7.64513,3305.34,0.68624,0.651172003,0.2611916898
9.20945,12.55,4681.9,0.785585,0.484141787,0.4139270742
6.45443,7.55485,2430.32,0.631882,0.745484532,0.2006448627
10.05202,12.73376,5053,0.79895,0.437133982,0.4802126873
7.72565,8.75237,2426.4,0.59924,0.701742137,0.1990112454
5.72355,7.1371,2853.07,0.636684,0.703062925,0.2075128951
5.83305,8.24455,1861.86,0.542057,0.80233067,0.1605700877
6.02153,7.41268,1820.75,0.534146,0.804206952,0.1584711402
7.9,11.68511,5556.43,0.789681,0.411205875,0.5057349979
7.5483,9.27282,3848.09,0.689271,0.579095934,0.3145282859
6.2255,8.0928,3879.1,0.689574,0.578348094,0.3145461859
9.25867,11.64063,5431.54,0.784181,0.430267009,0.4756336652
6.33803,8.05727,2996.05,0.631856,0.66460824,0.2436747134
6.40054,7.5121,2930.86,0.623575,0.665101041,0.2417131675
11.51579,14.32527,5182.02,0.79802,0.387224955,0.5327563234
7.41442,8.24644,6005.18,0.791162,0.467364263,0.4578448694
6.70007,8.16319,6281.79,0.792186,0.466378684,0.4633678536
8.30241,10.7433,3609.87,0.685337,0.509991455,0.3919755375
5.6558,7.38745,2232.6,0.508993,0.679988607,0.221250518
6.50167,7.83488,4216.36,0.711778,0.541952586,0.3500182919
7.08116,8.19057,4153.49,0.731753,0.539230521,0.36503429
6.72933,8.51045,5275.37,0.738966,0.492771613,0.4077839648
6.14212,7.68758,6014.72,0.747517,0.490832533,0.410676431
6.60683,7.76,3818.99,0.69082,0.57039221,0.320748332
8.53767,10.53944,4559.45,0.758942,0.458235191,0.4336098106
7.31589,7.80983,1799.64,0.486492,0.741593468,0.1941642923
13.37053,15.15503,4537.38,0.778551,0.413780336,0.4749072144
7.2234,8.29495,4826.33,0.681123,0.514304453,0.3572954542
5.93489,7.96133,4917.1,0.681437,0.517517001,0.3544933069
8.77166,12.56396,5902.39,0.781033,0.382419916,0.5279306718
5.98769,7.77528,3540.71,0.635928,0.595130633,0.2798067747
6.26581,7.2778,3309.67,0.603149,0.596916963,0.2709235343
10.77151,14.97891,5588.58,0.787864,0.345350315,0.5774227381
6.71008,8.50227,5520.14,0.760827,0.493797627,0.4149147986
6.63609,7.95563,3834.1,0.66733,0.568289243,0.3153951253
6.60852,8.53099,5225.53,0.756256,0.511936744,0.3925286844
5.99289,8.14426,5203.67,0.757213,0.513207386,0.3892333093
7.23191,9.09133,3564.11,0.685472,0.562191543,0.3294369486
6.28629,7.88356,3546.18,0.655697,0.592052476,0.3010050985
6.51517,8.112,4963.17,0.721279,0.521867448,0.3704054926
9.43609,11.66755,5258.8,0.790372,0.383679764,0.5307126611
5.96949,7.79028,3511.36,0.623503,0.603988258,0.269731309
6.30992,7.47477,3656.1,0.6738,0.601101611,0.2935432414
6.53714,8.06438,5172.64,0.75468,0.518337827,0.3878183758
6.59539,8.07378,5429.08,0.749083,0.517339618,0.3944385083
7.16453,9.22252,3517.47,0.684869,0.569672467,0.3201150259
6.48552,7.91219,3686.68,0.676415,0.598804795,0.2967533027
6.45904,7.77712,3661.5,0.699546,0.598587616,0.3096501503
5.72287,7.1103,3186.09,0.607283,0.619308616,0.2661721669
7.37061,8.36136,4352.2,0.705068,0.556993385,0.3446004932
5.94765,8.01394,4727.94,0.714199,0.557420491,0.340900896
9.91269,12.97904,4166.73,0.753401,0.410991981,0.4676675476
6.88759,7.97158,2959.03,0.596382,0.616487972,0.269694267
6.03593,8.13576,3078.47,0.646081,0.646313316,0.2597425549
6.73539,7.9991,3210.37,0.671423,0.642868364,0.2747643039
6.66754,7.85191,5080.24,0.729872,0.522598418,0.370942147
9.44071,12.56372,5763.78,0.796371,0.382635331,0.531276528
6.15882,7.7203,3593.91,0.655466,0.601814013,0.2857921283
6.22883,7.74238,3517.68,0.638439,0.600678891,0.2794822194
5.97028,7.3585,2984.27,0.586926,0.622913084,0.2621742691
6.01374,8.15929,4750.06,0.73499,0.550406659,0.3566316181
6.43238,7.4781,4542.69,0.738789,0.551581172,0.3554634397
6.07764,7.78739,3394.53,0.650773,0.636051949,0.2636887754
6.82757,7.65104,3356.23,0.677099,0.632720388,0.2812684553
5.14508,6.71119,3054.29,0.611419,0.656152603,0.2484566925
5.99346,7.40295,4804.07,0.742993,0.549230222,0.3541918609
6.1379,7.38475,3434.63,0.669501,0.638327255,0.2714872437
6.4205,7.328,3314.66,0.680611,0.635181114,0.2778306728
6.01424,8.1487,4569.85,0.699532,0.545619844,0.3362092292
9.23079,11.80108,5793.62,0.794145,0.399393438,0.5177391978
5.86316,7.2025,3220.15,0.60589,0.630895713,0.2454651624
6.24483,7.24655,3298.2,0.619087,0.629318778,0.2558337418
5.5332,7.05922,2807.66,0.587303,0.652625048,0.2419259732
6.84277,8.5562,4834.66,0.668112,0.50449362,0.3610804191
6.24679,8.05001,4761.17,0.677287,0.504856075,0.3619947548
10.38504,11.67924,4735.22,0.733572,0.374940761,0.5006238442
6.5133,7.33565,3592.59,0.57082,0.562411142,0.2754795905
7.3522,8.19452,2492.79,0.527705,0.604131002,0.2538771251
14.96791,15.4765,5489.04,0.778326,0.337386575,0.5808336878
9.54546,12.37638,5232.16,0.748759,0.424346367,0.4538169201
6.34854,7.61524,2949.3,0.615276,0.663102886,0.2356224025
10.04105,12.67838,5567.6,0.771546,0.386260799,0.5169130734
6.56268,8.44912,4567.08,0.720723,0.548113788,0.3476377759
9.16636,12.8866,5006.57,0.792294,0.401749182,0.5043162204
6.44788,8.0509,3142.27,0.623383,0.632787062,0.255795097
6.49368,7.55722,3401.79,0.661737,0.633102753,0.2742986553
5.54508,6.69279,3022.6,0.612698,0.655293924,0.2297895737
8.95156,9.99823,4286.64,0.7616,0.465565083,0.4265995722
6.02724,7.51644,2812.2,0.645313,0.724358275,0.2239403483
6.59418,8.4729,3218.09,0.59384,0.600172764,0.2739229149
7.535,11.87958,6641.37,0.799687,0.348614827,0.5940603131
8.41792,10.74735,5119.74,0.776632,0.422400086,0.4801967782
6.06687,7.50773,3570.55,0.642521,0.602859996,0.2797466231
10.72396,14.75451,5098.35,0.791568,0.366733953,0.5431583219
8.3951,10.73605,4737.86,0.760509,0.442319218,0.450540338
7.04086,8.27937,6262.49,0.792242,0.465676115,0.4661080269
6.67951,8.14813,6118.47,0.788829,0.465939804,0.4589193357
7.11238,10.43892,4220.38,0.733006,0.50923223,0.3933655217
7.12331,8.16078,4149.02,0.718646,0.539507217,0.3592696931
6.44506,8.51549,5523.98,0.739968,0.492382344,0.4012329053
6.30462,8.50983,5704.54,0.737997,0.490952755,0.4059076252
6.17678,7.59774,3825.65,0.669072,0.568997815,0.3107770298
5.75033,6.98202,3646.87,0.642953,0.58806192,0.2948774265
8.88735,11.56434,5232.08,0.789027,0.382468049,0.5311455286
6.13158,7.45989,3470.61,0.653701,0.605819196,0.2829654106
6.62537,8.49365,4599.38,0.680008,0.54228265,0.3328810002
6.25692,7.60191,4245.14,0.658729,0.543590857,0.3214791428
8.41305,11.06015,5413.85,0.765445,0.39708468,0.5061769006
5.80615,7.30173,3297.97,0.621663,0.624080537,0.2569866491
8.29346,12.47533,4871.74,0.77368,0.4592471,0.4445835842
6.51601,7.6077,2778.53,0.629749,0.711879086,0.226606736
7.25894,7.73466,1755.41,0.46893,0.742222314,0.1833120664
8.74121,12.35736,5971.66,0.785926,0.349151998,0.5737190631
6.86255,8.39787,6205.57,0.793341,0.466396024,0.4608323405
6.50129,7.94507,6003.91,0.787958,0.466631152,0.4551302786
7.02333,9.00499,5350.5,0.742806,0.492934471,0.4041818229
6.17584,8.59057,5519.79,0.741822,0.491342218,0.41475169
6.64229,8.16934,3880.56,0.67268,0.569905313,0.3094006891
6.66749,7.59043,3867.44,0.688453,0.567878336,0.3231497599
6.09466,8.20337,4815.92,0.726422,0.548127852,0.3581848505
9.7639,12.51441,5308.91,0.792475,0.414458775,0.4978228004
6.45495,7.23651,3234.38,0.674014,0.636426562,0.2668759837
7.55899,8.96737,2209.86,0.555291,0.660862983,0.2330430895
6.50528,8.36584,5386.53,0.759149,0.494077828,0.4167438204
6.29595,7.9508,3957.14,0.682625,0.56909306,0.3261871572
6.61878,7.71903,3931.01,0.691152,0.568853952,0.3339013624
7.15522,7.96066,3319.86,0.6544,0.588103433,0.2966889366
6.09614,8.85742,4705.85,0.711953,0.544871315,0.3397839882
6.4781,8.11607,4489.51,0.705312,0.545406559,0.3374169836
8.44218,11.32819,5557.74,0.789234,0.402270388,0.5124079808
5.71696,7.82341,3251.78,0.614451,0.629176789,0.2547084445
5.50709,6.88128,2812.06,0.598809,0.650196656,0.2452339591
6.85688,8.24896,6364.6,0.777147,0.454869188,0.4624723877
11.74472,16.01046,4917.56,0.797437,0.334386628,0.6028163069
7.28721,8.37773,4166.97,0.673461,0.501579942,0.3660923317
6.23837,7.82934,4308.03,0.699381,0.52909351,0.3542728255
6.77573,8.10689,4156.54,0.680463,0.526627209,0.348444028
6.9415,8.54796,5038.2,0.728791,0.512588348,0.3853705888
6.16867,8.36366,5317.63,0.73416,0.511195967,0.3888538215
10.70908,11.54669,4959.58,0.792777,0.379219515,0.5304797595
6.43811,8.91891,3645.44,0.663898,0.568829273,0.3171627665
5.93772,7.65478,3656.13,0.663761,0.594225051,0.2934961073
11.29902,12.20102,4313.43,0.705264,0.42035268,0.4551021157
9.35023,11.62898,6327.61,0.773072,0.37588507,0.5379838326
6.00754,8.06245,3521.99,0.617625,0.581523278,0.2777474513
7.59618,8.12124,2563.18,0.53195,0.601801962,0.250654691
4.20571,7.22563,1437.35,0.551202,0.783812826,0.131572887
10.94729,11.75589,2555.36,0.753084,0.622990772,0.3125850803
5.60738,7.07852,3098.27,0.688902,0.667934953,0.240812003
4.69448,5.85827,2219.41,0.619688,0.71860243,0.2036352915
7.30863,11.08036,4425.35,0.738105,0.510538825,0.3908585727
4.99497,7.98182,2937.36,0.680441,0.690825978,0.2439560153
4.56598,9.02639,1760.12,0.533033,0.747709006,0.2143046528
8.23702,10.12266,5341.69,0.791599,0.452577982,0.4779692552
4.6994,8.04814,1874.32,0.501367,0.70608535,0.1761698711
7.96573,11.00157,5571.83,0.765044,0.42425746,0.4932757161
9.25803,10.44487,4606.89,0.743881,0.478283993,0.4198076568
9.6133,10.97525,4493.15,0.756027,0.465835478,0.4304881012
7.96276,11.51988,5153.65,0.76812,0.4398385,0.4673268217
7.62928,8.53235,5327.83,0.72283,0.470028458,0.4317785093
14.23057,15.36867,5201.03,0.796658,0.396180926,0.5253376721
12.74064,14.86411,5256.1,0.771249,0.343815278,0.5717554862
7.00336,9.75394,3122.76,0.646118,0.601155246,0.284093726
7.87964,10.35635,6266.57,0.797164,0.384141996,0.5507782499
13.15376,15.59922,4285.72,0.772079,0.450503562,0.4476774337
5.24436,6.59626,2153.28,0.535785,0.692075658,0.1534396033
9.99071,11.29605,5259.22,0.753149,0.395624231,0.5015987589
9.36907,11.33321,5085.69,0.756477,0.40904246,0.4831092216
8.86346,10.93243,7418.34,0.77861,0.341469157,0.5903941897
9.42956,10.67248,5166.44,0.730889,0.391645227,0.4934881774
8.54229,10.77107,6252.17,0.775926,0.359546558,0.562259233
9.34067,11.0753,6001.69,0.771526,0.356420129,0.5650911462
8.77476,10.68552,5616.73,0.762439,0.391602483,0.5114417849
9.2414,11.28308,5336.91,0.779193,0.385157985,0.5308363437
9.0979,10.673,4912.4,0.772648,0.427870289,0.4838487609
8.36327,10.65681,6414.58,0.775968,0.398391521,0.5147799625
7.27474,10.95759,4887.28,0.740769,0.457111433,0.4373144054
8.10296,10.29914,4359.38,0.696459,0.487576468,0.3890008031
8.74261,10.84325,5429.12,0.754366,0.398624056,0.5029869329
9.3063,11.3836,6514.3,0.787506,0.358184463,0.5674495617
8.40776,10.50097,5274.12,0.741553,0.414086705,0.4774722047
8.37762,10.7984,4841.36,0.734269,0.453310892,0.4410399069
9.4266,11.39336,6446.19,0.771812,0.372375298,0.5460181051
8.21418,11.3156,4850.23,0.745108,0.426453832,0.4693663347
8.88978,11.77709,4940.02,0.77588,0.412984504,0.5018685259
8.82384,10.97554,5774.95,0.749356,0.369229765,0.5312731775
9.60489,11.52458,6325.66,0.77308,0.372902244,0.5426830424
8.41909,10.13113,5102.9,0.726012,0.431594697,0.4507996141
8.434,10.68219,4988.18,0.729642,0.432889277,0.4508168465
8.08834,10.6134,4665.76,0.743768,0.46140481,0.4355725112
9.16848,10.47729,4670.14,0.764289,0.456263054,0.4556693797
7.83456,11.05229,4418.08,0.734542,0.485643555,0.4117971002
8.86151,11.03751,4993.15,0.758169,0.415596847,0.4844390014
9.55804,11.03298,6474.41,0.796573,0.347741818,0.5949170212
9.01582,10.99621,6074.94,0.772821,0.364181645,0.5532907569
8.98689,10.44975,4809.96,0.750623,0.43523257,0.452458247
8.94225,10.64619,5904.56,0.750867,0.380498024,0.5205100691
9.51206,10.92231,6042.85,0.782794,0.363794825,0.5610709863
8.53783,10.49523,6084.59,0.774597,0.377687925,0.5371672988
9.32235,11.46361,5588.57,0.776013,0.380868641,0.5321233082
8.09158,9.82143,5269.03,0.743963,0.421553395,0.4662198372
8.4609,10.99407,5883.6,0.765943,0.382167557,0.5271415039
9.08449,10.72194,5351.72,0.766768,0.400602177,0.4981109957
8.43101,11.01459,5541.24,0.757893,0.396748586,0.5049969009
9.27867,11.22364,7670.27,0.797683,0.316159071,0.6418880298
8.81847,11.00542,5672.26,0.75472,0.365324248,0.5384577517
8.42835,10.56105,5357.59,0.737517,0.416757704,0.4678379076
8.34082,10.46143,5072.01,0.740935,0.451611888,0.4364080366
7.82769,9.24085,5461.35,0.7225,0.425742977,0.4547088056
8.88276,10.38137,5046.68,0.732356,0.431671549,0.4522503933
9.39354,11.21348,6264.69,0.787723,0.347909067,0.5825399252
9.42117,10.81662,5886.74,0.769956,0.364411348,0.5523607458
8.47853,10.86421,5920.14,0.754058,0.38239358,0.5165592528
8.54621,10.71025,5739.16,0.767466,0.381513047,0.5280894254
8.10322,10.69647,5690.22,0.739138,0.393732393,0.494910844
8.22871,10.97321,5503.84,0.751212,0.392374867,0.5066741389
8.02925,10.10478,5165.89,0.74757,0.443138994,0.4474594823
7.83801,10.61218,5241.14,0.701564,0.426329982,0.4379041304
9.32804,11.73711,6435.48,0.794578,0.345681243,0.5974549632
9.49787,11.06639,6233.77,0.786037,0.348549958,0.5836698132
8.37312,11.56455,6140.14,0.773918,0.363306884,0.5585523152
8.49423,10.9928,5951.14,0.777262,0.364388573,0.5562783146
8.88027,11.05866,5214.54,0.763733,0.403189297,0.5012431803
8.45856,11.30256,6338.45,0.781344,0.36528132,0.5618701112
9.54136,11.30324,5873.76,0.777351,0.365786062,0.555025861
9.28903,11.59368,5572.95,0.784753,0.422826677,0.4803714776
9.25174,11.13341,6551.23,0.791932,0.340105701,0.6073670847
9.49936,10.68919,5639.09,0.765656,0.37651998,0.5269179256
8.36165,10.27033,3480.7,0.683684,0.544355382,0.3453506189
6.4775,10.05675,4266.81,0.698152,0.498953229,0.39268344
10.0962,11.60202,5459.94,0.751388,0.375915043,0.5277157555
9.64251,11.34964,4957.38,0.797017,0.407846286,0.5100153698
8.61918,9.94056,4596.32,0.733712,0.456492704,0.4295097994
10.15181,11.45846,2582.75,0.607327,0.585542597,0.2763032665
8.56763,9.76947,4475.55,0.739534,0.473257804,0.4179837158
7.59491,9.88891,3113.74,0.644357,0.599921376,0.2817114275
10.06073,10.44944,2470.61,0.557682,0.582377603,0.2537469872
12.14776,14.24963,4956.31,0.76177,0.400404859,0.4891758531
18.76729,19.43762,4541.46,0.763404,0.380470229,0.4940793517
14.10083,16.87132,3804.33,0.693906,0.471145377,0.4049060973
8.72874,10.20494,5500.36,0.780528,0.415998276,0.5010419552
8.90208,10.51391,4135.73,0.701496,0.526961953,0.3583187869
12.00809,14.14893,4917.46,0.742251,0.399060499,0.4809923506
10.72728,12.75911,4651.46,0.700537,0.423969853,0.4227291738
11.36221,13.37662,4203.83,0.745077,0.458043065,0.4224917525
12.99892,13.99805,3874.72,0.731117,0.455230791,0.4154766965
16.34583,17.83015,4077.02,0.758489,0.415998006,0.4706849977
7.99817,10.02004,5488.95,0.764766,0.414471842,0.5002887449
8.55572,10.50104,3945.71,0.683839,0.525509886,0.3475573984
12.71519,14.46718,4731.45,0.76412,0.398442953,0.4904128892
11.82063,13.02801,4206.09,0.743328,0.461604185,0.4193908028
15.12425,15.46819,3905.05,0.754912,0.415384962,0.4659061552
11.52273,13.02983,4223.3,0.75355,0.464011022,0.4208436461
8.36606,9.99285,4919.57,0.767481,0.444908879,0.4687883774
9.7667,11.8622,2957.72,0.667888,0.563683592,0.3186449118
8.57711,9.77752,4334.5,0.748521,0.491962757,0.4094481665
7.78327,9.42935,3885.75,0.661573,0.552137772,0.3298697646
